eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
170,KRONES,Germany,Industrial Engineering,148.7,12.3,"2,953.4",4.9,5.0,54.4,-16.2,1.8,181.6,3.4,6.2,13,2.8
171,UMICORE,Belgium,Industrial Metals & Mining,148.0,1.2,"8,828.5",-10.1,1.7,190.8,-28.5,2.2,239.4,-16.2,2.7,14,36.7
172,AGFA-GEVAERT,Belgium,Electronic & Electrical Equipment,146.0,0.0,"2,620.0",-8.6,5.6,36.0,-5.3,1.4,134.0,-25.1,5.1,11,-4.9
173,ING,The Netherlands,Banks,146.0,-9.9,"15,590.0",1.0,0.9,,,0.0,"3,855.0",-8.9,24.7,56,-13.1
174,MERZ,Germany,Pharmaceuticals & Biotechnology,142.8,30.8,"1,045.2",1.4,13.7,,,0.0,239.9,-27.0,23.0,3,10.3
175,SAAB,Sweden,Aerospace & Defence,142.4,0.5,"2,504.7",-0.9,5.7,77.9,34.8,3.1,147.1,13.1,5.9,15,4.1
176,VOESTALPINE,Austria,Industrial Metals & Mining,142.4,-6.9,"11,189.5",1.0,1.3,"1,061.3",20.2,9.5,846.2,5.7,7.6,45,-0.2
177,SYMRISE,Germany,Chemicals,140.0,10.0,"2,120.1",15.8,6.6,80.9,39.5,3.8,299.2,6.8,14.1,8,34.1
178,RICHTER GEDEON,Hungary,Pharmaceuticals & Biotechnology,138.8,4.1,"1,124.3",0.5,12.3,90.3,12.3,8.0,120.0,-18.7,10.7,12,-0.4
179,SMITHS,UK,Electronic & Electrical Equipment,138.1,-4.5,"3,794.5",-5.1,3.6,69.3,-4.6,1.8,485.4,-23.3,12.8,23,-0.2
180,EBERSPAECHER,Germany,Automobiles & Parts,138.0,3.0,"2,916.4",3.2,4.7,,,0.0,52.9,-40.7,1.8,8,7.4
181,RABOBANK,The Netherlands,Banks,138.0,58.6,"12,857.0",-1.3,1.1,,,0.0,"1,681.0",290.9,13.1,53,-9.8
182,MALLINCKRODT,Ireland,Pharmaceuticals & Biotechnology,137.5,0.7,"2,092.4",15.2,6.6,105.3,-13.6,5.0,46.0,-60.6,2.2,6,0.0
183,GETINGE,Sweden,Health Care Equipment & Services,136.1,3.9,"2,839.2",5.5,4.8,124.1,-10.5,4.4,281.7,-29.4,9.9,15,0.9
184,QIAGEN,The Netherlands,Pharmaceuticals & Biotechnology,134.8,12.0,"1,107.6",3.3,12.2,62.7,0.0,5.7,64.9,142.1,5.9,4,0.0
185,KASPERSKY LABS,UK,Software & Computer Services,134.1,10.5,567.7,12.0,23.6,,,0.0,42.1,54.5,7.4,3,2.3
186,HUSQVARNA,Sweden,Industrial Engineering,133.9,9.9,"3,496.0",8.4,3.8,120.4,42.1,3.4,169.0,-1.5,4.8,15,2.8
187,MUNDIPHARMA RESEARCH,UK,Pharmaceuticals & Biotechnology,132.9,23.5,160.6,20.1,82.8,,,0.0,14.4,18.4,9.0,0,3.3
188,KORBER,Germany,General Industrials,132.8,6.2,"2,193.8",9.5,6.1,,,0.0,195.4,-11.8,8.9,10,9.7
189,PRADA,Italy,Personal Goods,132.8,-11.5,"3,551.7",-1.0,3.7,361.6,,10.2,701.6,-25.3,19.8,12,10.6
190,VOITH,Germany,General Industrials,132.3,-17.9,"5,345.1",-6.7,2.5,,,0.0,198.2,-35.5,3.7,41,-8.5
191,CGG,France,"Oil Equipment, Services & Distribution",130.1,-20.1,"2,549.5",-17.8,5.1,712.6,4.7,28.0,-579.6,58.8,-22.7,10,0.0
192,ANGLO AMERICAN,UK,Mining,129.8,53.0,"22,298.8",-7.7,0.6,"4,920.5",-2.5,22.1,311.3,-87.3,1.4,95,-3.1
193,INGENICO,France,Electronic & Electrical Equipment,129.5,16.1,"1,607.3",17.2,8.1,51.7,28.7,3.2,273.2,44.2,17.0,6,18.0
194,TECHNICOLOR,France,Media,129.0,-7.2,"3,332.0",-3.4,3.9,60.0,-6.3,1.8,302.0,34.8,9.1,14,1.4
195,GIESECKE & DEVRIENT,Germany,Support Services,128.9,-0.8,"1,753.6",-2.0,7.4,,,0.0,61.3,-36.9,3.5,12,5.7
196,ENDO INTERNATIONAL,Ireland,Pharmaceuticals & Biotechnology,127.0,8.2,"2,369.8",9.9,5.4,66.2,-16.6,2.8,-720.2,"-1,036.3",-30.4,5,50.2
197,MARKS & SPENCER,UK,General Retailers,126.6,35.7,"13,255.9",0.0,1.0,670.8,18.6,5.1,888.2,13.8,6.7,83,-3.2
198,PHAROL,Portugal,Fixed Line Telecommunications,125.0,-3.8,,,,0.1,,,-151.9,729.2,,0,-100.0
199,COBHAM,UK,Aerospace & Defence,124.6,10.1,"2,380.5",3.5,5.2,81.9,9.8,3.4,73.7,-63.7,3.1,11,8.4
200,LINDE,Germany,Chemicals,122.0,18.4,"17,047.0",2.4,0.7,"1,957.0",-9.5,11.5,"1,790.0",-16.0,10.5,66,3.3
201,SMA SOLAR TECHNOLOGY,Germany,Alternative Energy,121.8,26.6,805.4,-13.6,15.1,29.5,17.1,3.7,-171.4,92.3,-21.3,6,-4.8
202,HEIDELBERGER DRUCKMASCHINEN,Germany,Industrial Engineering,120.7,3.2,"2,333.7",-4.1,5.2,58.5,13.9,2.5,119.5,17.1,5.1,12,-5.1
203,KION,Germany,Industrial Engineering,119.7,4.8,"4,677.9",4.1,2.6,316.5,151.6,6.8,350.8,-3.9,7.5,23,1.8
204,SICK,Germany,Electronic & Electrical Equipment,116.1,8.8,"1,099.8",8.9,10.6,,,0.0,103.7,17.1,9.4,7,5.1
205,GAMELOFT,France,Software & Computer Services,116.0,11.0,227.3,-2.6,51.0,15.0,-4.6,6.6,3.9,-84.2,1.7,7,5.1
206,METRO,Germany,General Retailers,114.0,15.2,"63,035.0",36.1,0.2,862.0,57.0,1.4,"1,161.0",112.6,1.8,255,-5.4
207,ALTANA,Germany,Chemicals,113.9,4.2,"1,952.3",10.6,5.8,,,0.0,263.8,12.9,13.5,6,5.6
208,LAFARGE,France,Construction & Materials,113.0,-0.9,"12,843.0",-1.9,0.9,861.0,-9.4,6.7,"1,168.0",-28.9,9.1,44,-30.5
209,SCA,Sweden,Forestry & Paper,112.4,4.6,"11,077.8",16.9,1.0,610.3,3.3,5.5,"1,261.5",49.5,11.4,44,28.7
210,BOLLORE,France,Industrial Transportation,112.4,38.9,"10,616.3",-2.3,1.1,475.4,24.6,4.5,670.7,6.3,6.3,54,1.3
211,LEONI,Germany,Electronic & Electrical Equipment,111.5,5.8,"4,103.4",4.7,2.7,219.7,43.0,5.4,188.5,14.5,4.6,68,10.4
212,SPECTRIS,UK,Electronic & Electrical Equipment,111.2,-2.3,"1,508.9",-2.4,7.4,35.2,-13.6,2.3,216.4,-10.2,14.3,8,4.5
213,BANK OF IRELAND,Ireland,Banks,111.0,42.3,"3,064.0",20.3,3.6,,,0.0,920.0,-276.9,30.0,11,-1.5
214,SOFTWARE,Germany,Software & Computer Services,109.1,1.1,857.8,-11.8,12.7,10.9,-21.4,1.3,167.6,-17.7,19.5,4,-15.6
215,WEBASTO,Germany,Automobiles & Parts,108.9,-9.6,"2,469.4",8.4,4.4,,,0.0,130.3,10.8,5.3,10,-4.0
216,KRKA,Slovenia,Pharmaceuticals & Biotechnology,108.4,11.5,"1,191.6",-0.8,9.1,174.0,14.7,14.6,277.0,22.0,23.2,10,4.5
217,RED BULL TECHNOLOGY,UK,Automobiles & Parts,106.9,9.9,332.0,11.3,32.2,,,0.0,12.6,112.4,3.8,1,2.6
218,FINCANTIERI,Italy,Industrial Engineering,105.3,1.4,"4,315.0",15.5,2.4,122.2,-43.9,2.8,197.2,7.6,4.6,22,6.4
219,LYONDELLBASELL INDUSTRIES,The Netherlands,Chemicals,104.6,-15.3,"37,565.3",3.5,0.3,"1,234.7",-4.0,3.3,"4,516.9",12.1,12.0,13,-1.5
220,BOREALIS,Austria,Chemicals,104.5,3.2,,-100.0,,,,,,-100.0,,0,
221,STORA ENSO,Finland,Forestry & Paper,104.0,26.8,"10,213.0",-3.1,1.0,68.0,-84.0,0.7,507.0,789.5,5.0,27,-3.7
222,MICRO FOCUS INTERNATIONAL,UK,Software & Computer Services,103.9,162.3,687.4,92.7,15.1,4.1,71.0,0.6,114.3,-13.7,16.6,3,106.3
223,ADIDAS,Germany,Personal Goods,103.8,-16.3,"14,534.0",0.3,0.7,499.0,16.9,3.4,882.0,-26.6,6.1,54,5.9
224,VEOLIA ENVIRONNEMENT,France,"Gas, Water & Multi-utilities",103.6,6.0,"23,996.3",3.9,0.4,"1,380.4",12.5,5.8,"1,467.6",68.9,6.1,180,-11.5
225,HEIDELBERGCEMENT,Germany,Construction & Materials,103.2,-0.7,"12,614.3",4.0,0.8,923.5,9.7,7.3,"1,472.1",24.7,11.7,45,-0.6
226,KONE,Finland,Industrial Engineering,103.1,6.8,"7,334.5",5.8,1.4,98.0,26.6,1.3,995.8,7.7,13.6,47,8.7
227,UNIFY HOLDINGS,The Netherlands,Technology Hardware & Equipment,103.0,-17.5,"1,376.8",-17.5,7.5,,,0.0,-174.1,-11.8,-12.6,8,
228,HOLKHAM GROUP,UK,Household Goods & Home Construction,102.2,13.1,"1,661.6",,6.2,,,0.0,370.8,,22.3,4,
229,ORION OYJ,Finland,Pharmaceuticals & Biotechnology,101.8,4.2,"1,015.3",0.8,10.0,51.5,-21.9,5.1,272.0,2.8,26.8,3,-2.5
230,ASTON MARTIN UK,UK,Automobiles & Parts,101.5,30.9,667.9,12.6,15.2,,,0.0,1.9,-117.4,0.3,1,5.6
231,ALMIRALL,Spain,Pharmaceuticals & Biotechnology,100.6,-20.6,786.4,13.5,12.8,40.1,,5.1,495.6,-836.5,63.0,3,-10.9
232,ABENGOA,Spain,General Industrials,99.7,-7.2,"7,150.6",-2.8,1.4,,,0.0,"1,047.7",32.0,14.7,24,-1.7
233,VAILLANT,Germany,Industrial Engineering,99.5,9.8,"2,381.1",2.1,4.2,,,0.0,222.0,19.3,9.3,12,4.5
234,BENTELER INTERNATIONAL,Austria,Automobiles & Parts,99.4,-8.4,,-100.0,,,,,,-100.0,,0,
235,NORDDEUTSCHE LANDESBANK GIROZENTRALE,Germany,Banks,99.0,-8.3,"2,400.0",-4.2,4.1,,,0.0,276.0,97.1,11.5,6,-2.6
236,WINCOR NIXDORF,Germany,Software & Computer Services,98.3,-0.4,"2,469.4",0.2,4.0,47.7,21.7,1.9,155.0,17.8,6.3,9,4.2
237,PHOENIX CONTACT,Germany,Electronic & Electrical Equipment,98.2,12.8,"1,601.9",2.3,6.1,,,0.0,121.0,-43.6,7.6,13,6.7
238,PENTAIR,Ireland,Industrial Engineering,96.6,-6.8,"5,797.7",-5.9,1.7,106.7,-23.8,1.8,701.7,9.8,12.1,28,-0.7
239,VALLOUREC,France,Industrial Engineering,95.7,9.6,"5,700.5",2.2,1.7,388.2,-31.5,6.8,-617.4,-198.6,-10.8,23,1.1
240,GN STORE NORD,Denmark,Technology Hardware & Equipment,95.7,16.4,987.6,8.1,9.7,47.0,2.0,4.8,162.8,-2.5,16.5,5,0.5
241,SPIRENT COMMUNICATIONS,UK,Technology Hardware & Equipment,95.0,14.8,376.6,10.6,25.2,26.5,40.6,7.0,19.3,-41.2,5.1,2,14.1
242,INDIVIOR,UK,Pharmaceuticals & Biotechnology,94.7,51.3,918.4,-8.3,10.3,,-100.0,0.0,452.2,-21.0,49.2,1,5.9
243,TRANSMISSIONS AND ENGINEERING SERVICES NETHERLANDS,The Netherlands,Industrial Engineering,93.2,1.8,"3,237.6",0.9,2.9,,,0.0,269.1,4.1,8.3,9,0.7
244,OLD MUTUAL,UK,Life insurance,92.6,-14.3,,,,,,,"-10,136.6",-28.8,,0,-100.0
245,RIO TINTO,UK,Mining,92.2,-51.5,"39,258.7",-6.9,0.2,"6,722.7",-37.2,17.1,"11,798.9",70.9,30.1,60,-9.9
246,DMG MORI AG,Germany,Industrial Engineering,91.4,76.1,"2,229.0",8.5,4.1,111.5,33.0,5.0,172.6,4.8,7.7,7,6.6
247,GEA,Germany,Industrial Engineering,91.4,4.9,"4,515.7",4.5,2.0,93.8,-22.2,2.1,434.3,3.9,9.6,18,-26.9
248,BARCO,Belgium,Electronic & Electrical Equipment,90.2,-16.2,908.4,-21.6,9.9,69.7,204.9,7.7,27.5,-66.2,3.0,3,-16.5
249,ZUMTOBEL,Austria,Electronic & Electrical Equipment,89.7,25.0,"1,312.6",5.3,6.8,76.6,16.8,5.8,41.1,238.4,3.1,7,-0.8
250,TI FLUID SYSTEMS,UK,Automobiles & Parts,89.3,59.0,"2,689.9",-1.0,3.3,,,0.0,131.7,-46.5,4.9,25,24.1
251,SALZGITTER,Germany,Industrial Metals & Mining,89.1,1.4,"9,040.2",-2.9,1.0,294.6,-5.0,3.3,56.7,-122.0,0.6,26,-0.6
252,TENARIS,Luxembourg,"Oil Equipment, Services & Distribution",88.0,1.2,"8,514.9",-2.4,1.0,52.2,-91.6,0.6,"1,593.3",-11.5,18.7,28,3.7
253,BTG,UK,Pharmaceuticals & Biotechnology,87.8,43.2,472.8,26.6,18.6,12.6,-15.5,2.7,48.6,-7.8,10.3,1,27.1
254,REPSOL YPF,Spain,Oil & Gas Producers,87.0,-22.3,"45,433.0",-18.5,0.2,"2,606.0",,5.7,-784.0,-128.7,-1.7,24,-19.8
255,WILLIAM DEMANT,Denmark,Health Care Equipment & Services,86.8,2.5,"1,257.5",1.5,6.9,60.8,10.2,4.8,236.7,-1.4,18.8,10,7.4
256,GROUPE SEB,France,Household Goods & Home Construction,86.2,7.1,"4,253.1",2.2,2.0,187.6,64.3,4.4,306.8,-15.7,7.2,25,3.1
257,PACE,UK,Technology Hardware & Equipment,86.1,-25.3,"2,158.0",6.1,4.0,21.4,20.4,1.0,154.2,31.1,7.1,2,-1.8
258,HERAEUS,Germany,Industrial Metals & Mining,85.8,-0.2,"15,588.9",-8.5,0.6,,,0.0,187.3,-25.1,1.2,13,1.3
259,RECORDATI,Italy,Pharmaceuticals & Biotechnology,85.3,14.1,987.4,4.9,8.6,22.2,,2.3,231.8,17.9,23.5,4,-1.0
260,TATE & LYLE,UK,Food Producers,84.8,-26.7,"3,028.8",-14.5,2.8,155.6,18.6,5.1,225.0,-33.2,7.4,4,5.7
261,ANDRITZ,Austria,Industrial Engineering,84.3,-9.0,"5,859.3",2.6,1.4,106.5,-4.4,1.8,306.4,233.4,5.2,25,4.8
262,LOTTOMATICA,Italy,Travel & Leisure,84.1,8.4,"3,069.7",0.2,2.7,,,0.0,593.4,6.7,19.3,9,0.1
263,PROXIMUS,Belgium,Fixed Line Telecommunications,84.0,0.0,"5,961.0",-4.5,1.4,951.0,11.6,16.0,917.0,1.4,15.4,14,-9.6
264,ARLA FOODS,Denmark,Food Producers,84.0,26.9,"10,614.0",7.6,0.8,,,0.0,361.0,-9.6,3.4,19,-2.2
265,ALFA LAVAL,Sweden,Industrial Engineering,83.6,13.1,"3,733.3",17.7,2.2,64.2,22.6,1.7,497.3,7.3,13.3,18,9.2
266,STADA ARZNEIMITTEL,Germany,Pharmaceuticals & Biotechnology,83.0,12.5,"2,062.2",2.9,4.0,37.5,10.5,1.8,217.9,-17.9,10.6,10,5.5
267,TECHNIP,France,"Oil Equipment, Services & Distribution",82.6,9.4,"10,073.9",13.9,0.8,359.6,-34.8,3.6,714.0,-15.0,7.1,38,-1.4
268,SERCO,UK,Support Services,82.4,34.1,"5,084.4",-7.7,1.6,30.1,-39.8,0.6,"-1,651.3","-1,025.4",-32.5,95,0.5
269,NATIONAL BANK OF GREECE,Greece,Banks,82.0,30.2,"3,565.0",0.2,2.3,,,0.0,"-1,422.0",694.4,-39.9,35,-4.6
270,DEUTSCHE BAHN,Germany,Travel & Leisure,80.0,40.4,"39,728.0",1.6,0.2,,,0.0,"1,605.0",-8.0,4.0,296,0.0
271,PRYSMIAN,Italy,Electronic & Electrical Equipment,80.0,5.0,"6,840.0",-6.0,1.2,143.0,,2.1,204.0,-40.0,3.0,19,0.3
272,HAGER,Germany,Industrial Engineering,79.8,-0.2,"1,435.6",-0.9,5.6,,,0.0,143.5,4.0,10.0,11,-0.9
273,INDUSTRIA DE TURBO PROPULSORES,Spain,Aerospace & Defence,79.0,11.1,"1,304.7",8.1,6.1,,,0.0,73.3,54.7,5.6,6,-0.3
274,ENEL,Italy,Electricity,79.0,-6.0,"73,328.0",-5.1,0.1,"6,021.0",,8.2,"6,198.0",-48.6,8.5,69,-3.4
275,KONINKLIJKE FRIESLANDCAMPINA,The Netherlands,Food Producers,78.0,1.3,"11,348.0",-0.6,0.7,,,0.0,489.0,-4.7,4.3,22,4.6
276,BOUYGUES,France,Construction & Materials,77.0,-15.4,"33,138.0",0.1,0.2,"1,502.0",8.8,4.5,"1,225.7",-28.5,3.7,127,-0.5
277,AMER SPORTS,Finland,Leisure Goods,76.2,0.0,"2,228.7",4.3,3.4,48.5,11.8,2.2,113.7,-26.5,5.1,8,4.1
278,AHOLD,The Netherlands,Food & Drug Retailers,76.0,1.3,"32,774.0",0.5,0.2,732.0,-9.7,2.2,"1,274.0",2.0,3.9,227,2.3
279,GAMESA,Spain,Industrial Engineering,75.8,-16.4,"2,846.2",21.9,2.7,55.4,,1.9,209.6,-41.7,7.4,6,-0.6
280,NOVOMATIC,Austria,Travel & Leisure,75.5,20.8,,-100.0,,,,,,-100.0,,0,
281,NEXANS,France,Electronic & Electrical Equipment,75.0,-1.3,"6,403.0",-4.6,1.2,161.0,-17.0,2.5,-35.0,-80.6,-0.5,26,1.2
282,NEXTER,France,Aerospace & Defence,74.5,6.5,"1,047.6",33.1,7.1,,,0.0,136.8,27.5,13.1,0,
283,BG,UK,Oil & Gas Producers,74.2,17.8,"15,887.5",-0.7,0.5,"7,009.3",-19.8,44.1,"5,253.3",-14.7,33.1,5,-7.1
284,SUEZ ENVIRONNEMENT,France,"Gas, Water & Multi-utilities",74.0,0.0,"14,324.1",0.0,0.5,"1,076.6",-1.4,7.5,"1,003.1",-8.0,7.0,81,2.2
285,CHRISTIAN DIOR,France,Personal Goods,73.0,4.3,"30,984.0",3.7,0.2,"1,721.0",-4.1,5.6,"5,887.0",-1.4,19.0,118,8.5
286,SORIN,Italy,Health Care Equipment & Services,72.8,6.7,746.9,1.1,9.7,44.3,,5.9,65.9,-22.0,8.8,4,4.8
287,EDENRED,France,Support Services,72.0,-47.8,"1,034.0",0.4,7.0,,,0.0,314.0,-5.7,30.4,6,1.4
288,SNAM,Italy,"Gas, Water & Multi-utilities",72.0,12.5,"3,784.0",1.3,1.9,917.0,,24.2,"1,969.0",-3.6,52.0,6,0.4
289,CARL BENNET,Sweden,Support Services,71.9,-3.3,"3,964.5",11.3,1.8,,,0.0,387.7,-18.2,9.8,21,8.8
290,RENISHAW,UK,Electronic & Electrical Equipment,71.0,14.7,636.0,39.2,11.2,62.2,23.9,9.8,185.3,49.3,29.1,4,13.9
291,JAZZ PHARMACEUTICALS,Ireland,Pharmaceuticals & Biotechnology,70.2,82.7,966.0,34.4,7.3,29.9,264.3,3.1,193.5,-31.0,20.0,1,7.4
292,QUINTILES,UK,Pharmaceuticals & Biotechnology,70.1,16.0,869.6,19.8,8.1,,,0.0,169.4,63.1,19.5,2,8.1
293,AUSTRIAMICROSYSTEMS,Austria,Technology Hardware & Equipment,69.8,8.9,464.4,22.9,15.0,70.1,48.9,15.1,105.3,65.0,22.7,2,17.4
294,PEARSON,UK,Media,69.4,42.1,"6,265.8",-3.8,1.1,96.4,-36.4,1.5,509.1,-16.5,8.1,41,-2.9
295,ESS,Sweden,Pharmaceuticals & Biotechnology,68.8,48.4,2.1,91.3,"3,283.9",,,0.0,-83.1,46.3, ,0,48.2
296,SENSATA TECHNOLOGIES HOLDING,The Netherlands,Electronic & Electrical Equipment,67.7,41.8,"1,984.8",21.7,3.4,118.8,34.5,6.0,306.1,-1.8,15.4,17,41.7
297,ADVA,Germany,Technology Hardware & Equipment,67.7,2.5,339.2,9.2,19.9,7.1,-4.3,2.1,8.4,19.7,2.5,1,4.6
298,SOPHOS,UK,Software & Computer Services,67.4,20.4,386.8,32.4,17.4,,,0.0,19.3,-358.3,5.0,2,47.6
299,VATTENFALL,Sweden,Electricity,67.3,-16.7,"17,666.9",-3.7,0.4,,,0.0,-233.7,-64.7,-1.3,30,-5.1
300,IMI,UK,Industrial Engineering,66.6,-5.3,"2,175.2",-24.8,3.1,91.0,59.8,4.2,966.2,119.5,44.4,12,-18.8
301,BETFAIR,UK,Travel & Leisure,66.1,-0.8,612.6,21.1,10.8,8.1,-25.9,1.3,121.2,53.1,19.8,2,9.3
302,LFB,France,Pharmaceuticals & Biotechnology,65.9,5.3,501.9,5.2,13.1,,,0.0,25.2,27.3,5.0,0,-100.0
303,ELRINGKLINGER,Germany,Automobiles & Parts,65.7,0.4,"1,325.8",12.8,5.0,147.0,27.1,11.1,154.5,-6.1,11.7,7,8.0
304,LEGO,Denmark,Leisure Goods,65.4,-9.8,"3,845.3",12.6,1.7,,,0.0,"1,304.8",16.3,33.9,13,7.1
305,AIXTRON,Germany,Technology Hardware & Equipment,64.8,18.9,193.8,6.0,33.4,12.6,31.4,6.5,-58.0,-39.8,-29.9,1,1.7
306,BAVARIAN NORDIC,Denmark,Pharmaceuticals & Biotechnology,64.4,7.1,163.7,0.4,39.3,7.0,18.0,4.3,2.2,-53.3,1.4,0,-0.9
307,RSA INSURANCE,UK,Nonlife Insurance,64.3,-55.4,"8,956.5",-13.6,0.7,,,0.0,88.7,-41.0,1.0,0,-100.0
308,ASM INTERNATIONAL,The Netherlands,Technology Hardware & Equipment,63.9,-15.3,545.6,20.7,11.7,30.6,184.4,5.6,90.5,98.0,16.6,2,8.8
309,KUKA,Germany,Industrial Engineering,63.8,22.7,"2,095.7",18.1,3.0,78.4,37.5,3.7,143.9,11.3,6.9,12,51.5
310,MONITISE,UK,Software & Computer Services,63.6,43.1,122.3,30.6,52.0,6.2,-5.0,5.1,-82.3,77.3,-67.3,1,68.6
311,WIRECARD,Germany,Electronic & Electrical Equipment,63.5,14.1,601.0,24.8,10.6,75.0,46.0,12.5,131.5,34.2,21.9,2,48.3
312,NEOPOST,France,Technology Hardware & Equipment,63.1,9.5,"1,113.4",1.6,5.7,44.1,-4.3,4.0,217.9,-15.1,19.6,6,1.2
313,GFK,Germany,Support Services,62.7,14.3,"1,452.9",-2.8,4.3,37.1,60.0,2.6,69.1,154.8,4.8,13,3.7
314,LONDON STOCK EXCHANGE,UK,Financial Services,62.3,-54.6,"1,248.8",-10.7,5.0,20.7,-31.8,1.7,300.6,-17.9,24.1,5,64.8
315,ICAP,UK,Financial Services,61.7,-9.4,"1,613.4",-8.4,3.8,,,0.0,122.1,-21.5,7.6,4,-12.8
316,N BROWN,UK,General Retailers,61.7,184.0,"1,070.2",1.7,5.8,19.2,282.1,1.8,103.2,-22.6,9.6,3,-1.6
317,CARGOTEC,Finland,Industrial Engineering,59.7,12.2,"3,357.8",5.6,1.8,65.9,-27.5,2.0,126.8,40.9,3.8,11,0.9
318,HUGO BOSS,Germany,Personal Goods,59.4,4.3,"2,571.6",5.7,2.3,104.5,-34.8,4.1,448.7,-1.6,17.4,13,4.0
319,BEKAERT,Belgium,Industrial Metals & Mining,59.3,-5.1,"3,215.7",0.9,1.8,132.8,40.3,4.1,171.3,13.0,5.3,0,-100.0
320,PARROT,France,Technology Hardware & Equipment,59.2,9.0,243.9,3.7,24.3,19.0,19.3,7.8,0.6,-90.1,0.2,1,14.1
321,AVG TECHNOLOGIES,The Netherlands,Software & Computer Services,59.2,18.0,308.1,-8.1,19.2,14.1,2.5,4.6,65.3,-28.3,21.2,1,36.1
322,KARL STORZ,Germany,Health Care Equipment & Services,58.8,-5.6,"1,234.6",-3.4,4.8,,,0.0,90.9,-25.6,7.4,6,5.4
323,METSO,Finland,Industrial Engineering,58.0,-3.3,"3,658.0",-45.1,1.6,74.0,-68.1,2.0,359.0,9.5,9.8,16,-47.4
324,AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,Austria,Electronic & Electrical Equipment,57.9,121.8,667.0,13.1,8.7,165.3,81.9,24.8,89.2,60.1,13.4,8,8.7
325,LAIRD,UK,Electronic & Electrical Equipment,57.7,2.0,726.2,5.2,7.9,28.9,71.8,4.0,75.3,19.1,10.4,9,-3.8
326,EXPERIAN,UK,Support Services,57.7,-4.1,"3,961.8",-0.6,1.5,52.7,-25.6,1.3,953.0,5.8,24.1,17,-0.9
327,BIOTEST,Germany,Pharmaceuticals & Biotechnology,57.1,22.3,582.0,16.2,9.8,44.7,4.2,7.7,53.6,-0.7,9.2,2,8.1
328,DURR,Germany,Industrial Engineering,57.0,38.2,"2,574.9",7.0,2.2,38.6,-9.5,1.5,222.1,9.1,8.6,14,73.8
329,GRAMMER,Germany,Automobiles & Parts,56.3,15.0,"1,365.9",7.9,4.1,33.8,-1.1,2.5,56.8,0.0,4.2,11,6.1
330,ZELTIA,Spain,Pharmaceuticals & Biotechnology,56.3,23.6,149.7,5.5,37.6,10.2,,6.8,15.0,50.0,10.0,1,5.9
331,COFIDE,Italy,General Industrials,56.3,-10.4,"2,392.6",-49.7,2.4,151.2,,6.3,93.8,-118.9,3.9,14,-1.9
332,SOGEFI,Italy,Automobiles & Parts,56.3,-10.5,"1,349.4",1.1,4.2,42.3,,3.1,60.5,-43.9,4.5,7,-2.4
333,KBC,Belgium,Banks,56.0,0.0,"6,726.0",-11.7,0.8,,,0.0,"2,420.0",41.7,36.0,36,-4.3
334,SARTORIUS,Germany,Electronic & Electrical Equipment,55.3,-0.6,891.2,12.6,6.2,86.1,53.8,9.7,123.7,11.2,13.9,6,7.8
335,KOENIG & BAUER,Germany,Industrial Engineering,54.8,-4.7,"1,100.1",0.0,5.0,18.4,-23.3,1.7,13.4,-110.3,1.2,6,-10.6
336,ACS,Spain,Construction & Materials,54.8,23.1,"34,880.9",-9.1,0.2,843.0,,2.4,"1,603.7",-7.9,4.6,218,32.3
337,NEMETSCHEK,Germany,Software & Computer Services,54.7,16.4,218.5,17.5,25.0,3.5,-34.0,1.6,44.2,18.7,20.2,2,15.2
338,KAPSCH TRAFFICCOM,Austria,Electronic & Electrical Equipment,54.0,-2.3,456.4,-6.3,11.8,7.4,-30.2,1.6,34.5,17.0,7.6,4,7.2
339,SOMFY,France,Electronic & Electrical Equipment,53.6,15.8,981.7,6.4,5.5,46.0,-8.7,4.7,126.9,-5.3,12.9,8,0.0
340,NORDEX,Germany,Alternative Energy,53.4,4.7,"1,734.5",21.4,3.1,77.0,5.0,4.4,86.1,364.6,5.0,3,12.6
341,AVIO,Italy,Aerospace & Defence,53.3,0.9,67.0,-73.0,79.5,,,0.0,2.1,-87.9,3.2,1,-7.5
342,EGO BLANC UND FISCHER &,Germany,Household Goods & Home Construction,53.2,11.3,"1,068.9",11.0,5.0,,,0.0,55.6,19.3,5.2,8,2.7
343,DEUTZ,Germany,Industrial Engineering,53.1,1.0,"1,530.2",5.3,3.5,61.1,-28.3,4.0,8.9,-79.0,0.6,4,-0.9
344,WUSTENROT & WURTTEMBERGISCHE,Germany,Banks,52.6,50.7,"1,503.5",5.4,3.5,,,0.0,283.0,53.3,18.8,8,-4.2
345,COLOPLAST,Denmark,Health Care Equipment & Services,52.3,2.6,"1,672.2",6.8,3.1,67.9,23.5,4.1,558.0,12.9,33.4,9,7.8
346,XTRION,Belgium,Technology Hardware & Equipment,51.8,-3.4,408.8,9.3,12.7,,,0.0,50.1,264.0,12.2,3,2.3
347,BANCO POPULAR ESPANOL,Spain,Banks,51.0,55.3,"3,882.4",9.1,1.3,,,0.0,373.0,5.4,9.6,15,-4.4
