eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,,
868,AMG Advanced Metallurgical,The Netherlands,Industrial metals & mining (175),5.93,33.3,"1,092",31.3,0.5,10.4,4.9,3.9,0,,,
869,Deutsche Steinzeug,Germany,Construction & materials (235),5.90,10.7,232,-4.6,2.5,1.9,4.4,-3.8,2,-4.4,,
870,TradeDoubler,Sweden,Internet (9535),5.88,127.9,314,29.8,1.9,0.4,0.5,4.3,1,35.4,,
871,Vandemoortele,Belgium,Food producers (357),5.87,6.7,972,12.1,0.6,5.3,7.3,3.9,3,6.4,,
872,Intelligent Energy,UK,Electrical components & equipment (2733),5.86,49.9,3,100.0,185.4,17.4,8.9,-326.9,0,21.7,,
873,IRIS,Belgium,Software (9537),5.82,6.2,109,15.0,5.3,1.9,2.0,7.0,0,27.9,,
874,Haulotte,France,Commercial vehicles & trucks (2753),5.81,-14.2,451,-30.4,1.3,9.2,4.6,4.4,2,-3.6,,
875,PKC,Finland,Electronic equipment (2737),5.80,5.5,312,8.0,1.9,3.2,3.4,6.7,6,12.4,,
875,Raisio,Finland,Food producers (357),5.80,-14.7,504,14.2,1.2,2.8,6.7,4.8,1,-9.4,,
877,Microgen,UK,Computer services (9533),5.79,9.2,34,-8.1,16.9,2.4,1.5,14.8,0,-5.1,,
877,Brit Insurance,UK,Nonlife insurance (853),5.79,-19.9,"1,262",-3.2,0.5,0.2,0.3,7.3,1,5.1,,
879,Exiqon,Denmark,Biotechnology (4573),5.78,85.9,17,159.2,33.5,18.2,29.9,-98.1,0,170.0,,
880,Fornix Biosciences,The Netherlands,Biotechnology (4573),5.75,44.1,40,-53.0,14.4,1.1,0.2,31.5,0,-25.3,,
880,CompuGROUP,Germany,Computer services (9533),5.75,12.1,229,27.2,2.5,8.6,4.2,5.9,2,37.8,,
882,Ordina,The Netherlands,Computer services (9533),5.65,-13.2,696,4.7,0.8,,2.6,-11.0,6,2.4,,
882,nCipher (now part of Thales),UK,Software (9537),5.65,35.2,25,14.8,22.6,1.1,1.1,8.9,0,14.6,,
884,Lindab International,Sweden,Construction & materials (235),5.64,29.1,895,6.0,0.6,2.9,2.0,11.7,5,7.5,,
885,LPKF Laser & Electronics,Germany,Electronic equipment (2737),5.63,40.0,45,7.6,12.4,3.7,8.7,6.0,0,15.4,,
886,Ercros,Spain,Chemicals (135),5.62,-1.4,866,2.6,0.6,4.6,2.8,-23.4,2,-7.0,,
886,Schuler,Germany,Industrial machinery (2757),5.62,7.5,966,33.3,0.6,2.1,2.0,2.8,6,20.4,,
888,BWT,Austria,"Gas, water & multiutilities (757)",5.60,1.8,410,3.2,1.4,3.1,2.8,7.0,2,5.2,,
888,Arseus,Belgium,Health care equipment & services (453),5.60,83.6,355,16.5,1.6,2.6,3.4,8.4,2,27.4,,
888,Osterreichische Bundesbahnen,Austria,Travel & leisure (575),5.60,27.3,"4,016",3.8,0.1,,60.8,-49.4,43,-0.7,,
891,Groupe Steria SCA,France,Computer services (9533),5.59,488.4,"1,766",24.7,0.3,1.0,1.3,6.1,19,-0.3,,
892,freenet,Germany,Internet (9535),5.58,878.9,"3,263",75.1,0.2,0.7,1.2,0.3,6,50.9,,
893,Paion,Germany,Pharmaceuticals (4577),5.56,-16.3,3,-34.6,175.4,1.9,2.3,-435.3,0,-44.0,,
894,Sioen Industries,Belgium,Personal goods (376),5.55,-18.5,349,-8.1,1.6,6.7,5.6,4.5,5,-4.0,,
895,Inmarsat,UK,Mobile telecommunications (657),5.54,-7.2,717,72.9,0.8,21.1,30.6,31.8,1,148.6,,
896,UNIQA,Austria,Nonlife insurance (853),5.51,23.5,"4,914",0.2,0.1,0.7,0.9,1.8,14,24.3,,
897,technotrans,Germany,Electrical components & equipment (2733),5.47,-24.9,142,-7.5,3.9,3.6,3.3,0.0,1,1.1,,
898,Torotrak,UK,Automobiles & parts (335),5.45,15.2,5,25.5,114.0,1.0,4.7,-49.2,0,-1.6,,
899,Tilgin,Sweden,Electronic equipment (2737),5.44,24.2,36,-13.6,15.3,0.5,0.4,-12.9,0,13.5,,
900,Vivalis,France,Biotechnology (4573),5.43,282.4,3,"1,454.5",158.8,57.9,572.7,-114.9,0,26.1,,
900,"Macro 4 (now part of Unicom, USA)",UK,Software (9537),5.43,2.5,30,-4.3,18.1,1.4,1.9,1.7,0,-0.4,,
902,Asseco Poland,Poland,Software (9537),5.42,,677,117.3,0.8,4.9,2.5,17.9,7,52.7,,
903,Datalex,Ireland,Computer services (9533),5.40,11.1,24,6.7,22.7,0.6,3.2,-5.3,0,-3.5,,
904,Polynt,Italy,Chemicals (135),5.36,19.9,576,15.1,0.9,9.5,4.8,7.4,1,9.7,,
905,Invision Software,Germany,Software (9537),5.34,26.2,12,-24.9,44.8,2.8,1.3,-69.7,0,29.3,,
906,Devro,UK,Food producers (357),5.33,14.9,189,16.7,2.8,6.7,6.9,9.4,2,-1.5,,
907,Ige+Xao,France,Software (9537),5.30,,22,,23.9,1.2,,13.0,0,,,
908,Medasys,France,Health care equipment & services (453),5.29,86.9,15,-12.9,36.0,1.4,1.4,4.1,0,31.6,,
909,Premier Foods,UK,Food producers (357),5.28,21.7,"2,872",20.1,0.2,4.8,5.0,-4.0,16,-11.3,,
909,Investment AB Kinnevik,Sweden,Other financials (877),5.28,5.6,702,0.6,0.8,2.9,4.6,-335.3,2,0.2,,
911,"Umbro (now part of Nike, USA)",UK,Personal goods (376),5.27,-7.9,101,-34.9,5.2,1.8,0.5,-21.6,0,5.6,,
911,FJH (now FJA),Germany,Software (9537),5.27,49.3,61,7.8,8.6,0.3,0.4,8.6,0,-3.9,,
913,Solon,Germany,Alternative energy (58),5.26,34.5,815,62.0,0.6,12.3,8.8,6.7,1,35.7,,
913,Dansk Landbrugs Grovvareselskab  ,Denmark,Food producers (357),5.26,60.9,"3,309",42.2,0.2,2.2,1.8,1.7,5,61.4,,
913,Grifols,Spain,Pharmaceuticals (4577),5.26,-4.9,814,15.8,0.6,14.7,6.7,24.5,6,15.9,,
916,USU Software,Germany,Software (9537),5.24,9.9,34,9.4,15.4,0.8,0.9,2.8,0,5.0,,
917,Ambu,Denmark,Health care equipment & services (453),5.23,-2.4,105,9.7,5.0,4.6,5.3,11.0,1,14.9,,
918,Hochtief,Germany,Construction & materials (235),5.21,15.8,"19,103",16.1,0.0,3.3,4.2,2.3,65,23.0,,
919,GPC Biotech,Germany,Biotechnology (4573),5.18,-86.9,12,-31.4,41.9,0.4,8.8,-187.2,0,-62.7,,
920,United Biscuits,UK,Food producers (357),5.17,-12.4,"1,182",-0.7,0.4,4.1,2.7,11.5,9,,,
920,Aerocrine,Sweden,Health care equipment & services (453),5.17,31.2,7,31.6,74.4,,,-149.2,0,40.0,,
922,Banca Popolare di Milano,Italy,Banks (835),5.16,35.8,"1,554",-10.4,0.3,2.4,4.2,13.8,9,3.0,,
922,Randox Laboratories  ,UK,Biotechnology (4573),5.16,-9.9,55,13.7,9.4,5.4,2.8,16.5,1,0.3,,
922,ALTEC,Greece,Computer services (9533),5.16,-1.7,229,17.1,2.3,7.0,2.8,3.8,1,0.0,,
922,Surteco,Germany,Household goods & home construction (372),5.16,32.3,403,-2.8,1.3,5.2,6.8,6.7,2,3.4,,
926,Amino Technologies,UK,Telecommunications equipment (9578),5.13,52.2,33,-1.1,15.5,0.7,0.6,4.1,0,11.2,,
926,Apertio (now part of Nokia Siemens Networks)  ,UK,Telecommunications equipment (9578),5.13,4.7,20,44.2,25.1,2.1,5.5,-19.0,0,10.9,,
928,Fagerhult,Sweden,Electrical components & equipment (2733),5.10,5.6,252,9.6,2.0,4.0,3.6,9.8,2,4.3,,
928,Jensen,Belgium,Industrial machinery (2757),5.10,8.5,223,3.8,2.3,2.4,1.2,8.5,1,-0.7,,
928,CNP Assurances,France,Life insurance (857),5.10,27.5,"26,291",-39.1,0.0,,,3.8,3,-22.4,,
928,Chargeurs,France,Personal goods (376),5.10,-52.3,599,-24.1,0.9,2.0,1.7,-6.6,3,-16.8,,
932,Viscom,Germany,Electronic equipment (2737),5.09,-0.2,50,-4.0,10.2,1.0,1.7,-4.9,0,10.1,,
933,Northgate Information Solutions,UK,Computer services (9533),5.07,-73.1,117,-67.9,4.3,12.7,4.7,-3.1,7,99.7,,
934,Anglo Design  ,UK,Electronic equipment (2737),5.05,-16.5,77,-2.5,6.5,1.4,4.5,3.9,1,-5.0,,
935,SABMiller,UK,Beverages (353),5.04,-22.2,"13,456",-12.6,0.0,11.1,9.3,16.8,69,-0.7,,
936,Quantel,France,Health care equipment & services (453),5.03,5.2,52,23.1,9.7,1.2,1.5,-5.9,0,7.8,,
936,Character,UK,Leisure goods (374),5.03,160.6,85,-13.5,5.9,0.3,0.3,6.4,0,11.3,,
938,Marazzi,Italy,Household goods & home construction (372),5.02,-5.3,984,2.1,0.5,9.5,4.4,11.8,6,3.1,,
939,Gas Turbine Efficiency,UK,Industrial machinery (2757),5.01,116.9,25,97.0,19.8,3.5,3.7,2.5,0,50.0,,
940,Nordkalk  ,Finland,Chemicals (135),5.00,42.9,345,3.1,1.4,9.0,9.6,11.2,1,2.3,,
940,Strabag,Austria,Construction & materials (235),5.00,25.0,"12,228",23.8,0.0,5.7,5.3,1.9,73,19.4,,
940,Havenbedrijf Rotterdam  ,The Netherlands,Industrial transportation (277),5.00,0.0,508,7.1,1.0,37.6,49.6,37.9,1,0.7,,
940,Veikkaus,Finland,Travel & leisure (575),5.00,8.7,"1,406",6.0,0.4,0.5,1.1,31.3,0,-4.3,,
944,Atoss Software,Germany,Software (9537),4.99,11.1,27,10.3,18.5,1.4,2.1,18.7,0,13.2,,
945,Topdanmark,Denmark,Nonlife insurance (853),4.97,-5.2,"1,745",3.3,0.3,0.8,1.6,-0.2,2,6.2,,
946,Thomas Swan  ,UK,Chemicals (135),4.96,-11.7,28,-4.2,17.6,4.1,2.3,-20.1,0,-5.0,,
946,Gerresheimer,Germany,General industrials (272),4.96,-13.7,"1,060",10.7,0.5,9.5,10.0,5.3,10,8.0,,
946,Actix International  ,UK,Software (9537),4.96,-5.9,28,18.4,18.0,1.7,1.5,-2.5,0,-18.8,,
949,ORLEN,Poland,Oil & gas producers (53),4.95,17.6,"19,312",24.7,0.0,5.0,6.0,-1.7,23,0.1,,
950,AdCapital,Germany,Other financials (877),4.94,25.7,118,57.3,4.2,6.4,3.6,18.3,1,33.6,,
950,Epsilon Net,Greece,Software (9537),4.94,-7.8,9,14.2,56.0,20.5,0.8,25.4,0,22.5,,
952,Redac  ,UK,Software (9537),4.91,-19.1,66,9.9,7.5,1.1,1.6,6.0,1,6.6,,
953,Pescanova,Spain,Food producers (357),4.90,4.3,"1,343",3.9,0.4,20.1,10.9,5.6,0,,,
953,RCS MediaGroup,Italy,Media (555),4.90,6.5,"2,680",-2.2,0.2,3.0,3.8,4.8,7,6.0,,
953,Norbrook Laboratories  ,UK,Pharmaceuticals (4577),4.90,3.6,106,10.4,4.6,18.9,12.8,4.6,1,4.4,,
956,Acergy,Luxembourg,"Oil equipment, services & distribution (57)",4.89,61.9,"2,017",4.6,0.2,11.6,9.2,15.6,6,-25.0,,
957,Mouchel,UK,Support services (279),4.88,-8.4,679,46.5,0.7,1.5,1.3,4.5,11,38.8,,
957,Newport Networks,UK,Telecommunications equipment (9578),4.88,-26.9,0,-87.3,"3,485.7",192.9,131.8,"-7,207.1",0,-27.1,,
959,Stonesoft,Finland,Computer services (9533),4.85,-8.3,24,28.4,19.9,1.8,2.5,-10.9,0,0.0,,
960,Evialis,France,Food producers (357),4.80,6.7,"1,027",35.3,0.5,1.8,2.4,0.9,5,38.9,,
960,Manuli Rubber Industries  ,Italy,Industrial machinery (2757),4.80,-5.9,317,4.2,1.5,,,5.5,3,6.7,,
962,Bond International Software,UK,Software (9537),4.79,4.6,33,8.5,14.5,1.9,1.8,9.0,0,18.8,,
962,SHL  ,UK,Support services (279),4.79,18.9,86,15.7,5.6,6.5,6.5,1.6,1,1.7,,
964,Elementis,UK,Chemicals (135),4.76,24.3,414,11.4,1.1,3.3,2.5,7.8,1,-13.7,,
965,Biolitec,Germany,Pharmaceuticals (4577),4.75,-14.3,35,-9.3,13.4,3.8,6.5,5.2,0,5.6,,
966,Eco Animal Health,UK,Pharmaceuticals (4577),4.74,"23,600.0",17,-9.9,27.8,0.9,0.3,-3.9,0,33.8,,
967,Hybrigenics  ,France,Biotechnology (4573),4.70,35.8,4,25.5,129.1,4.4,2.4,-157.1,0,7.0,,
967,Solar,Denmark,Electrical components & equipment (2733),4.70,,"1,500",9.7,0.3,0.9,1.2,3.9,3,13.2,,
969,Emak,Italy,Household goods & home construction (372),4.68,2.0,243,11.8,1.9,5.8,3.6,9.8,1,23.7,,
970,Bulgari,Italy,General retailers (537),4.67,7.4,"1,075",-1.4,0.4,5.6,7.9,10.3,4,14.4,,
971,Lectus Therapeutics  ,UK,Biotechnology (4573),4.63,39.0,0,,,,,,0,47.8,,
972,ACH,Slovenia,Automobiles & parts (335),4.62,-3.3,734,19.9,0.6,2.0,2.6,6.7,3,19.1,,
972,Realtech,Germany,Computer services (9533),4.62,1.3,71,11.1,6.5,1.1,1.5,9.9,1,14.6,,
974,Uzin Utz,Germany,Chemicals (135),4.60,15.0,177,6.8,2.6,2.7,3.8,7.6,1,11.9,,
975,Systar,France,Software (9537),4.59,-21.7,20,6.9,23.5,1.1,1.2,9.3,0,25.2,,
976,Glunz & Jensen,Denmark,Computer hardware (9572),4.58,2.5,60,-7.1,7.6,1.2,2.3,0.4,0,8.7,,
977,Scottish and Southern Energy,UK,Electricity (753),4.55,18.8,"26,299",66.6,0.0,5.1,5.1,0.3,18,15.3,,
977,Nipson Digital Printing Systems,UK,Media (555),4.55,22.0,28,-0.1,16.1,0.2,0.7,-49.3,0,-3.7,,
979,Rotork,UK,Industrial machinery (2757),4.52,29.5,331,35.9,1.4,1.5,1.3,23.4,2,17.5,,
980,MicroEmissive Displays,UK,Electrical components & equipment (2733),4.50,8.7,0,133.3,"6,428.6","1,485.7","16,766.7","-10,771.4",0,40.9,,
980,Fluidra,Spain,"Gas, water & multiutilities (757)",4.50,9.5,670,-0.6,0.7,3.6,3.4,7.2,4,3.0,,
980,Trafficmaster,UK,Telecommunications equipment (9578),4.50,13.9,58,15.2,7.8,2.8,3.4,10.2,1,-2.0,,
983,Norddeutsche Affinerie (now Aurubis),Germany,Industrial metals & mining (175),4.49,-5.1,"8,385",29.6,0.1,1.3,1.4,3.4,4,27.6,,
984,Imtech,The Netherlands,Support services (279),4.48,85.1,"3,859",15.5,0.1,1.0,0.9,4.8,23,23.5,,
985,Consort Medical,UK,Health care equipment & services (453),4.47,2.5,131,-2.5,3.4,7.3,6.1,4.3,1,0.1,,
986,Zenergy Power,UK,Industrial machinery (2757),4.45,28.6,2,651.9,219.2,80.8,474.1,-388.7,0,48.9,,
986,Boss Media,Sweden,Travel & leisure (575),4.45,-26.9,28,-2.4,15.7,4.4,4.2,16.2,0,-2.4,,
988,IPGL  ,UK,Other financials (877),4.44,72.8,108,72.2,4.1,9.1,9.3,3.4,0,33.5,,
989,Xaar,UK,Electrical components & equipment (2733),4.43,-37.7,43,-12.2,10.2,8.4,5.6,9.0,0,3.5,,
990,Teleste,Finland,Telecommunications equipment (9578),4.42,0.9,109,-13.1,4.1,0.5,2.7,3.6,1,3.1,,
991,Pfleiderer,Germany,Construction & materials (235),4.41,56.9,"1,736",-3.6,0.3,7.4,9.9,5.5,6,-1.2,,
991,Netgem,France,Software (9537),4.41,59.8,100,42.3,4.4,0.4,0.6,23.5,0,23.8,,
993,Mologen,Germany,Biotechnology (4573),4.40,7.3,0,40.0,"2,095.2",9.5,46.7,"-3,000.0",0,5.9,,
993,Nice,Italy,Electronic equipment (2737),4.40,25.4,192,16.3,2.3,1.6,2.2,24.6,1,38.0,,
995,RaySearch Laboratories,Sweden,Health care equipment & services (453),4.38,17.1,6,-3.2,76.8,0.9,3.4,34.0,0,6.4,,
995,Raute,Finland,Industrial machinery (2757),4.38,10.3,98,-11.1,4.4,2.2,1.1,6.4,1,1.7,,
997,Biotage,Sweden,Biotechnology (4573),4.37,-26.1,45,0.3,9.6,1.5,1.7,60.6,0,-3.9,,
997,Trintech  ,Ireland,Software (9537),4.37,24.1,29,20.5,15.3,0.7,1.8,-8.0,0,7.7,,
999,Findel,UK,General retailers (537),4.34,,639,-4.3,0.7,1.8,3.3,-4.5,3,-6.6,,
999,Alterian,UK,Software (9537),4.34,40.9,35,72.9,12.5,0.8,3.2,9.6,0,111.8,,
