eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%,,
643,Urenco,UK,Electricity (753),12.10,68.1,"1,121",-0.8,1.1,77.5,74.7,44.6,3,9.5,,
644,Karo Bio,Sweden,Biotechnology (4573),12.03,-24.2,1,-44.9,"2,091.5",4.3,57.3,"-2,667.3",0,6.3,,
645,Nokian Tyres,Finland,Automobiles & parts (335),12.00,-4.0,799,-26.1,1.5,9.0,13.8,12.7,4,-8.1,,
645,SNPE ,France,Chemicals (135),12.00,0.0,609,-4.9,2.0,5.9,4.4,18.5,4,-3.2,,
647,Flamel Technologies ,France,Biotechnology (4573),11.86,-14.4,29,9.1,40.4,4.2,9.1,-43.4,0,6.3,,
648,Hikma Pharmaceuticals,UK,Pharmaceuticals (4577),11.74,-24.0,444,9.7,2.6,5.8,9.8,16.9,5,5.4,,
649,Oriflame Cosmetics,Luxembourg,Personal goods (376),11.72,2.0,"1,317",-0.9,0.9,1.6,2.7,11.0,8,11.1,,
650,Svenska Handelsbanken,Sweden,Banks (835),11.71,-30.2,"3,230",9.6,0.4,1.0,1.4,41.6,11,-0.1,,
650,Sensata Technologies ,The Netherlands,Electronic equipment (2737),11.71,-56.1,792,-20.3,1.5,1.3,2.9,5.0,10,2.4,,
652,TopoTarget,Denmark,Biotechnology (4573),11.69,-74.9,6,0.2,197.9,0.2,3.3,-304.6,0,-46.8,,
653,P&i Personal & Informatik,Germany,Software (9537),11.66,-4.8,63,7.2,18.4,0.7,1.1,24.2,0,9.2,,
654,Mouchel,UK,Support services (279),11.64,119.4,833,12.8,1.4,2.0,1.5,-1.4,12,2.2,,
655,SkyePharma,UK,Pharmaceuticals (4577),11.59,-29.0,63,-10.1,18.4,9.3,7.7,24.5,0,-19.0,,
656,Medivir,Sweden,Pharmaceuticals (4577),11.58,-7.8,3,-74.8,461.8,5.5,9.7,-544.4,0,-7.0,,
657,VTI Technologies,Finland,Electronic equipment (2737),11.55,-5.7,54,-20.8,21.6,,,-28.5,1,-21.3,,
658,Credito Agricola Financial,Portugal,Banks (835),11.49,"1,771.3",612,0.1,1.9,7.4,9.7,24.6,4,3.8,,
659,PSI,Germany,Software (9537),11.46,17.8,147,14.1,7.8,1.6,1.4,4.9,1,24.7,,
660,Skanditek (now part of Bure Equity),Sweden,Other financials (877),11.44,0.2,73,9.4,15.8,1.1,0.2,9.7,0,25.6,,
661,Chroma Therapeutics,UK,Biotechnology (4573),11.34,-13.4,0,,,,,,0,9.3,,
662,Montupet,France,Automobiles & parts (335),11.32,33.0,261,-44.2,4.3,5.9,8.1,-10.6,4,8.1,,
663,NEOVIA Financial,UK,Other financials (877),11.31,35.9,45,-15.0,25.1,3.9,3.4,-14.9,0,,,
664,Wilex,Germany,Biotechnology (4573),11.27,-43.8,13,320.6,89.6,0.5,1.8,-105.7,0,6.5,,
665,Linos,Germany,Electronic equipment (2737),11.26,15.5,89,-5.0,12.6,,3.7,1.8,1,3.5,,
665,BG,UK,Oil & gas producers (53),11.26,-9.1,"11,495",-18.7,0.1,31.9,17.5,38.9,6,12.7,,
667,FJA (now COR & FJA),Germany,Software (9537),11.21,51.2,68,7.5,16.4,1.5,0.2,2.4,1,30.9,,
668,Chicago Bridge & Iron Company ,The Netherlands,Industrial machinery (2757),11.19,-20.3,"3,176",-23.4,0.4,1.0,2.1,6.9,16,-16.3,,
669,"ARC International (now part of Virage Logic, USA)",UK,Semiconductors (9576),11.11,28.3,19,18.4,57.9,6.9,10.4,-54.6,0,22.2,,
670,N Brown,UK,General retailers (537),11.03,18.1,777,4.2,1.4,0.3,1.6,14.1,3,1.9,,
671,Raymarine,UK,Electronic equipment (2737),11.00,-35.6,117,-22.7,9.4,4.2,4.5,-19.2,0,-22.7,,
672,Weir,UK,Industrial machinery (2757),10.92,-1.0,"1,565",1.4,0.7,2.7,3.8,13.5,9,-6.0,,
673,Copenhagen Airports,Denmark,Industrial transportation (277),10.81,55.8,393,-6.1,2.8,17.9,25.2,36.3,2,-3.0,,
674,Yule Catto,UK,Chemicals (135),10.79,-5.8,595,-17.0,1.8,1.4,3.2,4.1,2,-16.0,,
675,Ablynx,Belgium,Biotechnology (4573),10.75,-4.5,28,80.4,38.3,6.0,21.2,-84.7,0,13.7,,
676,Vislink,UK,Telecommunications equipment (9578),10.72,4.6,107,-6.3,10.1,2.8,2.3,-0.2,0,-12.5,,
677,Prayon,Belgium,Chemicals (135),10.69,21.1,545,-38.0,2.0,8.2,4.5,-3.7,1,1.2,,
678,Trevi Finanziaria Industriale,Italy,Construction & materials (235),10.67,9.5,"1,006",-2.9,1.1,7.5,11.3,11.7,6,2.8,,
678,Chalkfree,UK,Electronic equipment (2737),10.67,53.5,231,35.8,4.6,2.4,2.1,14.4,1,25.9,,
680,Picanol,Belgium,Industrial machinery (2757),10.63,451.5,250,-11.5,4.2,4.5,4.6,-11.3,2,-8.6,,
681,Trinity Biotech,Ireland,Health care equipment & services (453),10.58,-4.9,88,-10.2,12.1,1.8,2.8,11.1,1,-10.7,,
681,Marzotto,Italy,Personal goods (376),10.58,-9.3,245,-24.7,4.3,4.9,4.8,-12.9,3,-10.5,,
683,CNP,Belgium,Other financials (877),10.56,-18.1,"12,641",-18.3,0.1,0.6,1.5,4.3,12,-30.3,,
684,Patria,Finland,Aerospace & defence (271),10.50,-60.2,540,0.9,1.9,6.9,5.3,3.7,3,21.5,,
684,Dynaction,France,Chemicals (135),10.50,-10.3,153,-9.4,6.9,2.9,7.2,-0.8,1,-8.8,,
684,Elisa,Finland,Mobile telecommunications (657),10.50,-3.7,"1,430",-3.7,0.7,10.3,10.7,18.6,3,9.2,,
687,Rational,Germany,Household goods & home construction (372),10.40,-22.4,314,-8.3,3.3,0.7,9.2,28.8,1,-5.4,,
688,Innate Pharma,France,Biotechnology (4573),10.38,71.6,3,-55.6,313.8,12.9,100.7,-602.3,0,-10.1,,
689,Chemring,UK,Aerospace & defence (271),10.35,55.9,567,42.3,1.8,6.6,8.8,21.3,3,10.1,,
689,Hoganas,Sweden,Industrial metals & mining (175),10.35,-12.4,446,-25.1,2.3,5.0,6.0,6.4,1,-9.4,,
689,Delcam,UK,Software (9537),10.35,4.6,36,-3.3,28.9,3.3,1.6,2.6,1,-3.4,,
692,Glanbia,Ireland,Food producers (357),10.33,1.9,"1,830",-18.0,0.6,2.4,3.6,9.0,3,0.5,,
693,R Stahl,Germany,Electrical components & equipment (2733),10.31,29.9,203,-8.4,5.1,2.8,4.2,6.2,1,6.1,,
694,Nedap,The Netherlands,Electronic equipment (2737),10.25,-4.5,115,-19.4,8.9,4.9,5.1,1.1,1,1.2,,
695,EL EN,Italy,Electronic equipment (2737),10.24,-12.2,147,-33.4,7.0,7.2,5.5,-9.8,1,4.7,,
696,Dynea,Finland,Chemicals (135),10.20,-6.4,527,-40.0,1.9,1.7,2.5,-8.7,2,-8.8,,
697,Isra Vision,Germany,Industrial machinery (2757),10.19,-5.2,58,-14.8,17.5,1.1,0.7,15.9,0,-3.0,,
698,SolarWorld,Germany,Alternative energy (58),10.15,-4.9,"1,013",12.5,1.0,28.5,29.9,13.3,2,9.6,,
699,Intercytex (now Regenerative Medicine Assets),UK,Biotechnology (4573),10.14,-6.3,0,-84.8,"53,389.5","1,115.8",501.6,"-73,647.4",0,6.8,,
700,Cobra Automotive Technologies,Italy,Automobiles & parts (335),10.13,-10.5,105,-13.2,9.6,2.3,6.4,-13.9,1,-0.1,,
700,International Power,UK,Electricity (753),10.13,-18.2,"4,126",-4.1,0.2,6.9,6.7,38.2,4,0.6,,
700,PricewaterhouseCoopers,UK,Support services (279),10.13,50.0,"2,530",0.2,0.4,0.8,0.8,30.3,15,0.1,,
703,IHC Merwede,The Netherlands,Commercial vehicles & trucks (2753),10.10,26.3,"1,126",3.3,0.9,,,6.9,3,16.7,,
704,Ballast Nedam,The Netherlands,Construction & materials (235),10.00,,"1,384",-2.9,0.7,2.3,3.1,1.2,4,0.2,,
705,freenet,Germany,Internet (9535),9.99,79.0,"3,971",21.7,0.3,0.5,0.7,2.8,6,6.4,,
706,Premier Farnell,UK,Support services (279),9.90,10.0,895,-1.1,1.1,0.7,0.9,9.0,4,-4.7,,
707,Lansforsakringar,Sweden,Banks (835),9.89,-34.8,678,119.7,1.5,1.9,1.2,10.0,1,-3.8,,
708,Bioton,Poland,Pharmaceuticals (4577),9.88,-38.1,70,-2.5,14.2,,60.7,-199.2,1,-2.7,,
709,Spyker Cars,The Netherlands,Automobiles & parts (335),9.80,61.3,7,-15.9,148.3,2.2,6.8,-292.4,0,-0.8,,
710,Innovation,UK,Software (9537),9.76,15.0,175,11.4,5.6,2.1,2.5,-12.5,2,3.4,,
710,PiroNet NDH,Germany,Software (9537),9.76,17.7,60,1.4,16.2,5.5,5.7,12.2,1,3.2,,
712,Oxagen ,UK,Biotechnology (4573),9.75,31.0,0,,,,,,0,-5.6,,
713,Infovista,France,Software (9537),9.72,-8.1,45,0.6,21.5,0.9,1.7,1.7,0,3.8,,
714,Telit Communications,UK,Telecommunications equipment (9578),9.69,10.4,64,5.6,15.2,1.5,2.9,-3.5,0,6.8,,
715,Ebro Puleva,Spain,Food producers (357),9.68,-16.4,"2,353",-19.3,0.4,3.4,3.7,7.2,6,-17.3,,
716,Aldata Solution,Finland,Software (9537),9.66,4.7,68,-3.6,14.3,0.9,1.1,-7.0,1,-0.4,,
717,NIBE Industrier,Sweden,Household goods & home construction (372),9.60,1.3,561,-1.0,1.7,2.3,4.1,11.0,6,4.6,,
717,Laboratorios Farmaceuticos Rovi,Spain,Pharmaceuticals (4577),9.60,24.1,142,11.2,6.8,3.6,7.6,13.8,1,2.4,,
719,Brembo,Italy,Automobiles & parts (335),9.59,-30.3,826,-22.1,1.2,4.1,6.5,1.2,5,-11.2,,
720,Cosmo Pharmaceuticals,Italy,Pharmaceuticals (4577),9.49,17.6,27,-21.9,35.5,4.6,4.0,15.6,0,3.9,,
721,Vivalis,France,Biotechnology (4573),9.44,5.6,3,-9.4,305.0,151.1,58.0,-80.3,0,24.1,,
722,Villeroy & Boch,Germany,Construction & materials (235),9.39,-8.4,715,-14.9,1.3,2.7,2.8,-12.1,9,-7.4,,
723,Atria,Finland,Food producers (357),9.38,-5.3,"1,316",-3.0,0.7,3.6,7.2,2.2,6,1.3,,
724,Magix,Germany,Software (9537),9.37,5.3,35,8.3,26.9,0.6,1.3,8.8,0,-1.3,,
724,Swedish Match,Sweden,Tobacco (378),9.37,9.1,"1,434",11.6,0.7,3.3,2.5,24.4,11,-7.0,,
726,Tikkurila,Finland,Chemicals (135),9.36,-10.0,530,-18.2,1.8,2.3,4.9,9.0,4,-6.7,,
727,Senior,UK,Aerospace & defence (271),9.34,12.2,608,-4.0,1.5,2.3,4.2,11.3,5,-16.3,,
728,OncoMethylome Sciences,Belgium,Biotechnology (4573),9.29,10.9,1,-26.5,901.2,25.4,16.3,"-1,575.9",0,1.5,,
729,Rosenbauer International,Austria,Commercial vehicles & trucks (2753),9.20,35.3,542,8.3,1.7,2.8,2.4,5.3,2,10.0,,
729,Elia System Operator,Belgium,Electricity (753),9.20,1.1,734,-0.7,1.3,17.4,21.8,31.1,1,-0.7,,
729,Unibet,Malta,Travel & leisure (575),9.20,-20.0,156,12.0,5.9,0.6,1.6,23.7,0,8.6,,
732,Cardo,Sweden,Construction & materials (235),9.18,-13.8,861,-11.3,1.1,1.2,1.4,6.2,6,-8.6,,
733,Lafuma,France,Personal goods (376),9.11,5.4,255,-2.8,3.6,1.8,3.6,3.1,2,-4.1,,
734,Novabase,Portugal,Computer services (9533),9.10,-18.0,241,-20.6,3.8,1.6,1.4,6.3,2,9.3,,
735,UNIQA,Austria,Nonlife insurance (853),9.04,64.0,"5,536",12.7,0.2,0.9,0.7,1.5,15,10.5,,
736,Spirax-Sarco Engineering,UK,Industrial machinery (2757),9.02,22.8,584,3.3,1.5,6.5,5.4,15.2,4,-0.9,,
737,BioAlliance Pharma,France,Pharmaceuticals (4577),9.01,-31.1,8,-7.8,119.5,2.1,30.3,-205.4,0,-27.2,,
738,"Lucite International (now part of Mitsubishi Chemical, Japan) ",UK,Chemicals (135),9.00,-11.1,996,4.2,0.9,8.4,11.9,-12.5,2,-11.0,,
738,Finatis,France,Food & drug retailers (533),9.00,-43.8,"29,055",-1.4,0.0,2.0,4.1,4.0,168,-5.8,,
738,Rallye,France,Food & drug retailers (533),9.00,-43.8,"27,478",-6.7,0.0,2.1,3.9,4.5,168,,,
738,Sodexo,France,Travel & leisure (575),9.00,50.0,"14,681",7.9,0.1,1.5,1.3,5.2,380,7.0,,
742,HKScan,Finland,Food producers (357),8.90,-32.1,"2,125",-7.4,0.4,1.9,3.5,2.5,7,0.1,,
742,Fiskars,Finland,Household goods & home construction (372),8.90,6.0,663,-4.9,1.3,2.2,3.7,15.9,4,-10.6,,
742,Francotyp-Postalia,Germany,Industrial machinery (2757),8.90,-16.7,129,-9.4,6.9,3.1,6.0,-12.8,1,-5.0,,
742,Wirecard,Germany,Support services (279),8.90,-3.3,229,16.1,3.9,0.3,0.2,24.7,0,5.9,,
746,QinetiQ,UK,Aerospace & defence (271),8.89,-32.5,"1,829",0.5,0.5,1.4,1.8,-2.2,14,-2.0,,
746,Movetis,The Netherlands,Biotechnology (4573),8.89,-30.0,0,,"37,050.0",433.3,,"-65,237.5",0,10.0,,
746,Lectra,France,Software (9537),8.89,-15.7,153,-22.7,5.8,0.6,1.1,-7.9,1,-9.5,,
749,INDUS,Germany,General industrials (272),8.86,-11.3,773,-17.9,1.1,3.8,4.8,6.7,5,-8.4,,
749,Orc Software,Sweden,Software (9537),8.86,-5.8,69,24.9,12.9,1.0,3.1,29.4,0,-8.0,,
751,Glaston,Finland,Industrial machinery (2757),8.79,-25.8,152,-43.9,5.8,0.8,4.2,-36.5,1,-11.5,,
752,Dairy Crest,UK,Food producers (357),8.78,160.0,"1,834",-1.1,0.5,1.4,2.3,5.8,7,-10.8,,
753,Wavin,The Netherlands,Construction & materials (235),8.75,-14.1,"1,160",-26.7,0.8,2.5,3.5,2.9,7,-14.7,,
754,Corporacion IBV Participaciones,Spain,General industrials (272),8.69,11.6,"1,096",13.1,0.8,0.9,0.6,5.9,3,5.7,,
755,Fiberweb,UK,Support services (279),8.67,8.4,511,-11.4,1.7,4.2,6.7,1.6,2,-10.3,,
756,Espirito Santo Financial,Luxembourg,Banks (835),8.63,3.8,"2,727",2.3,0.3,5.6,7.5,18.4,14,2.0,,
757,FACC,Austria,Aerospace & defence (271),8.59,-33.8,265,5.3,3.2,3.7,9.6,-10.9,2,8.9,,
758,Zealand Pharma ,Denmark,Biotechnology (4573),8.58,-22.8,3,-55.0,252.1,14.1,6.0,-331.3,0,1.5,,
759,SAF-HOLLAND,Luxembourg,Commercial vehicles & trucks (2753),8.50,-25.3,420,-47.5,2.0,1.6,2.8,-7.1,2,-17.1,,
760,Readsoft,Sweden,Software (9537),8.46,-2.1,60,5.7,14.0,1.7,2.2,2.0,0,-0.7,,
761,Manutan International,France,Support services (279),8.45,22.6,489,-2.7,1.7,2.0,3.1,5.1,1,8.8,,
762,Amino Technologies,UK,Telecommunications equipment (9578),8.42,51.0,28,-20.7,29.6,2.4,0.7,-34.7,0,29.4,,
763,Axis-Shield,UK,Biotechnology (4573),8.40,3.4,109,13.4,7.7,4.7,7.1,9.9,1,-0.4,,
764,ExonHit Therapeutics ,France,Biotechnology (4573),8.33,-10.0,5,16.2,170.2,4.6,25.1,-197.5,0,-3.0,,
765,Cision,Sweden,Support services (279),8.30,-16.7,145,-16.5,5.7,2.1,2.5,-17.4,2,-20.9,,
766,Paion,Germany,Biotechnology (4573),8.25,48.3,2,-51.6,538.3,2.4,2.0,-847.7,0,-28.6,,
767,GeoSentric,Finland,Telecommunications equipment (9578),8.21,100.9,2,-43.0,329.6,8.4,2.7,-623.8,0,27.7,,
768,VKR ,Denmark,Construction & materials (235),8.20,90.7,"2,087",-10.4,0.4,4.2,7.0,9.5,14,-10.6,,
768,Sodra,Sweden,Forestry & paper (173),8.20,-5.6,"1,630",-1.7,0.5,7.5,8.4,2.4,4,-0.9,,
770,Martifer,Portugal,Construction & materials (235),8.19,-20.9,792,1.2,1.0,11.2,32.1,18.4,4,33.0,,
771,TELES,Germany,Internet (9535),8.18,37.6,24,-10.2,33.6,4.3,5.2,-58.9,0,-9.6,,
772,PV Crystalox Solar,UK,Alternative energy (58),8.17,20.2,237,-23.1,3.4,8.6,29.3,16.6,0,29.6,,
773,Grifols,Spain,Pharmaceuticals (4577),8.15,55.0,913,12.1,0.9,11.3,14.7,24.6,6,8.7,,
774,RHJ International,Belgium,Other financials (877),8.11,-58.9,"1,556",-53.5,0.5,3.8,5.0,22.1,13,-29.5,,
775,Wagon,UK,Automobiles & parts (335),8.10,-49.3,804,0.7,1.0,3.4,7.6,2.2,6,-14.2,,
775,Head,The Netherlands,Leisure goods (374),8.10,-12.0,319,-2.1,2.5,1.7,4.4,0.5,2,-6.3,,
775,Financiere De L'odet,France,Other financials (877),8.10,-14.7,"6,071",-17.1,0.1,3.0,2.9,3.0,33,-2.9,,
778,Landesbank Berlin,Germany,Banks (835),8.00,"2,566.7","1,531",50.4,0.5,1.7,4.8,22.1,7,0.7,,
778,Mondi,UK,Forestry & paper (173),8.00,-20.0,"5,257",-17.1,0.2,11.5,11.9,3.1,30,-9.9,,
778,Munters,Sweden,Industrial machinery (2757),8.00,-3.5,637,-0.7,1.3,1.4,2.3,4.8,4,-4.8,,
781,Cohort,UK,Aerospace & defence (271),7.97,28.8,88,37.6,9.0,0.5,0.9,8.5,1,37.5,,
782,Vantia ,UK,Pharmaceuticals (4577),7.90,88.5,0,,,,,,0,12.5,,
783,Hoft & Wessel,Germany,Electronic equipment (2737),7.88,0.4,94,-4.1,8.4,1.7,1.6,2.9,1,0.2,,
784,Augusta Technologie,Germany,Electrical components & equipment (2733),7.83,15.6,107,-16.2,7.4,2.6,2.2,7.9,1,2.0,,
785,Royal Cosun ,The Netherlands,Food producers (357),7.80,-10.3,"1,758",4.1,0.4,2.6,3.9,5.3,4,4.1,,
785,Gunnebo,Sweden,General retailers (537),7.80,-4.9,663,-1.7,1.2,0.8,1.4,-1.3,6,-6.4,,
787,Nexus,Germany,Software (9537),7.79,3.6,40,15.9,19.3,1.3,1.2,3.4,0,3.5,,
788,TT electronics,UK,Electrical components & equipment (2733),7.77,-33.0,562,-14.5,1.4,1.9,3.7,-2.7,6,-15.7,,
788,Beazley,UK,Nonlife insurance (853),7.77,109.1,"1,019",35.6,0.8,0.3,0.4,11.1,1,30.9,,
790,GERRY WEBER International,Germany,Personal goods (376),7.73,-8.9,594,4.2,1.3,1.8,2.5,12.2,2,7.9,,
790,TUI,Germany,Travel & leisure (575),7.73,-52.0,"19,085",-23.5,0.0,1.5,1.6,-1.7,73,-1.7,,
792,Ratos,Sweden,Other financials (877),7.71,-22.6,"2,573",-1.8,0.3,2.9,2.7,5.2,16,3.1,,
793,Asseco Poland,Poland,Software (9537),7.70,41.6,743,9.5,1.0,4.2,4.9,17.2,8,17.2,,
794,Norkom,Ireland,Software (9537),7.69,-1.2,49,2.6,15.6,0.7,2.5,11.9,0,-1.0,,
795,Chloride,UK,Electrical components & equipment (2733),7.66,6.2,378,2.8,2.0,1.2,1.5,9.9,2,12.3,,
795,GW Pharmaceuticals,UK,Pharmaceuticals (4577),7.66,-34.8,27,104.9,28.2,5.0,3.7,4.2,0,-2.7,,
797,Martin-Baker (Engineering) ,UK,Aerospace & defence (271),7.64,0.1,183,28.6,4.2,1.2,1.1,30.5,1,4.4,,
798,Kewill,UK,Software (9537),7.61,1.2,63,5.7,12.0,2.1,3.1,4.7,1,-0.8,,
799,Etex,Belgium,Construction & materials (235),7.58,-9.0,"1,797",-13.6,0.4,3.7,10.6,6.9,14,-7.7,,
800,Interpump,Italy,Industrial machinery (2757),7.57,-7.5,343,-19.2,2.2,3.1,3.8,8.0,2,19.2,,
801,Aero Inventory,UK,Aerospace & defence (271),7.53,,307,78.1,2.5,0.8,,21.2,0,61.4,,
802,Photo-Me,UK,Leisure goods (374),7.51,-10.9,254,6.9,3.0,6.0,12.0,-4.1,1,-5.0,,
803,Fabasoft,Austria,Software (9537),7.48,-4.1,23,16.3,32.1,4.4,8.4,9.8,0,-5.1,,
804,GFI Informatique,France,Computer services (9533),7.43,2.8,726,-5.4,1.0,0.5,0.6,-8.6,9,-2.5,,
804,McBride,UK,Household goods & home construction (372),7.43,11.9,892,13.1,0.8,2.6,3.7,3.5,5,-2.3,,
804,Sportingbet,UK,Travel & leisure (575),7.43,135.7,"1,791",16.6,0.4,0.4,0.9,1.3,1,22.2,,
807,Beijer Electronics,Sweden,Electronic equipment (2737),7.42,-14.6,106,-14.7,7.0,0.6,1.2,5.8,1,-10.1,,
808,Hymer,Germany,Automobiles & parts (335),7.35,75.5,654,-28.3,1.1,1.8,2.7,-6.4,3,-6.4,,
808,Genfit,France,Biotechnology (4573),7.35,-9.5,6,-33.7,126.5,10.7,13.7,-111.4,0,-17.7,,
810,TiGenix,Belgium,Biotechnology (4573),7.32,-20.6,0,,"15,906.5","1,343.5",,"-33,328.3",0,20.5,,
811,Aalborg Industries,Denmark,Industrial machinery (2757),7.26,115.1,371,-18.1,2.0,0.8,0.3,15.7,3,-4.6,,
812,Hermle Berthold,Germany,Industrial machinery (2757),7.23,-19.4,127,-54.4,5.7,1.5,,6.5,1,4.5,,
813,Analytik Jena,Germany,Biotechnology (4573),7.21,27.6,71,4.4,10.1,3.8,3.2,4.5,1,27.1,,
814,Tom Tailor,Germany,Personal goods (376),7.20,-5.5,300,5.9,2.4,2.3,5.5,5.3,1,4.4,,
815,Pfeiffer Vacuum Technology,Germany,Industrial machinery (2757),7.17,5.5,182,-8.1,3.9,3.0,5.2,20.8,1,2.2,,
816,Oxford Nanopore Technologies,UK,Biotechnology (4573),7.14,36.8,0,,,,,,0,25.0,,
817,Centrotec Sustainable,Germany,Chemicals (135),7.10,-4.8,467,-2.0,1.5,2.5,2.9,3.8,3,1.0,,
817,Quantel ,UK,Electronic equipment (2737),7.10,-20.8,44,12.1,16.1,0.2,2.0,8.9,0,-34.3,,
819,Avecia Holdings,UK,Biotechnology (4573),7.09,-18.2,60,-18.7,11.8,4.5,7.9,-20.2,1,-3.5,,
819,Debenhams,UK,General retailers (537),7.09,40.0,"2,156",4.2,0.3,3.2,6.2,9.5,28,1.3,,
821,Jetter,Germany,Industrial machinery (2757),7.02,-13.1,29,-28.7,24.5,2.3,4.5,-6.9,0,3.6,,
822,Komercni banka,Czech Republic,Banks (835),7.01,-22.3,"1,251",-2.0,0.6,3.5,4.6,40.5,9,0.1,,
823,Aareal Bank,Germany,Banks (835),7.00,-30.0,599,11.5,1.2,2.0,5.0,14.5,2,-4.0,,
823,FAES Farma,Spain,Biotechnology (4573),7.00,-30.8,195,0.6,3.6,1.9,3.5,13.0,1,0.9,,
823,Red Electrica De Espana,Spain,Electricity (753),7.00,66.7,"1,200",6.6,0.6,63.2,56.3,44.7,2,7.9,,
823,Lufthansa,Germany,Travel & leisure (575),7.00,-36.4,"22,283",-10.4,0.0,9.4,6.9,0.1,112,3.9,,
827,Provident Financial,UK,Other financials (877),6.98,0.0,918,8.6,0.8,0.9,1.1,15.4,4,9.3,,
828,Minster Pharmaceuticals (now part of Proximagen),UK,Pharmaceuticals (4577),6.97,43.0,0,,,,,,0,0.0,,
829,Schuler,Germany,Industrial machinery (2757),6.96,23.9,823,-14.8,0.8,1.0,2.1,-6.6,5,-1.9,,
830,AMG Advanced Metallurgical,The Netherlands,Industrial metals & mining (175),6.95,21.0,652,-38.4,1.1,2.6,10.4,-7.1,0,,,
831,Tipp24,Germany,Travel & leisure (575),6.92,-25.0,90,-73.3,7.7,1.2,0.4,25.7,0,-29.8,,
832,Channel Four Television,UK,Media (555),6.87,-47.9,935,-8.4,0.7,0.2,0.4,0.5,1,-23.1,,
833,Plethora Solutions,UK,Pharmaceuticals (4577),6.81,-29.4,20,149.3,34.1,0.1,0.0,53.6,0,-36.4,,
834,KWH ,Finland,General industrials (272),6.80,-6.8,467,-20.4,1.5,,,2.6,3,-7.5,,
835,Nanogate,Germany,Chemicals (135),6.75,8.6,11,-11.9,63.1,8.4,24.2,-24.0,0,10.3,,
836,Devro,UK,Food producers (357),6.73,16.0,248,20.4,2.7,8.7,6.7,13.8,2,-2.1,,
837,Agennix,Germany,Biotechnology (4573),6.72,29.8,8,-37.4,86.7,0.0,0.4,-185.0,0,-5.1,,
838,Frontier Silicon ,UK,Leisure goods (374),6.71,-32.6,18,-24.5,36.9,1.5,1.2,-23.3,0,-17.2,,
838,Net Insight,Sweden,Telecommunications equipment (9578),6.71,-2.1,23,-15.1,29.5,0.7,4.6,14.6,0,14.9,,
840,Wolford,Austria,Personal goods (376),6.67,-13.2,144,-2.2,4.6,4.3,7.5,2.8,1,-10.2,,
841,Aurubis,Germany,Industrial metals & mining (175),6.66,48.3,"6,687",-20.2,0.1,1.6,1.3,-0.4,5,14.8,,
842,Elementis,UK,Chemicals (135),6.64,28.3,409,-9.2,1.6,2.4,3.3,-7.3,1,8.8,,
842,Intelligent Energy,UK,Electrical components & equipment (2733),6.64,4.1,5,48.5,129.9,12.5,17.4,-184.1,0,0.0,,
844,Elexis,Germany,Industrial machinery (2757),6.61,-21.6,126,-26.1,5.2,1.3,3.2,4.0,1,-4.8,,
845,Leifheit,Germany,Household goods & home construction (372),6.59,-8.0,273,-2.6,2.4,2.2,1.8,3.0,1,-3.5,,
846,Efore,Finland,Electronic equipment (2737),6.54,-12.9,64,-18.2,10.2,1.2,1.6,-2.1,1,-11.3,,
847,MITIE,UK,Support services (279),6.53,-38.9,"1,936",13.0,0.3,1.5,1.1,4.7,54,7.1,,
848,Txt E-Solutions,Italy,Software (9537),6.52,-6.9,48,-10.0,13.7,1.9,1.4,-10.6,1,-1.7,,
849,"Rocla (now part of Mitsubishi Caterpillar Forklift, The Netherlands)",Finland,Commercial vehicles & trucks (2753),6.50,44.4,127,1.8,5.1,15.2,7.7,1.6,1,19.6,,
849,BWT,Austria,"Gas, water & multiutilities (757)",6.50,16.1,401,-2.3,1.6,2.0,3.1,7.1,2,1.9,,
849,JC Decaux,France,Media (555),6.50,-25.3,"1,919",-11.5,0.3,10.2,12.7,4.8,10,6.1,,
852,Maconomy,Denmark,Software (9537),6.49,-0.6,30,-4.8,22.0,0.8,1.3,5.2,0,-5.8,,
853,IdaTech,UK,Electrical components & equipment (2733),6.46,78.5,5,10.4,141.5,6.3,6.7,-511.3,0,11.5,,
854,SUSS MicroTec,Germany,Semiconductors (9576),6.45,-46.5,120,-19.4,5.4,0.3,1.2,-2.3,1,-10.9,,
855,ClearSpeed Technology,UK,Semiconductors (9576),6.41,-11.4,1,-60.2,"1,165.6",1.1,37.7,"-2,438.4",0,-42.0,,
856,SYGNIS Pharma,Germany,Biotechnology (4573),6.39,-20.9,0,-36.6,"2,545.8",51.8,56.6,"-3,839.0",0,-12.8,,
856,Sanochemia Pharmazeutika,Austria,Pharmaceuticals (4577),6.39,44.6,30,0.0,21.6,46.3,8.5,-18.5,0,2.7,,
856,Cast,France,Software (9537),6.39,-1.5,27,-8.7,23.3,0.5,0.5,9.4,0,-2.3,,
859,Vandemoortele,Belgium,Food producers (357),6.33,7.7,"1,228",26.3,0.5,5.6,5.3,2.8,6,69.3,,
860,update software,Austria,Software (9537),6.28,-7.8,31,-14.5,20.0,0.4,1.4,-6.3,0,1.1,,
861,Alterian,UK,Software (9537),6.24,32.3,43,13.6,14.6,1.5,0.8,17.4,0,20.4,,
