eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
96,B BRAUN MELSUNGEN,Germany,Health Care Equipment & Services,301.5,9.5,6471.0,5.6,4.7,645.9,1.3,10.0,582.2,20.6,9.0,56.8,3.8
97,MERIEUX ALLIANCE,France,Pharmaceuticals & Biotechnology,300.3,7.3,2579.0,7.1,11.6,,,,275.0,23.9,10.7,,
98,GKN,UK,Automobiles & Parts,296.4,13.9,10295.8,22.0,2.9,485.5,25.3,4.7,422.5,13.8,4.1,51.4,9.2
99,TRUMPF,Germany,General Industrials,296.0,11.7,2808.5,3.4,10.5,290.6,123.9,10.3,319.5,5.8,11.4,11.1,9.6
100,ATLASSIAN CORPORATION,UK,Software & Computer Services,294.2,48.9,433.6,43.0,67.9,32.5,7.7,7.5,-7.0,-1816.2,-1.6,1.8,42.5
101,JOHNSON CONTROLS,Ireland,General Industrials,294.1,46.2,35740.4,1.3,0.8,1184.9,10.0,3.3,1802.5,-22.1,5.0,209.0,50.4
102,FREUDENBERG,Germany,General Industrials,286.7,26.0,6001.8,5.8,4.8,,,,503.8,21.1,8.4,34.6,4.0
103,RWE,Germany,"Gas, Water & Multiutilities",280.0,-9.7,43590.0,-6.0,0.6,2027.0,-30.1,4.7,-4168.0,-1134.2,-9.6,58.7,-1.9
104,DASSAULT AVIATION,France,Aerospace & Defence,272.0,-32.7,3653.4,-12.5,7.4,107.6,-29.4,2.9,1352.6,7.1,37.0,12.2,1.5
105,SKY,UK,Media,271.9,14.2,13963.9,17.9,1.9,632.5,40.8,4.5,1123.9,-5.2,8.0,27.9,3.3
106,SKF,Sweden,Industrial Engineering,270.7,0.2,7619.7,-4.2,3.6,195.7,-9.4,2.6,793.3,7.4,10.4,44.9,-3.8
107,L'AIR LIQUIDE,France,Chemicals,269.5,2.7,18659.9,13.9,1.4,2258.6,11.4,12.1,2582.4,-5.6,13.8,66.7,29.5
108,ALSTOM,France,Industrial Engineering,267.0,27.8,7306.0,-48.9,3.7,220.0,-57.2,3.0,362.0,-250.8,5.0,32.8,5.8
109,KERRY,Ireland,Food Producers,260.7,11.3,6130.6,0.4,4.3,202.8,-19.6,3.3,689.1,-2.0,11.2,23.0,-0.8
110,GRUNENTHAL,Germany,Pharmaceuticals & Biotechnology,259.6,11.3,1389.9,14.6,18.7,41.1,9.0,3.0,109.8,-17.9,7.9,5.4,2.4
111,COVESTRO,Germany,Chemicals,259.0,0.8,11904.0,-1.5,2.2,419.0,-17.7,3.5,1337.0,92.1,11.2,15.6,-1.2
112,RHEINMETALL,Germany,Automobiles & Parts,258.0,7.9,5602.0,8.1,4.6,283.0,-8.7,5.1,342.0,26.7,6.1,21.0,1.5
113,BURELLE,France,General Industrials,254.4,8.0,5860.2,16.9,4.3,250.9,-8.2,4.3,521.8,26.5,8.9,21.9,31.7
114,MALLINCKRODT,Ireland,Pharmaceuticals & Biotechnology,248.7,41.7,3207.3,1.0,7.8,173.5,23.6,5.4,601.7,37.3,18.8,4.5,-21.1
115,YANDEX,Netherlands,Software & Computer Services,247.6,41.8,1187.5,52.6,20.9,150.6,-11.3,12.7,207.8,60.4,17.5,6.3,14.8
116,DIEHL,Germany,General Industrials,245.9,-7.2,3108.5,2.3,7.9,,,,176.3,-9.3,5.7,15.5,2.2
117,LEGRAND,France,Electronic & Electrical Equipment,245.2,12.9,5018.9,4.3,4.9,126.3,19.2,2.5,934.0,5.3,18.6,35.9,-0.5
118,GEMALTO,Netherlands,Electronic & Electrical Equipment,243.3,3.0,3126.5,0.2,7.8,63.3,-35.7,2.0,351.5,72.8,11.2,, 
119,BAE SYSTEMS,UK,Aerospace & Defence,241.6,15.0,20762.0,6.0,1.2,476.2,13.6,2.3,2013.2,18.5,9.7,76.0,1.3
120,AMDOCS,UK,Software & Computer Services,239.3,-1.0,3527.4,2.0,6.8,123.4,8.0,3.5,458.3,-6.4,13.0,25.6,2.4
121,NOVOZYMES,Denmark,Pharmaceuticals & Biotechnology,237.3,-0.4,1902.2,1.0,12.5,144.7,11.2,7.6,530.8,1.6,27.9,6.1,-5.2
122,DIALOG SEMICONDUCTOR,UK,Technology Hardware & Equipment,237.1,4.8,1136.1,-11.6,20.9,24.5,-21.8,2.2,293.9,19.3,25.9,1.8,13.4
123,ASSA ABLOY,Sweden,Construction & Materials,232.2,14.8,7510.4,5.4,3.1,164.9,1.4,2.2,1088.3,-6.4,14.5,46.9,2.0
124,ANHEUSER-BUSCH INBEV,Belgium,Beverages,231.5,17.9,43180.9,4.4,0.5,4723.5,4.8,10.9,11868.9,-1.2,27.5,206.6,35.7
125,PIRELLI,Italy,Automobiles & Parts,228.1,6.4,6058.4,-4.0,3.8,,,,722.9,-15.0,11.9,37.1,0.8
126,ARCELORMITTAL,Luxembourg,Industrial Metals & Mining,226.7,5.3,53876.3,-10.7,0.4,2318.6,-9.7,4.3,4143.8,-203.5,7.7,199.0,-4.8
127,WORLDPAY,UK,Support Services,223.1,5.0,5299.4,14.6,4.2,42.2,19.9,0.8,322.7,66.5,6.1,5.1,2.3
128,ARKEMA,France,Chemicals,222.0,6.2,7535.0,-1.9,2.9,445.0,-9.7,5.9,662.0,33.5,8.8,19.6,4.4
129,DANFOSS,Denmark,Industrial Engineering,221.3,2.4,5279.1,3.2,4.2,205.1,39.1,3.9,573.3,4.0,10.9,24.0,1.9
130,TOMTOM,Netherlands,Electronic & Electrical Equipment,220.1,2.3,987.3,-1.9,22.3,21.1,-2.0,2.1,8.9,-88.5,0.9,4.8,2.4
131,SMITH & NEPHEW,UK,Health Care Equipment & Services,218.2,3.6,4429.4,0.8,4.9,371.9,9.5,8.4,774.1,26.9,17.5,15.6,6.1
132,JOHNSON MATTHEY,UK,Chemicals,217.8,7.4,14040.9,12.3,1.6,302.9,35.9,2.2,588.1,75.8,4.2,12.3,-0.2
133,SAAB,Sweden,Aerospace & Defence,216.2,16.9,2997.2,5.3,7.2,84.5,1.0,2.8,189.0,-6.4,6.3,15.5,5.3
134,DRAGERWERK,Germany,Health Care Equipment & Services,215.9,-5.3,2523.8,-3.3,8.6,73.3,-33.5,2.9,135.5,84.3,5.4,13.3,-4.8
135,CLAAS,Germany,Industrial Engineering,213.7,5.3,3631.6,-5.4,5.9,78.6,-5.4,2.2,131.6,-19.2,3.6,11.3,-2.0
136,GRIFOLS,Spain,Pharmaceuticals & Biotechnology,213.7,-0.9,4049.8,2.9,5.3,249.4,-52.3,6.2,952.4,-1.8,23.5,14.9,1.0
137,DEUTSCHE TELEKOM,Germany,Fixed Line Telecommunications,213.6,2.0,73095.0,5.6,0.3,8037.0,-1.6,11.0,8671.0,22.5,11.9,218.3,-3.1
138,IBERDROLA,Spain,Electricity,211.4,5.6,29215.4,-7.0,0.7,4732.9,23.6,16.2,4758.8,21.0,16.3,28.4,4.5
139,WEYBOURNE GROUP,UK,Household Goods & Home Construction,209.8,26.4,3001.9,46.0,7.0,30.2,25.7,1.0,667.1,48.1,22.2,7.4,5.6
140,IPSEN,France,Pharmaceuticals & Biotechnology,208.9,8.5,1584.6,9.7,13.2,81.2,62.4,5.1,304.7,-1.2,19.2,4.9,5.9
141,BANK OF IRELAND,Ireland,Banks,206.0,22.6,3175.0,-4.7,6.5,61.0,165.2,1.9,1032.0,-16.2,32.5,11.2,0.6
142,SPOTIFY,Luxembourg,Software & Computer Services,205.7,39.0,1945.3,79.8,10.6,, ,,-184.5,11.8,-9.5,1.6,18.9
143,SQUARE ENIX,UK,Software & Computer Services,199.4,81.6,190.2,190.5,104.8,0.2,-90.4,0.1,-50.7,123.6,-26.7,0.2,1.9
144,VESTAS WIND SYSTEMS,Denmark,Alternative Energy,198.0,26.9,10237.0,21.5,1.9,287.0,28.7,2.8,1421.0,56.7,13.9,21.8,6.4
145,INGERSOLL-RAND,Ireland,Industrial Engineering,197.2,1.0,12815.6,1.6,1.5,173.3,-26.8,1.4,1492.4,7.9,11.6,45.0,0.0
146,ESSILOR INTERNATIONAL,France,Health Care Equipment & Services,195.0,-9.1,7115.0,5.9,2.7,294.0,-10.1,4.1,1339.0,13.1,18.8,63.7,4.6
147,ACCIONA,Spain,Construction & Materials,193.9,7.5,5977.4,-8.7,3.2,790.2,283.4,13.2,988.2,45.3,16.5,32.8,2.1
148,ENGIE,France,"Gas, Water & Multiutilities",191.0,0.5,66639.0,-4.6,0.3,6230.0,-3.5,9.3,2954.0,-214.2,4.4,241.5,-0.2
149,TECHNICOLOR,France,Media,191.0,42.5,4890.0,33.9,3.9,68.0,33.3,1.4,262.0,-0.8,5.4,17.0,1.8
150,MICRO FOCUS INTERNATIONAL,UK,Software & Computer Services,190.7,2.5,1309.8,10.9,14.6,11.1,14.1,0.8,276.2,-1.2,21.1,4.8,12.6
151,BEIERSDORF,Germany,Personal Goods,188.0,2.7,6752.0,1.0,2.8,162.0,-34.9,2.4,965.0,9.2,14.3,17.9,1.6
152,SYMRISE,Germany,Chemicals,187.6,9.5,2903.2,11.6,6.5,152.9,29.4,5.3,404.6,3.3,13.9,8.9,7.7
153,BOLLORE,France,Industrial Transportation,185.4,7.4,10075.6,-6.9,1.8,493.0,-16.3,4.9,638.1,-11.4,6.3,58.0,0.0
154,INGENICO,France,Electronic & Electrical Equipment,184.7,9.0,2311.9,5.2,8.0,76.6,22.7,3.3,356.5,-6.4,15.4,6.9,15.3
155,JOHN LEWIS,UK,General Retailers,183.5,7.4,11701.2,2.8,1.6,310.0,-23.5,2.6,554.2,71.3,4.7,86.7,-5.2
156,WACKER CHEMIE,Germany,Chemicals,183.4,4.6,5404.2,2.0,3.4,514.4,-37.3,9.5,378.6,-29.8,7.0,17.2,1.4
157,DEUTSCHE BAHN,Germany,Travel & Leisure,180.0,143.2,40557.0,0.4,0.4,9115.0,-4.3,22.5,1372.0,-701.8,3.4,306.4,3.1
158,KWS SAAT,Germany,Food Producers,179.7,4.9,1036.8,5.1,17.3,67.7,-17.5,6.5,107.8,-5.8,10.4,4.8,3.2
159,PERRIGO,Ireland,Pharmaceuticals & Biotechnology,174.6,108.6,5009.6,90.7,3.5,100.7,36.5,2.0,-1878.4,-1684.0,-37.5,12.8,-3.8
160,ENDO INTERNATIONAL,Ireland,Pharmaceuticals & Biotechnology,174.0,79.4,3804.5,22.7,4.6,131.7,69.8,3.5,-774.5,368.7,-20.4,4.9,-23.6
161,RECKITT BENCKISER,UK,Household Goods & Home Construction,173.9,6.4,11543.4,11.5,1.5,208.9,16.2,1.8,2812.6,7.5,24.4,34.7,0.0
162,DEUTSCHE BORSE,Germany,Financial Services,171.0,-18.3,3326.8, ,5.1,, ,,1589.6, ,47.8,5.2, 
163,KRONES,Germany,Industrial Engineering,170.8,4.3,3391.3,6.9,5.0,56.4,-5.3,1.7,231.4,-4.9,6.8,14.4,8.2
164,SAGE,UK,Software & Computer Services,168.1,2.0,1831.2,9.3,9.2,27.4,43.3,1.5,349.3,0.6,19.1,13.7,3.5
165,MTU AERO ENGINES,Germany,Aerospace & Defence,165.7,-0.9,4732.7,6.7,3.5,159.4,22.7,3.4,453.1,17.5,9.6,8.4,0.4
166,ADIDAS,Germany,Personal Goods,164.0,18.0,19291.0,13.0,0.9,586.0,26.3,3.0,1487.0,42.2,7.7,60.6,9.1
167,INDRA SISTEMAS,Spain,Software & Computer Services,163.3,7.3,2709.3,-5.0,6.0,9.0,-18.4,0.3,161.8,-125.2,6.0,34.3,-7.5
168,ENI,Italy,Oil & Gas Producers,161.0,15.8,55762.0,-17.7,0.3,9067.0,-14.6,16.3,933.0,-140.6,1.7,33.5,15.4
169,UMICORE,Belgium,Industrial Metals & Mining,155.9,7.9,10443.5,0.0,1.5,207.0,1.2,2.0,259.1,-16.1,2.5,10.2,-25.9
170,VOESTALPINE,Austria,Industrial Metals & Mining,155.4,6.8,11294.5,2.0,1.4,1068.1,-16.8,9.5,821.5,-6.4,7.3,47.2,1.6
