eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
171,MERZ,Germany,Pharmaceuticals & Biotechnology,155.1,6.6,1134.2,8.5,13.7,, ,,98.8,-58.8,8.7,3.3,4.0
172,ALLIED IRISH BANKS,Ireland,Banks,155.0,30.3,2954.0,10.4,5.2,55.0,-38.2,1.9,1682.0,-12.1,56.9,10.4,1.7
173,OLD MUTUAL,UK,Life Insurance,154.1,83.3,, , ,138.9,-21.2, ,, , ,68.5,7.0
174,PEARSON,UK,Media,154.1,5.6,5312.5,-4.8,2.9,102.7,2.3,1.9,-2885.0,594.4,-54.3,32.7,-17.3
175,SNCF,France,Industrial Transportation,154.0,17.6,30517.0,4.2,0.5,2585.0,11.3,8.5,954.0,23.4,3.1,193.7,-1.2
176,JAZZ PHARMACEUTICALS,Ireland,Pharmaceuticals & Biotechnology,153.3,46.5,1411.6,12.3,10.9,7.4,-78.2,0.5,561.3,16.4,39.8,1.0,14.3
177,RSA INSURANCE,UK,Nonlife Insurance,152.9,156.9,7281.3,4.8,2.1,29.2,78.6,0.4,, ,,14.4,-21.5
178,COBHAM,UK,Aerospace & Defence,152.3,-5.4,2268.7,-6.2,6.7,96.6,-15.3,4.3,-909.3,-7450.0,-40.1,10.9,-13.0
179,WEATHERFORD INTERNATIONAL,Ireland,"Oil Equipment, Services & Distribution",150.8,-31.2,5453.9,-39.1,2.8,193.5,-70.1,3.5,-1507.4,81.2,-27.6,30.0,-24.1
180,ASTON MARTIN UK,UK,Automobiles & Parts,148.6,-4.0,692.6,16.3,21.5,79.7,77.3,11.5,-37.7,-44.5,-5.4,1.5,1.3
181,EBERSPAECHER,Germany,Automobiles & Parts,147.3,-1.5,4623.6,5.8,3.2,,,,127.7,1.0,2.8,9.1,8.3
182,KION,Germany,Industrial Engineering,147.1,12.6,5587.2,9.6,2.6,166.7,16.9,3.0,438.5,1.4,7.8,30.5,29.9
183,PROXIMUS,Belgium,Mobile Telecommunications,144.0,77.8,5829.0,-1.9,2.5,962.0,-3.8,16.5,814.0,4.0,14.0,13.6,-3.2
184,CARL BENNET,Sweden,Support Services,141.8,3.3,4718.2,6.3,3.0,131.8,-16.3,2.8,400.1,-4.8,8.5,23.6,6.7
185,EYGS,UK,Support Services,141.4,-45.6,2972.5,14.4,4.8,22.2,1800.0,0.7,19.8,345.5,0.7,0.1,18.0
186,AGFA-GEVAERT,Belgium,Electronic & Electrical Equipment,141.0,-2.1,2537.0,-4.1,5.6,40.0,14.3,1.6,165.0,-1.2,6.5,10.0,-1.9
187,KONE,Finland,Industrial Engineering,140.5,15.4,8784.3,1.6,1.6,115.8,24.9,1.3,1293.4,4.2,14.7,52.1,4.8
188,GRUNDFOS,Denmark,Industrial Engineering,140.4,4.0,247.7,-32.3,56.7,126.7,-1.3,51.2,24.3,-2.5,9.8,2.4,-5.5
189,SICK,Germany,Electronic & Electrical Equipment,140.0,11.1,1361.2,7.4,10.3,,,,147.7,13.8,10.9,7.5,7.8
190,AMS,Austria,Technology Hardware & Equipment,138.9,32.4,549.9,-11.7,25.3,91.7,14.5,16.7,93.2,-36.7,16.9,2.2,13.2
191,KUKA,Germany,Industrial Engineering,137.4,23.6,2948.9,-0.6,4.7,48.7,-36.2,1.7,127.2,-4.4,4.3,13.2,7.2
192,WARTSILA,Finland,Industrial Engineering,137.0,-0.7,4801.0,-4.5,2.9,55.0,-30.4,1.1,549.0,-9.9,11.4,18.0,-4.5
193,VOITH,Germany,General Industrials,135.7,3.7,4252.4,-1.2,3.2,138.5,34.4,3.3,230.4,435.6,5.4,20.2,-47.8
194,HUSQVARNA,Sweden,Industrial Engineering,134.6,9.3,3766.8,-0.5,3.6,155.9,44.7,4.1,336.4,14.4,8.9,13.2,1.1
195,FINCANTIERI,Italy,Industrial Engineering,133.8,42.9,4346.8,3.9,3.1,143.8,18.0,3.3,170.4,-212.6,3.9,19.2,-4.2
196,QIAGEN,Netherlands,Pharmaceuticals & Biotechnology,133.4,-3.1,1269.3,4.5,10.5,26.9,-40.5,2.1,85.7,-52.2,6.7,4.7,2.7
197,SCA,Sweden,Forestry & Paper,132.7,12.4,12281.0,1.7,1.1,982.8,23.7,8.0,1225.1,-3.6,10.0,46.4,5.5
198,LEONI,Germany,Electronic & Electrical Equipment,132.5,8.4,4431.3,-1.6,3.0,212.0,-14.4,4.8,78.9,-49.7,1.8,79.0,6.8
199,STORA ENSO,Finland,Forestry & Paper,132.0,6.5,9802.0,-2.4,1.3,91.0,18.2,0.9,774.0,-26.6,7.9,25.4,-0.9
200,BAT,UK,Tobacco,131.9,-30.7,17215.3,12.6,0.8,683.9,21.3,4.0,5430.3,1.9,31.5,49.8,-43.1
201,LONDON STOCK EXCHANGE,UK,Financial Services,131.5,16.8,1933.8,16.8,6.8,, ,,498.3,5.7,25.8,3.7,-32.5
202,LANXESS,Germany,Chemicals,131.0,0.8,7699.0,-2.6,1.7,439.0,1.2,5.7,482.0,-13.0,6.3,16.7,3.1
203,KORBER,Germany,General Industrials,130.9,-11.3,2317.3,-1.1,5.6,54.9,-5.7,2.4,87.3,-59.0,3.8,11.6,3.9
204,SMITHS,UK,Electronic & Electrical Equipment,130.7,7.7,3441.7,1.8,3.8,86.4,25.4,2.5,456.3,-1.0,13.3,22.0,-5.4
205,ALTANA,Germany,Chemicals,129.3,1.0,2075.3,0.8,6.2,,,,328.7,30.8,15.8,6.0,-2.0
206,GETINGE,Sweden,Health Care Equipment & Services,129.3,2.2,3115.0,-1.6,4.2,125.9,-11.0,4.0,239.4,-16.2,7.7,15.6,1.0
207,BANCO POPULAR ESPANOL,Spain,Banks,128.0,-13.5,3057.6,-15.6,4.2,, ,,-4888.5,-4381.2,-159.9,11.9,-20.8
208,LIVANOVA,UK,Health Care Equipment & Services,127.2,164.2,1151.6,192.0,11.0,33.5,120.2,2.9,-88.8,389.9,-7.7,4.7,0.3
209,PENTAIR,Ireland,Industrial Engineering,125.5,10.6,4639.0,-24.2,2.7,111.8,-12.3,2.4,664.7,295.4,14.3,26.0,-5.8
210,PRADA,Italy,Personal Goods,125.3,-6.7,3547.8,-0.1,3.5,360.5,-0.3,10.2,502.9,-28.3,14.2,12.4,3.8
211,ELEKTA,Sweden,Health Care Equipment & Services,125.2,-11.7,1120.5,-4.6,11.2,14.8,-24.6,1.3,83.6,35.9,7.5,3.7,1.8
212,KEMBLE WATER HOLDINGS,UK,"Gas, Water & Multiutilities",124.5,433.5,2532.5,6.7,4.9,1336.5,-9.3,52.8,832.1,15.6,32.9,5.1,5.1
213,PLAYTECH,UK,Software & Computer Services,123.7,52.7,708.6,12.5,17.5,26.2,-4.0,3.7,184.3,24.0,26.0,5.3,1.8
214,DAILY MAIL AND GENERAL TRUST,UK,Media,121.7,-12.6,2237.6,3.9,5.4,31.7,-5.2,1.4,221.7,-24.8,9.9,10.1,-0.5
215,MANN + HUMMEL HOLDING,Germany,Automobiles & Parts,121.5,5.0,3041.9,8.8,4.0,,,,132.9,-4.9,4.4,16.6,4.7
216,HERAEUS,Germany,Industrial Metals & Mining,121.4,10.7,21515.6,66.4,0.6,139.2,17.1,0.6,221.2,170.1,1.0,12.4,-0.9
217,LINDE,Germany,Chemicals,121.0,-15.4,16948.0,-5.6,0.7,1761.0,-7.0,10.4,1935.0,-2.6,11.4,59.7,-7.5
218,GIESECKE & DEVRIENT,Germany,Support Services,120.7,8.6,2010.9,9.7,6.0,,,,114.2,-1119.6,5.7,11.3,-0.8
219,BARCO,Belgium,Electronic & Electrical Equipment,120.5,19.6,1102.3,6.5,10.9,24.2,64.6,2.2,25.8,-40.8,2.3,3.5,4.8
220,SENSATA TECHNOLOGIES HOLDING,Netherlands,Electronic & Electrical Equipment,120.2,2.4,3037.9,7.6,4.0,123.5,-26.5,4.1,466.9,17.0,15.4,20.3,3.3
221,ZUIVELCOOPERATIE FRIESLANDCAMPINA,Netherlands,Food Producers,120.0,1.7,11001.0,-2.3,1.1,455.0,-10.8,4.1,556.0,-2.5,5.1,21.9,-0.6
222,HIKMA PHARMACEUTICALS,UK,Pharmaceuticals & Biotechnology,119.5,250.0,1849.9,35.4,6.5,115.7,48.8,6.3,306.4,-16.5,16.6,8.3,16.0
223,HEIDELBERGER DRUCKMASCHINEN,Germany,Industrial Engineering,118.7,-2.9,2524.1,0.5,4.7,102.2,65.1,4.1,104.9,-10.7,4.2,11.8,-0.7
224,KRKA,Slovenia,Pharmaceuticals & Biotechnology,118.0,2.6,1174.4,0.8,10.0,117.0,13.5,10.0,121.6,-38.8,10.4,10.9,3.1
225,HEIDELBERGCEMENT,Germany,Construction & Materials,117.7,9.0,15165.7,12.6,0.8,1012.2,14.4,6.7,1859.9,5.5,12.3,60.4,32.9
226,MARKS & SPENCER,UK,General Retailers,117.6,7.3,12396.5,0.6,0.9,360.7,-14.9,2.9,295.3,-60.7,2.4,84.9,2.4
227,SPECTRIS,UK,Electronic & Electrical Equipment,115.1,11.0,1570.6,13.1,7.3,33.5,10.4,2.1,40.1,-76.3,2.6,8.6,6.4
228,WEBASTO,Germany,Automobiles & Parts,114.9,5.5,2942.2,19.1,3.9,,,,162.4,24.7,5.5,11.4,13.4
229,DURR,Germany,Industrial Engineering,114.8,15.8,3573.5,-5.1,3.2,57.1,-21.5,1.6,271.5,3.8,7.6,15.2,2.6
230,RED BULL TECHNOLOGY,UK,Automobiles & Parts,114.7,21.6,275.0,-10.7,41.7,29.9,16.2,10.9,11.8,7.3,4.3,0.7,5.2
231,AMER SPORTS,Finland,Leisure Goods,114.7,18.9,2622.1,3.5,4.4,115.4,-6.6,4.4,204.6,0.3,7.8,8.4,6.1
232,PHOENIX CONTACT,Germany,Electronic & Electrical Equipment,114.3,11.7,1877.3,8.0,6.1,131.8,28.6,7.0,135.1,-20.1,7.2,13.2,8.8
233,GN STORE NORD,Denmark,Technology Hardware & Equipment,114.2,-6.2,1255.9,11.1,9.1,42.5,24.9,3.4,179.2,-3.8,14.3,5.4,-1.8
234,RICHTER GEDEON,Hungary,Pharmaceuticals & Biotechnology,113.6,1.0,1258.8,6.7,9.0,98.7,10.3,7.8,176.4,-19.1,14.0,11.8,3.1
235,ORION OYJ,Finland,Pharmaceuticals & Biotechnology,113.3,9.6,1073.5,5.7,10.6,41.0,6.8,3.8,292.6,9.2,27.3,3.5,2.0
236,INDIVIOR,UK,Pharmaceuticals & Biotechnology,112.9,-19.6,1003.7,4.3,11.2,19.0,-25.9,1.9,141.4,-56.9,14.1,1.0,9.0
237,SOFTWARE,Germany,Software & Computer Services,112.5,5.7,871.8,-0.1,12.9,12.7,4.4,1.5,205.7,1.2,23.6,4.6,6.8
238,GW PHARMACEUTICALS,UK,Pharmaceuticals & Biotechnology,112.0,77.8,12.0,-63.9,930.5,10.1,-51.6,84.1,-130.7,76.5,-1085.7,0.4,37.9
239,SOPHOS,UK,Software & Computer Services,111.8,18.3,502.5,10.8,22.2,10.8,34.1,2.2,-40.9,33.0,-8.1,3.1,15.7
240,SOPRA STERIA,France,Software & Computer Services,111.2,5.5,3741.3,4.4,3.0,46.8,10.1,1.3,240.4,973.2,6.4,39.8,3.5
241,VAILLANT,Germany,Industrial Engineering,111.1,5.9,2416.9,3.7,4.6,,,,185.5,11.5,7.7,11.7,0.7
242,CRITEO,France,Media,110.5,41.1,1706.8,36.0,6.5,80.8,12.6,4.7,115.0,58.8,6.7,2.5,35.8
243,MUNDIPHARMA RESEARCH,UK,Pharmaceuticals & Biotechnology,109.7,7.9,139.2,10.5,78.8,,,,15.2,21.2,10.9,0.3,-2.7
244,BOREALIS,Austria,Chemicals,109.1,2.6,7217.6,-6.3,1.5,333.1,-0.9,4.6,938.2,30.6,13.0,6.6,1.5
245,ASM INTERNATIONAL,Netherlands,Technology Hardware & Equipment,107.7,12.4,597.9,-10.7,18.0,26.9,-19.9,4.5,85.8,-32.5,14.4,1.7,4.6
246,SPIRENT COMMUNICATIONS,UK,Technology Hardware & Equipment,106.0,-5.6,434.4,-4.0,24.4,16.6,-32.4,3.8,-42.2,-623.5,-9.7,1.6,-8.8
247,RABOBANK,Netherlands,Banks,105.0,-72.4,12805.0,-1.6,0.8,2248.0,-10.4,17.6,2718.0,-5.3,21.2,45.6,-12.1
248,BTG,UK,Pharmaceuticals & Biotechnology,102.5,13.7,665.8,27.5,15.4,10.4,43.5,1.6,62.1,2.1,9.3,1.4,14.6
249,EXPERIAN,UK,Support Services,102.5,77.0,4404.7,2.0,2.3,75.9,33.3,1.7,1065.4,5.8,24.2,15.6,4.6
250,MEGGITT,UK,Aerospace & Defence,101.9,-13.3,2325.3,21.0,4.4,60.3,12.9,2.6,268.2,-1.8,11.5,11.5,5.8
251,ARLA FOODS,Denmark,Food Producers,101.0,-12.9,9567.0,-6.8,1.1,263.0,-24.4,2.7,505.0,11.7,5.3,18.8,-1.4
252,BOUYGUES,France,Construction & Materials,100.0,29.9,31768.0,-2.0,0.3,1962.0,-3.3,6.2,1408.0,29.8,4.4,122.6,2.0
253,WILLIAM DEMANT,Denmark,Health Care Equipment & Services,99.9,2.6,1614.4,12.5,6.2,42.9,-18.8,2.7,261.6,3.8,16.2,12.7,17.3
254,ADVA,Germany,Technology Hardware & Equipment,99.9,25.3,566.7,28.2,17.6,12.9,63.3,2.3,19.4,-27.6,3.4,1.8,15.7
255,GROUPE SEB,France,Household Goods & Home Construction,96.5,4.1,4999.7,4.8,1.9,162.4,21.6,3.2,426.3,14.8,8.5,26.0,1.7
256,AHOLD,Netherlands,Food & Drug Retailers,96.0,54.8,49695.0,30.1,0.2,1182.0,58.0,2.4,1688.0,24.4,3.4,370.0,56.8
257,NOVOMATIC,Austria,Travel & Leisure,95.0,15.6,,, ,390.3,34.0, ,, , ,0.0,0.0
258,KBC,Belgium,Banks,94.0,32.4,7435.0,3.8,1.3,713.0,27.8,9.6,3090.0,21.9,41.6,36.0,-0.5
259,LYONDELLBASELL INDUSTRIES,Netherlands,Chemicals,93.9,-2.9,27780.1,-10.8,0.3,2127.9,53.8,7.7,5392.3,-2.8,19.4,13.0,0.0
260,CARGOTEC,Finland,Industrial Engineering,92.6,2.2,3513.7,-5.8,2.6,80.5,20.7,2.3,197.2,-6.6,5.6,11.2,3.2
261,STADA ARZNEIMITTEL,Germany,Pharmaceuticals & Biotechnology,91.2,2.5,2139.2,1.1,4.3,49.8,-2.9,2.3,187.5,-22.2,8.8,10.9,4.6
262,KARL STORZ,Germany,Health Care Equipment & Services,90.5,36.2,1477.0,15.1,6.1,,,,42.6,-9.5,2.9,6.7,2.1
263,KTM INDUSTRIES,Austria,Software & Computer Services,90.5,57.4,1343.0,9.8,6.7,166.4,43.8,12.4,118.9,5.6,8.9,5.1,11.3
264,IMAGINATION TECHNOLOGIES,UK,Technology Hardware & Equipment,90.1,-6.6,177.3,7.4,50.8,2.3,-88.2,1.3,-3.0,-96.6,-1.7,1.4,-15.9
265,HAGER,Germany,Industrial Engineering,88.5,3.5,1656.8,12.1,5.3,,,,197.9,20.9,11.9,11.2,2.4
266,ZUMTOBEL,Austria,Electronic & Electrical Equipment,88.1,-14.6,1303.9,-3.9,6.8,45.2,-22.6,3.5,45.8,92.2,3.5,6.6,-2.9
267,BENTELER INTERNATIONAL,Austria,Automobiles & Parts,87.9,4.6,7423.4,-2.3,1.2,428.0,-3.0,5.8,191.2,40.4,2.6,27.9,0.6
268,ANDRITZ,Austria,Industrial Engineering,87.5,-1.2,6039.0,-5.3,1.4,122.1,26.9,2.0,370.8,-1.2,6.1,25.2,2.7
269,SALZGITTER,Germany,Industrial Metals & Mining,86.8,1.8,7905.7,-7.0,1.1,347.8,-17.4,4.4,52.5,-52.4,0.7,25.2,-1.1
270,KMW+NEXTER Defence SYSTEMS,Netherlands,Aerospace & Defence,86.7,16.7,2624.2, ,3.3,, ,,276.7,-63132.8,10.5,6.9,2.2
271,LEGO,Denmark,Leisure Goods,86.2,-1.4,5102.5,6.0,1.7,391.2,3.0,7.7,1674.4,1.7,32.8,16.8,-2.6
272,ALFA LAVAL,Sweden,Industrial Engineering,85.4,8.9,3730.3,-10.3,2.3,64.6,-8.5,1.7,312.9,-47.7,8.4,16.9,-2.7
273,SMS HOLDING,Germany,Industrial Engineering,85.1,-9.1,3310.1,-2.8,2.6,, ,,-57.7,526.6,-1.7,13.8,2.4
274,CIMPRESS,Netherlands,Support Services,84.5,44.3,2025.8,19.4,4.2,70.4,-7.8,3.5,-43.4,-158.4,-2.1,10.7,33.8
275,VODAFONE,Germany,Mobile Telecommunications,84.3,11.1,8585.3,-2.1,1.0,,,,-2753.1,-3.7,-32.1,9.4,4.5
276,VEOLIA ENVIRONNEMENT,France,"Gas, Water & Multiutilities",84.2,-3.0,24390.2,-2.3,0.3,1353.5,0.5,5.5,1392.9,8.2,5.7,156.2,-1.6
277,MORPHOSYS,Germany,Pharmaceuticals & Biotechnology,83.7,14.4,49.7,-53.2,168.3,2.5,80.4,5.0,-59.7,-443.5,-120.1,0.3,-5.5
278,RECORDATI,Italy,Pharmaceuticals & Biotechnology,83.7,9.1,1153.9,10.1,7.3,19.7,-37.0,1.7,327.4,17.1,28.4,4.1,4.8
279,HUF HUELSBECK & FUERST,Germany,Automobiles & Parts,83.2,18.7,1146.5, ,7.3,, ,,51.1, ,4.5,7.6, 
280,PRYSMIAN,Italy,Electronic & Electrical Equipment,83.0,9.2,7567.0,2.8,1.1,222.0,8.8,2.9,493.0,19.4,6.5,21.0,8.7
281,GEA,Germany,Industrial Engineering,82.2,-14.5,4491.9,-2.3,1.8,91.0,0.4,2.0,372.1,17.4,8.3,16.9,-3.4
282,CECONOMY,Germany,General Retailers,82.0,-25.5,58417.0,-1.4,0.1,902.0,-8.5,1.5,1438.0,184.2,2.5,226.1,-0.4
283,LAIRD,UK,Electronic & Electrical Equipment,81.5,28.1,935.5,27.2,8.7,48.3,160.4,5.2,-127.9,-587.1,-13.7,9.8,16.0
284,NEXANS,France,Electronic & Electrical Equipment,81.4,-0.7,5814.0,-6.8,1.4,146.0,-17.0,2.5,214.0,-343.2,3.7,26.3,-1.3
285,RENISHAW,UK,Electronic & Electrical Equipment,81.0,19.1,634.9,25.3,12.8,49.8,-19.5,7.8,141.6,33.1,22.3,4.4,4.8
286,SWEDISH ORPHAN BIOVITRUM,Sweden,Pharmaceuticals & Biotechnology,81.0,51.5,544.8,61.2,14.9,4.8,67.3,0.9,114.7,633.6,21.1,0.8,13.1
287,TRANSMISSIONS AND ENGINEERING SERVICES NETHERLANDS,Netherlands,Industrial Engineering,80.6,-2.1,2737.9,-6.8,2.9,47.0,-49.2,1.7,128.4,-47.4,4.7,8.9,3.1
288,NEMETSCHEK,Germany,Software & Computer Services,80.1,18.9,337.3,18.2,23.7,7.4,-3.4,2.2,69.6,35.0,20.6,1.9,9.7
289,ADAPTIMMUNE THERAPEUTICS,UK,Pharmaceuticals & Biotechnology,80.0,316.1,16.6,158.2,482.6,13.4,83.7,81.0,-88.4,336.4,-533.6,0.3,38.6
290,REPSOL,Spain,Oil & Gas Producers,78.0,-13.3,34689.0,-12.7,0.2,1755.0,-39.6,5.1,1233.0,-1.4,3.6,24.5,-9.5
291,DBV TECHNOLOGIES,France,Pharmaceuticals & Biotechnology,77.7,133.8,9.1,47.3,855.2,8.0,83.3,88.0,-81.5,79.3,-897.1,0.1,38.4
292,NORDEX,Germany,Alternative Energy,77.6,44.6,3395.0,39.7,2.3,105.0,33.4,3.1,167.3,30.0,4.9,5.1,53.7
293,LFB,France,Pharmaceuticals & Biotechnology,77.5,-4.7,518.9,3.3,14.9,92.8,118.6,17.9,1.0,-91.4,0.2,2.3,10.2
294,SOMFY,France,Electronic & Electrical Equipment,77.3,11.1,1131.7,6.7,6.8,65.6,32.5,5.8,178.1,-6.9,15.7,7.9,1.3
295,VIVENDI,France,Media,77.0,1183.3,10819.0,-5.9,0.7,235.0,-4.9,2.2,1363.0,1.6,12.6,20.3,23.8
296,NEOPOST,France,Technology Hardware & Equipment,76.9,11.0,1158.7,-2.7,6.6,47.0,3.8,4.1,180.9,-13.1,15.6,6.1,-0.8
297,KASPERSKY LABS,UK,Software & Computer Services,76.9,-22.3,499.9,-3.0,15.4,25.2,-12.7,5.0,71.8,87.7,14.4,3.3,7.9
298,PHARMA MAR,Spain,Pharmaceuticals & Biotechnology,75.8,25.7,180.9,-6.6,41.9,6.1, ,3.4,-31.5,-378.0,-17.4,0.7,1.9
299,SNAM,Italy,"Gas, Water & Multiutilities",75.0,-10.7,2501.0,-35.1,3.0,832.0,4.9,33.3,1293.0,-34.4,51.7,2.9,-54.3
300,TIETO,Finland,Software & Computer Services,75.0,25.0,1492.6,2.2,5.0,61.7,41.2,4.1,138.7,16.1,9.3,13.9,6.1
301,ELRINGKLINGER,Germany,Automobiles & Parts,74.7,5.9,1557.4,3.3,4.8,171.3,-2.7,11.0,134.5,-0.5,8.6,8.6,8.6
302,SUEZ,France,"Gas, Water & Multiutilities",74.0,0.0,15322.0,1.2,0.5,1086.4,-14.9,7.1,1097.0,12.0,7.2,83.9,1.7
303,TATE & LYLE,UK,Food Producers,73.5,31.2,3216.4,16.4,2.3,148.2,-29.1,4.6,299.9,15.8,9.3,4.1,-6.1
304,TIFS HOLDINGS,UK,Automobiles & Parts,71.8,3.3,2665.4,9.2,2.7,110.5,-1.8,4.1,173.3,45.0,6.5,22.5,-9.6
305,ALMIRALL,Spain,Pharmaceuticals & Biotechnology,71.2,7.4,764.4,11.6,9.3,24.4,94.8,3.2,82.9,-34.1,10.8,1.8,-5.9
306,STANDARD LIFE,UK,Life Insurance,71.2,10.9,, , ,11.7,25.0, ,, , ,6.3,-2.0
307,SMA SOLAR TECHNOLOGY,Germany,Alternative Energy,70.6,-22.2,946.7,-3.6,7.5,14.9,-14.2,1.6,63.2,64.0,6.7,3.9,-3.1
308,GFK,Germany,Support Services,69.1,-10.1,1483.8,-3.9,4.7,17.9,-32.1,1.2,-55.6,-152.2,-3.7,13.1,-3.1
309,SENVION,Luxembourg,Alternative Energy,68.3,55.8,2210.5,41.6,3.1,57.9,251.4,2.6,-28.3,-57.5,-1.3,4.6,19.2
310,SYMPHOGEN,Denmark,Pharmaceuticals & Biotechnology,66.6,79.3,28.8,341.5,231.3,2.6,122.2,9.0,-58.4,21.9,-202.7,0.1, 
311,KAPSCH TRAFFICCOM,Austria,Electronic & Electrical Equipment,66.2,31.2,648.5,23.3,10.2,12.4,75.7,1.9,55.5,-13.6,8.6,4.8,29.8
312,IMI,UK,Industrial Engineering,65.9,8.7,1933.8,5.7,3.4,82.7,0.4,4.3,219.6,4.2,11.4,11.1,-5.4
313,SILTRONIC,Germany,Electronic & Electrical Equipment,65.8,3.1,933.4,0.2,7.0,96.7, ,10.4,48.5,2.8,5.2,3.8,-3.5
314,SIEMENS GAMESA,Spain,Industrial Engineering,65.7,-3.8,4612.0,31.6,1.4,139.1,23.8,3.0,636.2,50.0,13.8,9.4,28.8
315,WAGO,Germany,Electronic & Electrical Equipment,65.5,25.5,718.8,9.1,9.1,,,,49.0,-31.7,6.8,6.0,1.8
316,ASCENDIS PHARMA,Denmark,Pharmaceuticals & Biotechnology,65.4,63.5,4.6,-43.3, ,0.7,-35.3,14.6,-72.9,74.3, ,0.1,60.3
317,SARTORIUS,Germany,Electronic & Electrical Equipment,65.2,10.0,1300.3,16.6,5.0,148.8,33.5,11.4,216.9,7.0,16.7,6.9,11.7
318,TENARIS,Luxembourg,"Oil Equipment, Services & Distribution",65.1,-22.9,4073.2,-39.5,1.6,718.6,1431.5,17.6,-26.8,-104.7,-0.7,19.4,-10.8
319,COLOPLAST,Denmark,Health Care Equipment & Services,64.3,8.1,1974.8,5.6,3.3,84.3,7.5,4.3,651.8,6.9,33.0,10.1,5.9
320,XTRION,Belgium,Technology Hardware & Equipment,64.2,9.2,576.1,20.8,11.1,, ,,115.4,30.4,20.0,, 
321,E.ON,Germany,"Gas, Water & Multiutilities",64.0,10.3,38173.0,-10.5,0.2,3035.0,1.8,8.0,-1483.0,-2104.1,-3.9,40.5,-1.5
322,BEKAERT,Belgium,Industrial Metals & Mining,63.6,-1.6,3715.2,1.2,1.7,158.5,-7.1,4.3,280.5,26.0,7.6,25.5,7.6
323,WUSTENROT & WURTTEMBERGISCHE,Germany,Banks,63.4,-3.3,1462.7,-5.0,4.3,55.8,107.6,3.8,291.6,-9.9,19.9,8.4,-4.2
324,WILO,Germany,Industrial Engineering,63.2,6.1,1317.1,6.7,4.8,24.7,-52.5,1.9,121.2,12.4,9.2,7.4,-0.6
325,AT&S AUSTRIA TECHNOLOGIE & SYSTEMTECHNIK,Austria,Electronic & Electrical Equipment,62.8,-34.3,814.9,6.8,7.7,240.9,-5.4,29.6,4.1,-94.7,0.5,9.5,8.8
326,GRAMMER,Germany,Automobiles & Parts,62.5,13.5,1695.5,18.9,3.7,48.7,28.6,2.9,73.0,71.3,4.3,12.3,7.5
327,JUNGHEINRICH,Germany,Industrial Engineering,62.1,13.9,3084.8,12.0,2.0,71.5,-27.1,2.3,235.2,10.2,7.6,15.0,7.5
328,HUGO BOSS,Germany,Personal Goods,61.8,-1.4,2692.8,-4.1,2.3,121.5,-21.2,4.5,263.5,-41.1,9.8,13.8,0.2
329,CHRISTIAN DIOR,France,Personal Goods,61.0,-43.5,21436.0,-43.5,0.3,1449.0,-30.2,6.8,4089.0,-38.1,19.1,139.8,6.3
330,VALLOUREC,France,Industrial Engineering,60.5,-26.2,2965.1,-22.0,2.0,175.4,-34.6,5.9,-679.5,-1.8,-22.9,19.2,-0.3
331,ANGLO AMERICAN,UK,Mining,59.8,-24.1,20280.8,4.5,0.3,2293.9,-40.3,11.3,3278.6,266.1,16.2,80.0,-12.1
332,KOENIG & BAUER,Germany,Industrial Engineering,59.3,3.7,1167.1,13.9,5.1,31.5,40.0,2.7,87.4,283.3,7.5,5.3,1.3
333,REWE-ZENTRALFINANZ,Germany,Banks,59.1,1.9,43713.8,3.7,0.1,,,,532.8,9.4,1.2,207.3,-0.8
334,HALMA,UK,Electronic & Electrical Equipment,59.0,22.7,1122.3,19.0,5.3,25.5,-2.4,2.3,196.0,20.1,17.5,5.8,3.0
335,VALMET,Finland,Industrial Engineering,59.0,9.3,2926.0,-0.1,2.0,60.0,36.4,2.1,155.0,25.0,5.3,12.0,-2.4
336,PAUL HARTMANN,Germany,Health Care Equipment & Services,58.9,9.7,1986.5,2.3,3.0,68.0,-7.9,3.4,126.4,10.3,6.4,10.4,0.3
337,CHR HANSEN,Denmark,Pharmaceuticals & Biotechnology,58.8,12.4,948.9,10.5,6.2,59.7,8.3,6.3,267.8,15.2,28.2,2.7,5.2
338,LANSFORSAKRINGAR,Sweden,Banks,58.5,73.6,798.1,5.8,7.3,9.5,133.3,1.2,239.3,6.1,30.0,1.8,4.8
339,SVENSKA HANDELSBANKEN,Sweden,Banks,58.4,22.6,4267.3,1.1,1.4,46.4,-13.1,1.1,2160.0,0.8,50.6,11.8,-0.5
340,IMA INDUSTRIA MACCHINE AUTOMATICHE,Italy,Industrial Engineering,58.2,12.2,1310.8,18.1,4.4,20.3,3.8,1.5,147.1,32.3,11.2,5.2,9.8
341,SIMCORP,Denmark,Software & Computer Services,57.8,10.4,295.9,6.5,19.5,3.0,46.5,1.0,68.2,-4.0,23.1,1.3,5.8
342,HORIZON PHARMA,Ireland,Pharmaceuticals & Biotechnology,57.6,44.9,930.8,29.6,6.2,14.9,119.8,1.6,-77.0,-246.6,-8.3,1.1,40.0
