eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
68,BT,UK,Fixed Line Telecommunications,549.9,-38.8,"25,919.3",5.9,2.1,"3,356.6",2.0,13.0,"5,082.6",9.6,19.6,103,15.8
69,HENKEL,Germany,Household Goods & Home Construction,499.0,20.2,"18,089.0",10.1,2.8,625.0,17.7,3.5,"2,619.0",16.8,14.5,49,-0.6
70,DASSAULT SYSTEMES,France,Software & Computer Services,492.5,20.2,"2,839.5",23.8,17.3,43.6,-4.0,1.5,633.2,47.0,22.3,14,5.0
71,CARL ZEISS,Germany,Health Care Equipment & Services,464.2,3.0,"4,510.9",5.2,10.3,0.0,,0.0,371.7,3.1,8.2,25,1.1
72,FRESENIUS,Germany,Health Care Equipment & Services,464.0,25.7,"27,995.0",20.5,1.7,"1,511.0",12.3,5.4,"3,934.0",26.3,14.1,222,2.8
73,SAINT-GOBAIN,France,Construction & Materials,443.0,7.8,"41,621.0",1.4,1.1,"1,475.0",9.2,3.5,"1,680.0",-1.6,4.0,169,-0.3
74,EVONIK INDUSTRIES,Germany,Chemicals,434.0,6.4,"13,507.0",4.6,3.2,916.0,-16.3,6.8,"1,491.0",46.9,11.0,34,0.5
75,UNICREDIT,Italy,Banks,430.4,-2.7,"21,947.5",-0.2,2.0,0.0,,0.0,"2,396.0",-34.9,10.9,121,-15.1
76,SANDVIK,Sweden,Industrial Engineering,419.3,13.6,"9,883.2",2.3,4.2,355.3,-14.5,3.6,672.1,-39.0,6.8,47,-1.6
77,LLOYDS BANKING,UK,Banks,416.5,3.0,"23,971.5",-7.7,1.7,0.0,,0.0,"2,237.8",-6.7,9.3,86,-9.9
78,DASSAULT AVIATION,France,Aerospace & Defense,404.2,-15.9,"4,175.8",13.5,9.7,152.3,66.6,3.6,"1,263.3",13.1,30.3,12,2.8
79,DSM,The Netherlands,Chemicals,387.0,14.5,"8,935.0",-3.7,4.3,458.0,-17.6,5.1,304.0,4.1,3.4,21,-2.8
80,H LUNDBECK,Denmark,Pharmaceuticals & Biotechnology,384.1,20.8,"1,962.7",8.4,19.6,31.9,-1.2,1.6,-916.6,"-6,984.8",-46.7,5,-9.5
81,BP,UK,Oil & Gas Producers,383.9,-37.0,"204,734.2",-37.0,0.2,"17,128.7",-17.3,8.4,"-8,195.1",-308.5,-4.0,80,-5.6
82,RABOBANK,The Netherlands,Banks,380.0,175.4,"13,014.0",1.2,2.9,0.0,,0.0,"2,869.0",32.3,22.0,52,7.5
83,THYSSENKRUPP,Germany,Industrial Metals & Mining,375.0,17.9,"42,778.0",3.8,0.9,"1,150.0",-3.3,2.7,"1,177.0",3.2,2.8,155,-4.6
84,EYGS,UK,Support Services,373.0,45.0,0.0,,,0.0,,,0.0,,,0,
85,INTESA SANPAOLO,Italy,Banks,371.0,9.8,"16,913.0",0.4,2.2,0.0,,0.0,"4,167.0",38.5,24.6,87,2.4
86,HEXAGON,Sweden,Industrial Engineering,359.7,22.6,"3,043.8",16.1,11.8,47.9,-38.0,1.6,673.7,24.6,22.1,16,2.2
87,DANSKE BANK,Denmark,Banks,358.7,10.2,"6,332.3",1.7,5.7,0.0,,0.0,"2,388.7",126.7,37.7,19,3.1
88,OSRAM LICHT,Germany,Household Goods & Home Construction,358.0,7.1,"5,574.2",8.4,6.4,280.8,15.5,5.0,216.4,-25.3,3.9,33,-2.1
89,ATLAS COPCO,Sweden,Industrial Engineering,353.3,7.7,"11,117.1",9.0,3.2,185.5,10.1,1.7,"2,139.8",17.0,19.2,43,-2.1
90,ARM HOLDINGS,UK,Electronic & Electrical equipment,352.1,19.4,"1,318.0",21.8,26.7,41.5,49.5,3.1,540.9,25.4,41.0,4,17.3
91,ELECTROLUX,Sweden,Household Goods & Home Construction,350.8,12.3,"13,440.5",10.1,2.6,329.4,0.7,2.5,304.8,-21.7,2.3,55,-7.1
92,KNORR-BREMSE,Germany,Industrial Engineering,347.3,17.5,0.0,,,0.0,,,0.0,,,0,
93,BAT,UK,Tobacco,341.7,-19.8,"17,836.7",-6.2,1.9,657.4,-8.7,3.7,"6,216.4",0.3,34.9,88,-2.8
94,ZODIAC AEROSPACE,France,Aerospace & Defense,334.2,21.2,"4,931.8",18.1,6.8,119.8,5.9,2.4,388.1,-32.6,7.9,32,9.0
95,VILMORIN,France,Food Producers,329.9,9.1,0.0,,,0.0,,,0.0,,,0,
96,RELX GROUP,UK,Media,329.4,16.9,"8,127.5",3.4,4.1,0.0,,0.0,"2,037.7",6.8,25.1,30,5.3
97,SOLVAY,Belgium,Chemicals,328.0,15.1,"11,047.0",3.9,3.0,952.0,3.1,8.6,"1,064.0",11.1,9.6,0,
98,AKZO NOBEL,The Netherlands,Chemicals,323.0,-4.7,"14,859.0",3.9,2.2,651.0,10.7,4.4,"1,573.0",59.4,10.6,46,-3.4
99,ALKERMES,Ireland,Pharmaceuticals & Biotechnology,312.7,28.8,577.1,1.5,54.2,48.6,57.1,8.4,-206.0,157.4,-35.7,2,15.4
100,RWE,Germany,"Gas, Water & Multi-utilities",310.0,22.5,"46,357.0",0.5,0.7,"2,898.0",-10.7,6.3,403.0,-88.5,0.9,60,0.0
101,DANONE,France,Food Producers,307.0,12.9,"22,412.0",6.0,1.4,937.0,-4.8,4.2,"2,371.0",10.3,10.6,100,-0.2
102,GKN,UK,Automobiles & Parts,303.5,-0.4,"9,842.6",3.6,3.1,451.9,0.9,4.6,432.9,12.4,4.4,47,4.2
103,SKF,Sweden,Industrial Engineering,280.9,-9.9,"8,270.0",7.1,3.4,224.5,11.4,2.7,767.8,-10.0,9.3,47,-4.0
104,BIOMERIEUX,France,Pharmaceuticals & Biotechnology,279.9,9.0,"2,407.0",16.4,11.6,0.0,,0.0,222.0,27.6,9.2,15,11.4
105,COMMERZBANK,Germany,Banks,277.0,11.7,"10,215.0",3.1,2.7,0.0,,0.0,"1,795.0",185.8,17.6,51,-1.5
106,B BRAUN MELSUNGEN,Germany,Health Care Equipment & Services,275.4,13.5,"6,129.8",12.9,4.5,0.0,,0.0,482.9,14.2,7.9,55,4.9
107,TRUMPF,Germany,General Industrials,265.0,9.1,0.0,,,0.0,,,0.0,,,0,
108,DIEHL,Germany,General Industrials,264.9,-9.7,0.0,,,0.0,,,0.0,,,0,
109,L'AIR LIQUIDE,France,Chemicals,262.3,16.5,"16,379.8",6.7,1.6,"2,027.7",6.6,12.4,"2,740.8",5.5,16.7,52,2.4
110,INTERNATIONAL GAME TECHNOLOGY,UK,Travel & Leisure,254.8,156.4,"4,353.1",21.4,5.9,369.8,20.1,8.5,495.6,-28.2,11.4,13,0.0
111,JOHNSON MATTHEY,UK,Chemicals,254.5,18.7,"14,583.4",6.5,1.7,345.1,19.5,2.4,390.2,-37.6,2.7,12,0.5
112,BAE SYSTEMS,UK,Aerospace & Defense,245.0,12.5,"22,849.9",8.8,1.1,488.7,36.5,2.1,"2,082.6",19.5,9.1,75,-1.3
113,RHEINMETALL,Germany,Automobiles & Parts,239.0,11.7,"5,183.0",10.6,4.6,310.0,9.2,6.0,270.0,121.3,5.2,21,2.5
114,NOVOZYMES,Denmark,Pharmaceuticals & Biotechnology,238.2,12.4,"1,883.0",12.4,12.6,130.2,37.7,6.9,522.3,14.8,27.7,6,0.5
115,SKY,UK,Media,236.6,1.6,0.0,,,0.0,,,0.0,,,0,
116,GEMALTO,The Netherlands,Electronic & Electrical equipment,236.2,34.8,"3,121.6",26.6,7.6,98.5,20.3,3.2,92.0,-66.1,2.9,0,
117,CHIESI FARMACEUTICI,Italy,Pharmaceuticals & Biotechnology,236.0,40.5,0.0,,,0.0,,,0.0,,,0,
118,BURELLE,France,General Industrials,235.4,11.2,"5,011.9",12.9,4.7,273.3,7.0,5.5,412.5,14.9,8.2,17,3.3
119,KERRY,Ireland,Food Producers,234.2,19.0,"6,104.9",6.1,3.8,252.2,-8.0,4.1,703.1,14.2,11.5,23,-2.3
120,AMDOCS,UK,Software & Computer Services,234.2,-1.1,"3,346.7",2.2,7.0,110.7,8.0,3.3,473.9,4.1,14.2,25,10.7
121,GRUNENTHAL,Germany,Pharmaceuticals & Biotechnology,233.0,0.3,0.0,,,0.0,,,0.0,,,0,
122,DRAGERWERK,Germany,Health Care Equipment & Services,227.8,9.1,"2,608.9",7.2,8.7,110.1,,4.2,73.5,-57.1,2.8,14,1.4
123,FREUDENBERG,Germany,General Industrials,227.5,7.6,0.0,,,0.0,,,0.0,,,0,
124,DIALOG SEMICONDUCTOR,UK,Technology Hardware & Equipment,219.1,20.2,"1,244.9",17.2,17.6,30.3,38.2,2.4,238.6,39.7,19.2,2,12.6
125,LEGRAND,France,Electronic & Electrical equipment,217.2,10.6,"4,809.9",6.9,4.5,106.0,10.1,2.2,886.7,4.6,18.4,33,-2.6
126,DANFOSS,Denmark,Industrial Engineering,216.1,20.7,"5,114.6",10.6,4.2,0.0,,0.0,551.0,-0.4,10.8,24,4.9
127,GRIFOLS,Spain,Pharmaceuticals & Biotechnology,215.6,25.4,"3,934.6",17.3,5.5,522.6,121.5,13.3,970.4,13.1,24.7,15,5.5
128,TOMTOM,The Netherlands,Electronic & Electrical equipment,215.1,8.9,"1,006.6",5.9,21.4,21.6,30.3,2.1,77.3,308.7,7.7,5,11.8
129,PIRELLI,Italy,Automobiles & Parts,214.4,4.3,"6,309.6",4.8,3.4,0.0,,0.0,850.3,1.5,13.5,37,-2.2
130,ESSILOR INTERNATIONAL,France,Health Care Equipment & Services,214.0,30.2,"6,716.0",18.4,3.2,327.0,40.9,4.9,"1,184.0",-11.6,17.6,61,4.9
131,WEATHERFORD INTERNATIONAL,Ireland,"Oil Equipment, Services & Distribution",212.2,-20.3,"8,664.5",-36.7,2.4,626.4,-53.0,7.2,-805.5,-234.7,-9.3,40,-29.5
132,ASSA ABLOY,Sweden,Construction & Materials,210.2,25.0,"7,410.5",19.8,2.8,169.1,15.9,2.3,"1,208.6",20.2,16.3,46,3.9
133,DEUTSCHE TELEKOM,Germany,Fixed Line Telecommunications,209.4,10.9,"69,228.0",10.5,0.3,"8,167.0",13.7,11.8,"7,079.0",3.8,10.2,225,-1.1
134,DEUTSCHE BORSE,Germany,Financial Services,209.3,-5.6,"2,722.8",16.0,7.7,0.0,,0.0,993.5,11.3,36.5,5,16.4
135,ARKEMA,France,Chemicals,209.0,32.3,"7,683.0",29.1,2.7,493.0,4.9,6.4,496.0,28.5,6.5,19,33.0
136,ARCELORMITTAL,Luxembourg,Industrial Metals & Mining,208.5,-12.4,"58,398.1",-19.8,0.4,"2,486.5",-26.1,4.3,"-3,822.0",-237.1,-6.5,209,-5.9
137,SMITH & NEPHEW,UK,Health Care Equipment & Services,203.9,-5.5,"4,256.5",0.4,4.8,328.8,-4.5,7.7,590.6,-16.9,13.9,15,3.1
138,CLAAS,Germany,Industrial Engineering,203.0,-4.3,"3,838.5",0.4,5.3,0.0,,0.0,162.8,-10.1,4.2,12,1.1
139,IBERDROLA,Spain,Electricity,200.2,17.5,"31,418.7",4.6,0.6,"3,829.0",13.8,12.2,"3,933.0",-1.1,12.5,27,-3.0
140,JOHN LEWIS,UK,General Retailers,199.3,1.2,"13,269.7",0.5,1.5,0.0,,0.0,377.5,-35.5,2.8,92,-2.5
141,TYCO INTERNATIONAL,Ireland,General Industrials,194.7,9.8,"9,109.0",-7.6,2.1,0.0,,0.0,800.0,15.5,8.8,0,
142,IPSEN,France,Pharmaceuticals & Biotechnology,192.6,3.7,"1,443.9",13.3,13.3,50.0,5.5,3.5,308.6,39.4,21.4,5,2.3
143,SAGE,UK,Software & Computer Services,192.2,7.6,"1,954.0",6.1,9.8,22.3,-16.8,1.1,404.9,-1.0,20.7,13,6.3
144,SAAB,Sweden,Aerospace & Defense,192.2,32.0,"2,958.4",15.6,6.5,86.9,9.2,2.9,209.8,31.1,7.1,15,-0.2
145,RECKITT BENCKISER,UK,Household Goods & Home Construction,190.6,-4.1,"12,079.0",-6.7,1.6,209.6,-1.9,1.7,"3,050.4",-20.0,25.3,35,-6.7
146,ANHEUSER-BUSCH INBEV,Belgium,Beverages,190.1,-4.6,0.0,,,0.0,,,0.0,,,0,
147,ENGIE,France,"Gas, Water & Multi-utilities",190.0,0.5,"69,883.0",-6.4,0.3,0.0,,0.0,"-3,450.0",-151.3,-4.9,0,
148,INGERSOLL-RAND,Ireland,Industrial Engineering,189.1,-3.0,"12,217.1",3.2,1.5,229.3,6.9,1.9,"1,339.2",3.8,11.0,45,4.7
149,COBHAM,UK,Aerospace & Defense,187.8,42.4,"2,820.3",11.9,6.7,133.1,53.5,4.7,14.4,-81.5,0.5,13,14.5
150,BEIERSDORF,Germany,Household Goods & Home Construction,183.0,8.9,"6,686.0",6.4,2.7,249.0,-17.3,3.7,884.0,24.9,13.2,18,1.5
151,ASTON MARTIN UK,UK,Automobiles & Parts,180.5,24.9,694.4,8.9,26.0,0.0,,0.0,-79.3,217.4,-11.4,1,7.1
152,ACCIONA,Spain,Construction & Materials,180.4,3.1,"6,543.5",0.7,2.8,206.1,-50.9,3.1,680.1,15.3,10.4,32,-4.2
153,MICRO FOCUS INTERNATIONAL,UK,Software & Computer Services,180.1,55.4,"1,143.6",49.2,15.7,9.4,106.8,0.8,270.6,112.3,23.7,4,0.4
154,WACKER CHEMIE,Germany,Chemicals,175.3,-4.3,"5,296.2",9.7,3.3,820.7,56.3,15.5,539.2,25.6,10.2,17,1.6
155,SQUARE ENIX,UK,Software & Computer Services,175.2,-4.4,0.0,,,0.0,,,0.0,,,0,
156,KWS SAAT,Germany,Food Producers,174.6,17.3,0.0,,,0.0,,,0.0,,,0,
157,MEGGITT,UK,Aerospace & Defense,173.7,40.7,"2,242.1",6.0,7.7,62.3,38.8,2.8,318.5,-1.3,14.2,11,1.6
158,BOLLORE,France,Industrial Transportation,172.7,53.6,"10,824.0",2.0,1.6,588.9,23.9,5.4,719.9,12.0,6.7,58,6.8
159,SYMRISE,Germany,Chemicals,171.3,22.4,"2,601.7",22.7,6.6,118.2,46.1,4.5,391.9,31.0,15.1,8,1.7
160,SNCF,France,Industrial Transportation,171.0,-10.5,0.0,,,0.0,,,0.0,,,0,
161,PEARSON,UK,Media,170.1,131.5,"6,506.4",-2.1,2.6,117.1,14.7,1.8,-484.6,-189.0,-7.4,40,-3.4
162,MALLINCKRODT,Ireland,Pharmaceuticals & Biotechnology,170.0,10.9,"3,074.2",31.7,5.5,135.9,15.8,4.4,424.2,545.9,13.8,6,3.6
163,INGENICO,France,Electronic & Electrical equipment,169.5,30.9,"2,197.3",36.7,7.7,62.4,20.7,2.8,380.8,39.4,17.3,0,
164,YANDEX,The Netherlands,Software & Computer Services,169.1,-24.7,753.6,-9.1,22.4,164.4,4.1,21.8,125.4,-64.5,16.6,5,-2.7
165,VIVENDI,France,Media,169.0,-36.0,"10,762.0",6.7,1.6,247.0,-0.8,2.3,613.0,-16.7,5.7,16,-51.1
166,BANK OF IRELAND,Ireland,Banks,168.0,51.4,"3,349.0",9.2,5.0,0.0,,0.0,"1,232.0",33.9,36.8,11,0.5
167,MTU AERO ENGINES,Germany,Aerospace & Defense,167.2,5.8,"4,435.3",13.3,3.8,142.8,41.8,3.2,385.5,14.3,8.7,8,0.0
168,KRONES,Germany,Industrial Engineering,163.7,10.1,"3,173.5",7.5,5.2,59.6,9.5,1.9,243.3,53.7,7.7,13,5.7
169,DAILY MAIL AND GENERAL TRUST,UK,Media,162.4,-9.8,"2,511.9",-1.0,6.5,39.1,-2.4,1.6,344.1,-30.1,13.7,10,2.2
170,VESTAS WIND SYSTEMS,Denmark,Alternative Energy,156.0,-1.9,"8,423.0",21.9,1.9,223.0,36.8,2.6,907.0,44.7,10.8,21,4.3
171,HOLKHAM GROUP,UK,Household Goods & Home Construction,153.9,42.3,0.0,,,0.0,,,0.0,,,0,
172,INDRA SISTEMAS,Spain,Software & Computer Services,152.3,-22.0,"2,850.4",-3.0,5.3,11.1,-44.2,0.4,-641.5,"1,410.2",-22.5,37,-5.3
