eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
223,DONG Energy,Denmark,Oil & gas producers (53),64.24,128.1,"5,582",16.7,1.2,26.8,14.8,10.2,5,68.5
224,EPCOS ,Germany,Electronic equipment (2737),64.16,-16.3,"1,447",3.4,4.4,8.7,8.3,5.5,18,2.1
225,Cognis Deutschland,Germany,Chemicals (135),64.00,0.0,"3,518",4.3,1.8,3.3,2.7,5.1,8,-1.2
226,Sorin,Italy,Health care equipment & services (453),63.51,11.3,785,-0.9,8.1,2.9,4.0,-6.8,4,-2.8
227,Spirent Communications,UK,Telecommunications equipment (9578),63.04,-20.2,328,-19.6,19.2,2.1,4.4,3.7,2,-31.8
228,Alfa Laval,Sweden,Industrial machinery (2757),62.44,12.2,"2,630",25.5,2.4,2.3,1.9,18.7,11,8.9
229,William Demant,Denmark,Health care equipment & services (453),62.37,11.1,736,7.9,8.5,4.1,4.0,21.9,5,5.7
230,Pace Micro Technology (now Pace),UK,Leisure goods (374),61.96,58.2,526,117.4,11.8,0.8,3.3,1.9,1,-2.4
231,Spectris,UK,Electrical components & equipment (2733),61.54,1.1,910,-2.4,6.8,1.9,1.5,15.3,6,-4.6
232,Koenig & Bauer,Germany,Industrial machinery (2757),61.20,-3.2,"1,704",-2.2,3.6,2.7,2.6,3.5,8,-0.2
233,Kemira,Finland,Chemicals (135),60.80,18.5,"2,810",11.4,2.2,7.7,6.1,4.5,10,8.9
234,Nexans,France,Electrical components & equipment (2733),60.00,9.1,"7,412",-1.0,0.8,2.3,2.2,4.8,22,3.5
235,CGGVeritas,France,"Oil equipment, services & distribution (57)",59.50,20.0,"2,374",78.5,2.5,9.0,10.0,20.6,8,80.2
236,Gameloft,France,Software (9537),59.18,43.6,96,41.2,61.6,5.2,2.9,-5.2,3,29.6
237,Krka,Slovenia,Pharmaceuticals (4577),59.07,12.2,781,16.9,7.6,13.6,15.1,23.4,7,17.7
238,British Sky Broadcasting,UK,Media (555),58.55,115.0,"6,196",9.7,0.9,5.9,4.7,18.2,13,16.7
239,Avio,Italy,Aerospace & defence (271),57.95,-9.9,"1,541",10.0,3.8,4.1,2.9,9.1,5,-0.5
240,Salzgitter,Germany,Industrial metals (175),57.80,-0.9,"10,192",20.7,0.6,3.6,2.8,12.6,20,18.4
241,PUMA,Germany,Personal goods (376),57.50,1.4,"2,374",0.2,2.4,3.8,2.8,15.7,8,22.1
242,Bekaert,Belgium,Industrial metals (175),56.70,14.4,"2,174",8.2,2.6,8.8,7.6,9.9,15,19.8
243,Amer Sports,Finland,Leisure goods (374),56.20,-3.9,"1,652",-7.9,3.4,2.8,2.0,2.7,7,-3.0
244,Valentino Fashion,Italy,Personal goods (376),56.01,129.0,"1,963",114.5,2.9,4.7,4.4,12.2,10,7.8
245,Leoni,Germany,Electrical components & equipment (2733),54.99,20.9,"2,367",12.3,2.3,3.6,3.7,5.5,35,3.2
246,Abengoa,Spain,General industrials (272),54.59,134.9,"3,214",20.1,1.7,14.8,9.8,8.7,17,26.7
247,Trelleborg,Sweden,General industrials (272),53.76,-16.7,"3,278",13.5,1.6,3.9,3.6,4.9,25,11.8
248,Grammer,Germany,Automobiles & parts (335),53.07,13.7,998,13.3,5.3,3.0,3.1,3.1,9,8.3
249,Wendel,France,Other financials (877),52.40,43.9,"5,472",28.1,1.0,,,4.7,49,19.4
250,Telekom Austria,Austria,Fixed line telecommunications (653),52.02,19.1,"4,919",3.3,1.1,13.1,11.9,15.4,16,3.9
251,Zeltia,Spain,Pharmaceuticals (4577),51.69,4.0,85,11.8,60.8,3.5,5.3,-58.8,1,0.6
252,Infogrames Entertainment,France,Software (9537),51.50,-36.2,307,-21.5,16.8,0.7,0.5,-27.4,1,-38.5
253,Husqvarna,Sweden,Industrial machinery (2757),50.90,24.6,"3,522",13.2,1.4,2.1,2.5,10.6,16,41.0
254,Kone,Finland,Industrial machinery (2757),50.70,0.8,"4,079",13.3,1.2,1.5,1.5,7.6,31,5.0
255,Patria,Finland,Aerospace & defence (271),50.60,3.9,541,20.8,9.4,3.7,2.2,7.0,3,8.8
256,GEA,Germany,Industrial machinery (2757),50.21,5.1,"5,913",8.2,0.8,2.2,1.6,5.2,20,6.9
257,UPM-Kymmene,Finland,Forestry & paper (173),50.00,13.6,"10,035",0.1,0.5,6.4,6.1,3.2,28,-9.0
258,Stork,The Netherlands,Industrial machinery (2757),49.48,2.6,"2,163",7.7,2.3,3.1,2.5,2.8,14,7.2
259,Stada Arzneimittel,Germany,Pharmaceuticals (4577),49.22,25.0,"1,570",26.1,3.1,2.7,2.1,11.3,8,43.2
260,Recordati,Italy,Pharmaceuticals (4577),49.12,8.2,628,9.0,7.8,1.1,1.2,20.9,2,15.0
261,Borealis,Austria,Support services (279),49.00,8.9,"6,350",10.6,0.8,7.4,4.2,9.0,5,10.0
262,Neopost,France,Electronic office equipment (9574),47.60,-6.3,907,-1.3,5.2,4.9,6.6,23.9,5,2.6
263,Autonomy,UK,Software (9537),47.39,26.3,235,37.4,20.2,3.4,0.6,25.1,1,25.2
264,Rio Tinto,UK,Mining (177),47.19,359.9,"20,314",32.2,0.2,15.5,17.3,34.2,47,53.5
265,Mundipharma Research ,UK,Pharmaceuticals (4577),47.18,44.1,60,36.4,78.6,1.7,2.3,8.3,0,6.4
266,HeidelbergCement,Germany,Construction & materials (235),47.00,4.4,"12,235",32.5,0.4,8.1,6.0,16.9,56,20.9
267,Groupe SEB,France,Household goods (372),46.80,17.3,"2,870",8.2,1.6,2.6,2.5,8.3,13,-4.6
268,Cargotec,Finland,Industrial machinery (2757),46.40,47.3,"3,018",16.2,1.5,2.7,2.2,6.7,11,39.4
269,Ingenico,France,Electronic equipment (2737),46.19,7.6,568,12.3,8.1,1.4,1.2,9.9,1,11.0
270,NicOx,France,Pharmaceuticals (4577),46.11,61.4,21,110.0,219.6,4.8,10.0,-176.2,0,31.5
271,Christian Dior,France,Personal goods (376),46.00,7.0,"17,245",7.7,0.3,5.0,4.5,20.7,66,10.8
272,Crucell,The Netherlands,Biotechnology (4573),45.62,-14.1,204,54.5,22.4,13.2,15.2,-29.4,1,3.9
273,Prysmian,Italy,Electrical components & equipment (2733),45.54,8.7,"5,118",2.2,0.9,1.7,1.6,9.9,12,0.8
274,Andritz,Austria,Industrial machinery (2757),45.40,28.2,"3,282",21.1,1.4,1.6,1.5,5.9,12,17.6
275,KBC,Belgium,Banks (835),45.00,-42.3,"13,271",5.7,0.3,,,33.0,56,11.4
276,"OMX (now part of Nasdaq OMX, USA)",Sweden,Other financials (877),44.98,104.4,430,12.6,10.5,,,27.9,1,11.9
277,Bull,France,Computer hardware (9572),44.90,-2.4,"1,117",-2.6,4.0,1.3,,0.1,8,8.3
278,Sartorius,Germany,Biotechnology (4573),44.83,18.8,589,13.1,7.6,5.3,4.6,6.1,4,18.4
279,JCB Service ,UK,Commercial vehicles & trucks (2753),44.52,17.1,"2,266",23.4,2.0,2.7,5.4,6.3,6,14.3
280,Lafarge,France,Construction & materials (235),44.00,7.3,"17,614",-5.0,0.2,11.2,8.3,17.6,69,-16.2
281,Elekta,Sweden,Health care equipment & services (453),43.81,11.6,479,2.4,9.1,1.5,2.4,11.7,2,11.5
282,Tate & Lyle,UK,Food producers (357),43.57,45.5,"4,862",-12.3,0.9,7.9,6.8,8.5,8,-14.4
283,ALK-Abello,Denmark,Pharmaceuticals (4577),43.32,-10.3,222,-2.2,19.5,9.9,7.0,13.1,1,5.9
284,Qiagen ,The Netherlands,Biotechnology (4573),43.18,54.9,444,39.2,9.7,5.4,6.3,12.8,3,36.2
285,Coloplast,Denmark,Health care equipment & services (453),42.78,34.6,"1,116",12.4,3.8,9.0,5.6,9.3,7,12.3
286,Fincantieri ,Italy,Commercial vehicles & trucks (2753),42.70,-9.5,"1,734",-23.5,2.5,,,6.5,9,
287,Kontron,Germany,Computer hardware (9572),42.61,-0.5,447,10.4,9.5,1.3,0.7,9.2,2,0.7
288,ADVA,Germany,Telecommunications equipment (9578),42.49,40.8,251,30.1,16.9,3.6,6.2,-7.6,1,31.6
289,Gildemeister,Germany,Industrial machinery (2757),42.45,6.4,"1,562",17.5,2.7,2.4,2.0,8.1,6,7.7
290,Alizyme,UK,Biotechnology (4573),42.39,69.8,<0.5,,,,,,0,5.3
291,Elektrobit,Finland,Electronic equipment (2737),42.27,69.5,160,-20.0,26.4,9.4,4.5,-17.5,2,-8.2
292,Tenaris,Luxembourg,"Oil equipment, services & distribution (57)",42.20,31.5,"7,031",24.9,0.6,4.1,5.0,30.1,23,7.5
293,Sud-Chemie,Germany,Chemicals (135),42.10,12.3,"1,075",4.3,3.9,9.0,5.8,8.9,5,-2.7
294,Technip,France,"Oil equipment, services & distribution (57)",42.00,20.3,"7,887",13.9,0.5,3.2,2.2,3.2,18,-18.5
295,IMI,UK,Industrial machinery (2757),41.80,-10.0,"2,177",6.2,1.9,3.1,2.9,10.7,15,2.5
296,Experian,UK,Support services (279),41.72,29.8,"2,825",-53.8,1.5,2.5,2.6,17.1,16,25.5
297,Jenoptik,Germany,Industrial machinery (2757),41.30,-2.7,522,-47.9,7.9,5.6,2.6,4.6,3,8.6
298,Belgacom,Belgium,Fixed line telecommunications (653),41.00,0.0,"5,987",-1.9,0.7,8.6,9.0,20.8,19,4.8
299,Jungheinrich,Germany,Commercial vehicles & trucks (2753),40.97,-6.6,"2,001",14.5,2.0,13.4,11.2,7.0,10,8.5
300,Caixa Geral de Depositos,Portugal,Banks (835),40.69,20.0,"3,149",6.0,1.3,,,34.1,19,-1.7
301,Ultra Electronics,UK,Aerospace & defence (271),39.82,41.9,562,9.6,7.1,2.1,1.2,14.2,3,2.2
302,Energie Baden,Germany,Electricity (753),39.70,82.1,"14,809",11.6,0.3,5.8,5.7,12.3,20,-0.4
303,GPC Biotech ,Germany,Biotechnology (4573),39.64,-31.2,18,-18.2,220.2,11.1,9.1,-405.6,0,-31.9
304,Arcandor,Germany,General retailers (537),39.11,272.1,"16,054",4.6,0.2,0.8,1.6,3.9,81,32.1
305,Acciona,Spain,Construction & materials (235),39.02,72.7,"7,953",26.8,0.5,22.6,19.1,11.3,36,0.6
306,NKT,Denmark,Electrical components & equipment (2733),39.01,-2.0,"1,814",25.1,2.2,3.4,2.7,7.3,8,25.9
307,Grupo Ferrovial,Spain,Construction & materials (235),38.50,"1,126.1","14,630",10.5,0.3,17.1,14.6,13.4,105,18.1
308,Ktm Power Sports,Austria,Automobiles & parts (335),37.53,22.2,566,12.3,6.6,4.8,3.2,6.2,2,9.5
309,KUKA,Germany,Industrial machinery (2757),37.22,-15.9,"1,374",-22.9,2.7,0.9,1.0,5.2,6,-33.3
310,Eramet,France,Industrial metals (175),37.00,5.7,"3,792",24.1,1.0,7.9,9.7,29.9,14,3.0
311,Evotec,Germany,Pharmaceuticals (4577),36.77,10.0,54,-36.5,68.1,5.6,4.7,-103.7,1,-9.3
312,Imagination Technologies,UK,Semiconductors (9576),36.58,14.7,75,15.4,48.8,4.0,3.1,2.7,0,19.1
313,NATS,UK,Industrial transportation (277),36.49,14.0,955,2.1,3.8,15.1,19.9,18.6,5,1.6
313,SkyePharma,UK,Pharmaceuticals (4577),36.49,-15.2,58,-13.4,62.9,8.6,1.5,-44.8,0,-1.3
315,Sudzucker,Germany,Food producers (357),36.30,-8.1,"5,780",0.3,0.6,8.2,6.4,3.7,19,-4.8
316,Voca ,UK,Support services (279),35.69,-10.4,121,0.0,29.5,3.3,1.7,7.4,0,3.0
317,Otto,Germany,General retailers (537),35.53,207.1,"14,492",-5.0,0.2,1.8,1.3,3.4,54,2.5
318,Akka Technologies,France,Computer services (9533),35.50,313.8,236,47.5,15.0,1.3,1.3,4.7,3,40.9
319,Centrica,UK,"Gas, water & multiutilities (757)",35.40,-65.3,"22,307",-0.4,0.2,3.8,3.1,13.6,34,-0.1
320,Unit 4 Agresso,The Netherlands,Software (9537),35.18,25.4,379,-8.5,9.3,2.1,1.0,5.5,3,26.0
321,Allergy Therapeutics ,UK,Pharmaceuticals (4577),34.50,165.0,35,9.4,98.6,11.4,9.4,-105.7,0,21.5
322,Acambis,UK,Biotechnology (4573),34.45,-31.6,13,-69.0,265.0,53.8,2.4,-338.5,0,-26.0
323,IBS,Sweden,Software (9537),34.32,2.2,239,-0.8,14.4,0.8,1.2,1.7,2,-3.1
324,Beru,Germany,Automobiles & parts (335),34.30,2.8,451,2.7,7.6,5.5,5.5,9.1,3,1.2
325,Laird,UK,Electrical components & equipment (2733),34.17,20.1,868,4.8,3.9,4.5,3.7,9.9,12,14.6
326,Biotest,Germany,Pharmaceuticals (4577),34.11,30.8,326,15.6,10.5,8.0,5.3,11.7,1,19.9
327,Boliden,Sweden,Mining (177),34.08,49.8,"3,514",-5.7,1.0,7.6,5.2,16.3,5,0.1
328,CSM,The Netherlands,Food producers (357),34.00,15.6,"2,544",-5.4,1.3,4.4,4.3,2.0,8,4.2
329,Lottomatica,Italy,Travel & leisure (575),33.90,113.2,"1,661",76.9,2.0,11.4,13.2,23.8,0,
330,Sophos,UK,Software (9537),33.88,23.6,114,12.9,29.7,2.6,3.0,-9.6,1,9.3
331,LEGO,Denmark,Leisure goods (374),33.80,24.8,"1,076",2.9,3.1,5.2,4.0,18.0,4,-14.4
332,Rockwool International,Denmark,Construction & materials (235),33.76,33.8,"1,865",20.6,1.8,12.1,9.8,19.7,9,6.8
333,Wavecom ,France,Telecommunications equipment (9578),33.56,7.8,202,6.9,16.6,,,6.4,0,9.4
334,Somfy,France,Electrical components & equipment (2733),33.40,20.1,720,9.9,4.6,4.4,3.7,20.1,5,12.8
335,Zumtobel,Austria,Electronic equipment (2737),33.35,8.0,"1,282",3.1,2.6,3.9,3.3,8.7,8,4.7
336,Intercell,Austria,Biotechnology (4573),33.34,18.6,48,118.2,69.5,6.3,18.2,-8.3,0,35.5
337,Simcorp,Denmark,Software (9537),33.13,21.3,161,20.1,20.6,1.9,0.7,24.2,1,13.2
338,ICAP,UK,Other financials (877),33.08,89.8,"1,747",16.0,1.9,,,21.4,4,6.0
339,ELMOS Semiconductor,Germany,Semiconductors (9576),32.75,5.8,176,9.3,18.6,9.7,10.6,6.3,1,6.8
340,Egis Pharmaceuticals,Hungary,Pharmaceuticals (4577),32.20,12.2,464,5.9,6.9,10.1,9.1,7.8,3,-0.1
341,Deutsche Bank,Germany,Banks (835),32.00,255.6,"30,745",8.5,0.1,,,28.5,75,9.0
342,Renishaw,UK,Electronic equipment (2737),31.90,10.0,246,2.9,13.0,5.3,7.5,27.2,2,9.5
343,Cookson,UK,General industrials (272),31.45,-2.9,"2,207",-2.4,1.4,3.7,2.6,10.2,13,-4.9
344,SGL Carbon,Germany,Electrical components & equipment (2733),31.40,15.4,"1,373",15.3,2.3,9.3,5.1,18.7,5,3.5
345,ElringKlinger,Germany,Automobiles & parts (335),31.20,16.3,608,15.2,5.1,15.0,8.7,20.1,3,7.7
346,KSB,Germany,Industrial machinery (2757),31.19,11.6,"1,771",10.2,1.8,3.0,2.6,7.6,14,6.4
347,De La Rue,UK,Support services (279),31.04,0.4,"1,026",9.6,3.0,3.2,3.8,16.3,6,3.1
348,Gamesa,Spain,Industrial machinery (2757),30.91,-6.7,"3,260",36.3,0.9,1.8,6.0,7.7,6,41.0
349,ISOFT,UK,Software (9537),30.62,-3.4,239,-13.1,12.8,2.1,3.3,-8.4,3,-3.6
350,Option,Belgium,Telecommunications equipment (9578),30.61,64.7,302,7.9,10.1,4.3,2.1,1.0,1,28.8
351,Wolfson Microelectronics,UK,Semiconductors (9576),30.37,33.4,158,12.9,19.2,5.1,3.6,15.8,0,16.8
352,Oxford Biomedica,UK,Pharmaceuticals (4577),30.15,13.4,10,900.0,301.5,,100.0,-270.0,0,11.1
353,Komercni banka,Czech Republic,Banks (835),29.94,2.9,"1,116",12.8,2.7,,,48.3,9,3.2
354,Sporting Exchange ,UK,Travel & leisure (575),29.86,83.6,248,25.9,12.0,8.1,8.1,10.1,1,49.0
355,LogicaCMG (now Logica),UK,Computer services (9533),29.54,-46.0,"4,302",18.5,0.7,1.3,1.3,3.1,40,22.8
356,Haldex,Sweden,Automobiles & parts (335),29.42,-12.3,840,0.6,3.5,4.8,4.3,3.7,6,17.8
357,De'Longhi,Italy,Household goods (372),29.18,763.3,"1,491",9.4,2.0,3.1,3.0,8.2,8,-0.5
358,Nemetschek,Germany,Software (9537),29.17,47.3,146,36.4,20.0,1.4,0.9,16.4,1,-5.2
359,NeuroSearch,Denmark,Biotechnology (4573),29.10,34.9,15,66.7,194.0,13.3,22.2,-253.3,0,15.6
360,Enel,Italy,Electricity (753),29.00,7.4,"42,695",13.9,0.1,10.7,7.4,16.0,62,8.8
360,Royal Friesland Foods,The Netherlands,Food producers (357),29.00,20.8,"5,075",8.6,0.6,3.5,3.4,5.2,15,-4.8
360,Metsaliitto,Finland,Forestry & paper (173),29.00,-9.1,"8,944",-3.5,0.3,5.0,7.8,-1.5,22,-25.1
360,AVEVA,UK,Software (9537),29.00,21.0,174,34.9,16.7,1.1,1.6,33.9,1,25.3
364,Thrane & Thrane,Denmark,Telecommunications equipment (9578),28.91,28.5,168,12.0,17.2,1.8,2.0,4.8,1,9.0
365,FLSmidth,Denmark,Construction & materials (235),28.16,24.2,"2,692",60.2,1.0,1.9,2.0,8.3,9,36.7
366,Anglo American,UK,Mining (177),28.04,-10.9,"20,199",-10.7,0.1,14.0,11.4,29.8,116,-28.4
367,Finatis,France,Food & drug retailers (533),28.00,833.3,"23,291",-1.3,0.1,4.3,3.7,4.5,153,3.7
367,Rautaruukki,Finland,Industrial metals (175),28.00,27.3,"3,876",5.3,0.7,3.5,2.3,16.4,15,12.1
367,Neste Oil,Finland,Oil & gas producers (53),28.00,27.3,"12,103",-5.0,0.2,2.7,4.1,6.5,5,2.8
370,Fidessa,UK,Software (9537),27.92,67.2,184,42.6,15.2,7.1,6.2,12.0,1,42.2
371,Renovo,UK,Biotechnology (4573),27.84,80.7,1,,"2,784.0",100.0,,"-3,600.0",0,41.4
372,Same Deutz-Fahr ,Italy,Commercial vehicles & trucks (2753),27.67,6.9,"1,100",6.1,2.5,,3.0,10.6,3,-2.0
373,Funkwerk,Germany,Support services (279),27.38,126.3,291,20.2,9.4,2.4,1.2,4.5,2,21.8
374,Transgene,France,Biotechnology (4573),27.12,30.6,26,550.0,104.3,3.8,25.0,-30.8,0,14.4
375,Telelogic,Sweden,Software (9537),27.09,11.0,182,13.0,14.9,1.1,1.2,18.1,1,9.6
376,Tessenderlo,Belgium,Chemicals (135),27.00,-3.6,"2,406",7.5,1.1,4.1,5.3,5.6,8,0.5
377,Paul Hartmann,Germany,Health care equipment & services (453),26.50,-0.4,"1,281",5.3,2.1,2.0,3.2,4.4,9,0.2
378,Guerbet,France,Pharmaceuticals (4577),26.47,9.0,306,5.5,8.7,12.7,11.0,11.8,1,0.6
379,Curalogic,Denmark,Biotechnology (4573),26.33,502.5,0,,,,,,0,100.0
380,Eureko,The Netherlands,Life insurance (857),26.00,39.8,"17,621",-2.9,0.1,,,5.9,24,10.3
380,Accor,France,Travel & leisure (575),26.00,13.0,"8,121",3.4,0.3,10.8,8.4,10.4,173,1.3
382,Wilo,Germany,Industrial machinery (2757),25.86,13.7,927,6.2,2.8,4.6,4.2,10.5,6,9.3
383,Singulus Technologies,Germany,Industrial machinery (2757),25.57,-3.1,223,-18.0,11.5,0.9,1.8,,1,-36.5
384,Halma,UK,Electronic equipment (2737),25.44,22.0,542,12.2,4.7,3.7,2.9,17.7,4,10.7
385,Medigene,Germany,Biotechnology (4573),25.36,89.3,22,-29.0,115.3,4.5,,-145.5,0,31.4
386,Meda,Sweden,Pharmaceuticals (4577),25.29,71.3,862,55.0,2.9,0.8,2.3,20.5,2,20.3
387,Protherics,UK,Biotechnology (4573),25.11,31.9,35,-16.7,71.7,14.3,9.5,-77.1,0,26.6
388,Indesit,Italy,Household goods (372),25.00,1.6,"3,438",5.8,0.7,4.0,3.1,5.4,17,0.8
389,Napp Pharmaceutical ,UK,Pharmaceuticals (4577),24.96,103.6,211,10.5,11.8,6.2,6.8,7.1,1,5.2
390,CEGID,France,Software (9537),24.92,18.0,241,5.7,10.3,1.7,0.9,13.7,2,-4.6
391,Q-Med,Sweden,Biotechnology (4573),24.91,22.6,139,0.7,17.9,8.6,13.0,12.9,1,17.6
392,Servier ,UK,Biotechnology (4573),24.85,68.7,25,38.9,99.4,12.0,5.6,4.0,0,10.7
393,Northgate Information Solutions,UK,Computer services (9533),24.82,11.6,479,5.7,5.2,4.6,2.9,12.9,3,8.0
394,Vernalis,UK,Biotechnology (4573),24.81,-11.6,34,54.5,73.0,2.9,9.1,-158.8,0,3.8
395,Campina ,The Netherlands,Food producers (357),24.70,-7.1,"4,032",11.3,0.6,2.1,3.4,1.5,7,8.1
396,Anite,UK,Computer services (9533),24.66,25.1,237,4.4,10.4,2.5,3.5,14.8,1,-5.3
397,Cattles,UK,Other financials (877),24.64,-4.8,"1,119",14.7,2.2,,,20.1,5,6.4
398,Lifecycle Pharma,Denmark,Biotechnology (4573),24.62,41.9,9,800.0,273.6,11.1,100.0,-255.6,0,45.5
399,Aeffe,Italy,Personal goods (376),24.60,,293,,8.4,3.1,,11.6,1,
400,BIC,France,Household goods (372),24.50,4.3,"1,456",0.6,1.7,5.0,4.4,17.4,9,0.8
401,Melexis,Belgium,Semiconductors (9576),24.37,18.8,204,1.0,11.9,7.4,9.9,19.6,1,9.6
401,GfK,Germany,Support services (279),24.37,248.1,"1,162",4.5,2.1,2.2,2.1,12.0,9,9.5
403,Genus,UK,Biotechnology (4573),24.10,34.9,358,14.4,6.7,2.8,2.2,12.0,2,-23.7
404,Datalogic,Italy,Electronic equipment (2737),24.03,-5.8,404,5.8,5.9,3.2,2.9,7.9,2,0.5
405,Munich Re,Germany,Nonlife insurance (853),24.00,-76.7,"47,323",2.0,0.1,,,10.0,39,3.8
406,Ilog ,France,Software (9537),23.96,21.3,110,20.9,21.8,4.5,1.1,1.8,1,15.6
407,Ahlstrom,Finland,Chemicals (135),23.90,-4.4,"1,761",10.1,1.4,8.5,7.3,0.5,6,7.4
408,Innogenetics,Belgium,Biotechnology (4573),23.86,-6.6,54,3.8,44.2,7.4,5.8,-29.6,0,-8.8
409,Parrot,France,Telecommunications equipment (9578),23.83,51.9,220,38.4,10.8,1.4,1.9,12.3,0,38.2
410,Energia de Portugal,Portugal,Electricity (753),23.71,-38.5,"11,011",6.4,0.2,26.7,15.0,13.8,13,-1.8
411,Fuchs Petrolub,Germany,Chemicals (135),23.70,7.2,"1,365",3.2,1.7,1.6,1.3,14.3,4,-2.6
412,Clarins,France,Personal goods (376),23.63,4.1,"1,008",4.2,2.3,6.1,5.1,11.3,6,4.7
413,Novomatic,Austria,Travel & leisure (575),23.56,13.1,960,27.2,2.5,30.4,20.4,26.1,6,42.1
414,IMA Industria Macchine Automatiche,Italy,Industrial machinery (2757),23.45,12.5,465,9.4,5.0,1.3,1.9,14.6,3,-2.3
415,Saft,France,Electrical components & equipment (2733),23.30,-1.3,601,7.3,3.9,3.0,3.9,10.3,4,1.6
416,Diageo,UK,Beverages (353),23.15,-5.5,"10,185",3.0,0.2,3.5,3.2,30.3,23,-0.4
416,Standard Life,UK,Life insurance (857),23.15,41.7,"13,769",-34.1,0.2,,,6.1,10,-7.9
418,Vectura,UK,Pharmaceuticals (4577),23.14,111.7,19,72.7,121.8,15.8,18.2,-89.5,0,35.8
419,Vaisala,Finland,Electronic equipment (2737),23.10,12.1,224,1.4,10.3,3.1,2.7,15.6,1,4.1
420,Aixtron,Germany,Semiconductors (9576),22.99,19.4,215,25.0,10.7,2.8,1.7,8.4,1,4.8
421,Austriamicrosystems,Austria,Electrical components & equipment (2733),22.95,-33.2,179,-8.7,12.8,10.6,18.9,12.3,1,9.0
422,BRE Bank,Poland,Banks (835),22.91,46.7,589,25.6,3.9,,,38.0,6,12.9
423,Seton House ,UK,Support services (279),22.87,-37.1,521,-16.6,4.4,1.9,2.1,2.1,3,-11.0
424,Post Danmark,Denmark,Industrial transportation (277),22.80,-34.1,"1,584",5.0,1.4,3.9,3.8,6.9,21,-1.6
425,Itella,Finland,Industrial transportation (277),22.70,-17.8,"1,688",8.8,1.3,4.6,3.2,5.9,26,1.3
426,Hunter Douglas,The Netherlands,Household goods (372),22.57,22.2,"2,071",15.1,1.1,4.6,4.1,10.7,21,4.4
427,Pharmexa,Denmark,Biotechnology (4573),22.51,1.7,1,,"2,251.0",,,"-2,600.0",0,-1.9
428,MGI Coutier,France,Automobiles & parts (335),22.50,4.2,463,8.2,4.9,4.1,4.0,4.1,5,11.6
429,Wilex,Germany,Biotechnology (4573),22.31,48.5,2,100.0,"1,115.5",,,"-1,250.0",0,15.9
430,Morphosys,Germany,Biotechnology (4573),22.24,27.4,62,17.0,35.9,1.6,7.5,12.9,0,9.8
431,Oxford Instruments,UK,Electronic equipment (2737),22.06,0.0,240,9.1,9.2,2.1,2.7,4.2,2,16.0
432,LKAB,Sweden,Mining (177),22.01,33.3,"1,734",12.1,1.3,37.6,33.2,37.5,4,4.0
433,YIT,Finland,Support services (279),22.00,4.0,"3,707",12.9,0.6,0.8,1.0,8.6,23,7.1
434,BBC ,UK,Media (555),21.92,10.3,"6,011",5.7,0.4,3.7,3.5,0.0,23,0.3
435,Seco Tools,Sweden,Industrial machinery (2757),21.91,6.2,639,10.7,3.4,8.8,8.0,24.7,4,8.6
436,Axis,Sweden,Computer hardware (9572),21.85,19.1,177,39.4,12.3,1.1,1.6,21.5,1,18.7
437,Oberthur Technologies,France,Electronic equipment (2737),21.80,19.0,734,40.1,3.0,3.4,3.6,7.2,5,49.1
438,Cez,Czech Republic,Electricity (753),21.78,71.9,"6,565",9.4,0.3,10.4,9.1,30.5,30,-3.4
438,Wittington Investments,UK,Other financials (877),21.78,33.3,"9,359",13.3,0.2,5.8,8.0,8.1,85,80.0
440,Duerr,Germany,Industrial machinery (2757),21.34,-9.9,"1,478",8.4,1.4,0.7,0.6,3.1,6,1.3
441,Filtronic,UK,Telecommunications equipment (9578),21.30,-43.4,179,-43.9,11.9,12.8,6.3,-17.3,2,-47.9
442,Fimalac,France,Support services (279),21.29,-20.6,745,22.1,2.9,45.5,2.6,22.3,3,16.4
443,Wacker Construction Equipment,Germany,Industrial machinery (2757),21.24,32.0,742,19.9,2.9,10.0,6.8,10.6,4,30.8
444,SSAB Svenskt Stal,Sweden,Industrial metals (175),21.17,33.4,"5,043",53.5,0.4,5.9,4.5,16.6,10,15.8
445,Severn Trent,UK,"Gas, water & multiutilities (757)",21.10,268.9,"2,114",-21.4,1.0,26.8,21.6,25.7,9,-30.1
445,RHI,Austria,Industrial machinery (2757),21.10,7.1,"1,486",3.1,1.4,5.0,3.3,11.0,7,-16.6
447,Atlantia,Italy,Industrial transportation (277),21.04,-3.9,"3,269",4.3,0.6,32.9,36.1,49.6,9,1.7
448,Lycos Europe,The Netherlands,Internet (9535),21.01,14.1,77,-38.4,27.3,1.3,0.8,-57.1,1,-2.4
449,Fortum,Finland,Electricity (753),21.00,23.5,"4,479",-0.3,0.5,14.4,10.3,40.1,8,-6.8
449,Micronic Laser Systems,Sweden,Semiconductors (9576),21.00,-10.5,55,-56.7,38.2,1.8,3.9,-56.4,0,-10.0
451,DICOM (now Kofax),UK,Software (9537),20.83,21.4,218,-23.5,9.6,0.9,1.1,5.5,1,-1.3
452,Aliaxis,Belgium,Construction & materials (235),20.77,4.5,"2,405",13.7,0.9,4.2,3.9,12.0,16,31.3
452,Intec Telecom Systems,UK,Software (9537),20.77,-2.6,170,11.1,12.2,2.4,2.6,-6.5,2,2.1
