eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
229,IMMSI, Italy,Automobiles & parts (31),39,2.1,"1,137",748.5,3.4,5.8,..,4.3,7,40.5
230,Gildemeister, Germany,Engineering & machinery (26),38,-8.1,"1,052",7.6,3.6,1.2,2.4,4.0,5,1.4
231,Jungheinrich, Germany,Engineering & machinery (26),38,15.1,"1,531",4.1,2.5,9.5,11.4,4.8,9,-1.9
232,IMI, UK  ,Engineering & machinery (26),38,-5.0,"2,276",2.4,1.7,3.2,3.2,6.8,17,1.6
233,Euronext, The Netherlands,Other financials (87),38,75.2,887,-9.0,4.2,..,..,25.9,3,-7.9
234,Recordati, Italy,Pharma & biotech (48),37,13.9,488,0.0,7.6,3.9,3.5,17.5,2,-16.8
235,Novar, UK  ,Construction & building (13),37,-12.4,"2,089",3.4,1.8,2.7,2.9,2.9,13,-0.5
236,Metsaliitto, Finland,Forestry & paper (15),37,2.8,"8,554",2.8,0.4,12.1,4.9,0.1,30,-1.8
237,PUMA, Germany,Household goods & textiles (34),37,23.4,"1,530",20.1,2.4,2.6,2.0,23.9,3,23.0
238,Pilkington, UK  ,Construction & building (13),37,-10.3,"3,382",-1.9,1.1,4.8,6.1,9.2,24,-2.4
239,Zeltia, Spain,Pharma & biotech (48),37,-28.3,79,6.8,46.5,3.8,13.5,-7.3,1,-9.8
240,Haldex, Sweden,Automobiles & parts (31),37,11.8,748,12.0,4.9,4.0,3.7,4.6,4,7.4
241,Danske Bank, Denmark,Banks (81),37,..,"3,623",-0.5,1.0,..,..,50.0,16,-4.1
242,Krka, Slovenia,Pharma & biotech (48),35,14.3,473,17.1,7.4,16.9,21.0,15.4,5,5.7
243,Vilmorin Clause, France,Food producers (43),35,18.0,492,13.1,7.1,2.4,2.8,9.5,3,8.7
244,IBS, Sweden,Software & computer services (97),35,8.3,262,-1.5,13.2,1.1,1.1,1.6,2,-2.4
245,Cookson, UK  ,Engineering & machinery (26),34,-24.8,"2,335",0.8,1.5,2.6,3.0,2.8,16,-1.3
246,RAG, Germany,Diversified industrials (24),34,-23.1,"15,796",22.8,0.2,7.2,6.7,-21.0,94,17.6
247,Ingenico, France,Electronic & Electrical  (25),34,-0.2,427,19.9,8.0,1.4,2.5,0.9,1,-18.5
248,Neopost, France,Electronic & Electrical  (25),34,3.7,756,0.7,4.5,6.5,7.1,22.7,5,2.0
249,Phoenix Venture, UK  ,Automobiles & parts (31),34,-73.6,"2,361",-3.9,1.4,2.5,4.8,-5.1,7,-1.2
250,Auna, Spain,Telecommunication services (67),34,58.7,"4,217",11.2,0.8,16.2,13.4,7.2,5,-8.2
251,Compagnie Generale de Geophysique, France,Oil & gas (7),34,24.5,693,13.2,4.8,6.2,5.9,4.4,4,15.2
252,lastminute.com, UK  ,General retailers (52),33,7.6,621,133.5,5.4,5.6,9.4,-16.9,2,81.4
253,Technip, France,Oil & gas (7),33,-0.3,"5,141",9.1,0.6,2.3,2.6,2.4,19,0.0
254,Anglo American, UK  ,Mining (4),33,15.4,"18,341",33.8,0.2,14.4,17.7,17.7,209,8.3
255,Numico, The Netherlands,Food producers (43),33,3.1,"1,722",-45.4,1.9,5.2,2.4,18.5,11,-58.4
256,Micronic Laser Systems, Sweden,IT hardware (93),33,-1.3,93,97.9,35.0,2.2,12.8,15.2,0,15.1
257,Duerr, Germany,Engineering & machinery (26),33,-1.7,"2,136",-5.7,1.5,0.9,0.8,1.6,13,0.9
258,JCB Service, UK  ,Engineering & machinery (26),32,31.4,"1,274",10.5,2.5,4.5,4.9,1.5,4,2.1
259,Boots, UK  ,General retailers (52),32,6.1,"7,725",2.7,0.4,5.3,4.0,9.2,70,1.0
260,Biovitrum, Sweden,Pharma & biotech (48),32,-10.8,71,-61.2,45.0,22.5,5.5,-12.5,1,3.8
261,Jenoptik, Germany,Engineering & machinery (26),32,1.3,"2,523",27.3,1.3,1.4,1.7,1.1,10,-0.1
262,Amer (now Amer Sports), Finland,Household goods & textiles (34),31,2.0,"1,059",-4.1,3.0,1.4,1.6,9.6,4,2.1
263,Sopra, France,Software & computer services (97),31,6.5,629,19.8,5.0,1.7,0.8,6.2,8,23.8
264,Beru, Germany,Automobiles & parts (31),31,5.9,386,9.0,8.1,9.6,10.2,13.3,3,-1.1
265,Zambon, Italy,Pharma & biotech (48),31,-3.4,433,-5.7,7.2,5.5,5.4,6.3,2,-2.9
266,Sud-Chemie, Germany,Chemicals (11),31,6.2,862,13.0,3.6,5.5,5.5,5.7,5,2.3
267,TUI, Germany,Leisure & hotels (53),31,47.4,"18,046",-6.1,0.2,3.3,2.8,4.6,63,-7.3
268,Tioxide, UK  ,Chemicals (11),31,4.3,"2,921",19.8,1.0,3.0,5.8,1.1,6,-7.7
269,Pace Micro Technology, UK  ,Household goods & textiles (34),30,-21.2,339,44.3,8.9,1.2,1.3,1.7,1,-21.5
270,Sartorius, Germany,Pharma & biotech (48),30,8.1,468,5.9,6.3,1.9,2.0,6.5,4,-0.1
271,Intracom, Greece,IT hardware (93),29,-46.1,620,-3.3,4.7,..,1.9,9.4,#VALUE!,..
272,Dialog Semiconductor, UK  ,IT hardware (93),29,-5.0,116,24.7,25.1,10.3,6.5,-5.7,0,2.9
273,Kontron, Germany,IT hardware (93),28,8.1,262,14.4,10.9,2.7,2.6,6.7,2,17.5
274,Industrial and Financial Systems, Sweden,Software & computer services (97),28,-4.8,241,-6.9,11.8,0.8,1.9,-9.6,3,-6.5
275,Tessenderlo, Belgium,Chemicals (11),28,2.9,"2,078",5.4,1.4,8.5,6.0,3.6,8,2.1
276,Innogenetics, Belgium,Pharma & biotech (48),28,10.4,71,9.2,39.5,4.2,4.6,-20.8,1,-0.3
277,GPC Biotech, Germany,Pharma & biotech (48),28,86.4,13,-38.1,212.4,7.7,..,-335.6,0,-12.3
278,Ahlstrom, Finland,Chemicals (11),28,-16.1,"1,568",0.8,1.8,7.3,5.7,2.8,6,-6.3
279,Sudzucker, Germany,Food producers (43),28,6.2,"4,827",5.5,0.6,10.2,5.1,11.0,17,-2.7
280,Coloplast, Denmark,Health (44),27,-1.4,816,7.1,3.3,8.9,10.2,16.3,6,5.4
281,Phoenix, Germany,Automobiles & parts (31),27,-37.7,"1,023",-11.3,2.7,4.2,5.0,5.1,9,-9.3
282,Imagination Technologies, UK  ,IT hardware (93),27,19.5,43,-2.3,63.2,7.0,6.8,-25.0,0,11.0
283,Vernalis, UK  ,Pharma & biotech (48),27,-38.6,21,16.7,129.2,4.8,5.6,-202.8,0,-37.9
284,Eramet, France,Steel & other metals (18),27,22.7,"1,990",-2.6,1.4,9.4,5.9,-3.3,14,7.4
285,Delft Instruments, The Netherlands,Engineering & machinery (26),27,60.0,279,17.7,9.6,0.7,3.4,8.7,1,5.5
286,Tate & Lyle, UK  ,Food producers (43),27,11.8,"4,239",4.4,0.6,4.0,4.1,6.9,7,0.6
287,BBC, UK  ,Media & entertainment (54),27,-10.0,"5,417",3.5,0.5,12.8,6.5,-5.5,27,-1.3
288,Active Biotech, Sweden,Pharma & biotech (48),26,-15.7,8,..,331.1,..,..,-291.2,0,-15.6
289,Campina, The Netherlands,Food producers (43),26,-1.5,"3,559",-2.6,0.7,3.9,3.8,0.4,7,2.3
290,LK, Sweden,Mining (4),26,102.6,995,20.3,2.6,10.8,8.9,21.8,3,1.4
291,Flamel Technologies, France,Pharma & biotech (48),26,74.8,41,115.8,63.4,24.4,10.5,15.9,0,28.7
292,Fortum, Finland,Oil & gas (7),26,-25.7,"11,665",2.4,0.2,5.7,7.1,16.1,13,-3.6
293,ISOFT, UK  ,Software & computer services (97),26,44.1,370,75.4,7.0,1.4,1.9,18.5,3,90.3
294,Henlys, UK  ,Engineering & machinery (26),26,12.5,443,-34.3,5.8,2.3,1.3,-7.8,3,-3.4
295,Qiagen, The Netherlands,Pharma & biotech (48),25,15.5,280,8.1,9.0,3.2,5.4,21.8,1,-14.9
296,Nutreco, The Netherlands,Food producers (43),25,4.1,"3,858",5.0,0.7,2.2,2.4,3.1,13,-4.3
297,Elekta, Sweden,Health (44),25,19.6,321,4.2,7.8,2.8,1.3,10.9,1,12.4
298,Societe BIC, France,Household goods & textiles (34),25,-17.9,"1,386",1.9,1.8,4.5,4.9,11.5,9,-0.6
299,MGI Coutier, France,Automobiles & parts (31),25,6.7,461,-1.7,5.3,2.4,1.7,5.2,4,1.7
300,KSB, Germany,Engineering & machinery (26),25,2.1,"1,267",7.6,1.9,2.1,3.1,2.0,13,2.0
301,Dunlop Standard Aerospace, UK  ,Aerospace & defence (21),24,20.2,645,1.1,3.8,2.5,7.5,12.8,4,-0.1
302,Renishaw, UK  ,Electronic & Electrical  (25),24,10.5,218,21.1,11.1,10.6,12.2,18.7,2,11.1
303,KPN, The Netherlands,Telecommunication services (67),24,4.3,"11,731",-1.2,0.2,14.6,12.6,20.4,29,-7.5
304,Guerbet, France,Pharma & biotech (48),24,0.0,248,10.2,9.7,7.7,5.3,12.4,1,1.7
305,De La Rue, UK  ,Support services (58),24,-21.1,909,-5.7,2.6,3.2,5.0,5.9,7,-4.8
306,Unit 4 Agresso, The Netherlands,Software & computer services (97),24,8.9,276,26.0,8.6,1.1,1.4,7.2,2,18.9
307,Nolato, Sweden,Chemicals (11),24,-13.4,266,-10.1,8.9,4.9,3.7,8.1,3,14.7
308,Singulus Technologies, Germany,Engineering & machinery (26),24,44.6,440,21.2,5.4,1.4,2.2,16.6,1,18.0
309,Stada Arzneimittel, Germany,Pharma & biotech (48),23,12.2,814,9.3,2.9,0.9,1.5,10.3,3,4.9
310,La Poste, France,Support services (58),23,76.9,"18,677",3.7,0.1,3.5,3.8,3.3,309,-1.9
311,ACTIELEC Technologies, France,Electronic & Electrical  (25),23,-24.5,228,14.6,10.0,2.2,1.5,2.9,2,0.0
312,IMERYS, France,Construction & building (13),23,23.4,"2,873",5.3,0.8,7.6,4.4,12.3,14,2.1
313,Bollore Investissement, France,Transport (59),22,16.1,"5,608",4.0,0.4,2.1,2.7,1.1,33,-1.8
314,Vaisala, Finland,Electronic & Electrical  (25),22,5.7,181,-4.2,12.3,2.2,6.9,13.2,1,-4.3
315,ElringKlinger, Germany,Automobiles & parts (31),22,12.7,454,8.9,4.9,9.0,10.8,15.6,3,2.2
316,ELMOS Semiconductor, Germany,IT hardware (93),22,-8.0,143,18.2,15.4,18.9,16.5,20.0,1,6.2
317,Ultra Electronics, UK  ,Aerospace & defence (21),22,22.2,452,12.4,4.8,1.5,2.5,11.5,3,6.9
318,Rockwool International, Denmark,Construction & building (13),22,1.4,"1,229",11.2,1.8,8.5,6.6,7.3,7,1.3
319,Fuchs Petrolub, Germany,Chemicals (11),21,-5.3,"1,096",5.3,2.0,1.9,1.7,7.6,4,0.8
320,Auriga Industries, Denmark,Chemicals (11),21,-7.6,714,18.8,3.0,2.1,3.7,12.8,3,0.1
321,Andritz, Austria,Engineering & machinery (26),21,-17.1,"1,481",20.9,1.4,1.8,1.6,4.8,5,15.6
322,BTG, UK  ,Support services (58),21,-21.8,54,-21.7,39.1,7.4,11.6,-99.5,0,-9.9
323,Galen (now Warner Chilcott), UK  ,Pharma & biotech (48),21,7.4,318,11.6,6.6,1.6,5.6,28.5,1,-33.9
324,Systems Union, UK  ,Software & computer services (97),21,36.3,147,32.4,14.3,2.7,2.7,4.7,1,47.3
325,Dyson Technology (now Dyson James), UK  ,Household goods & textiles (34),21,25.3,391,17.8,5.3,4.1,2.7,14.1,1,-15.1
326,Abengoa, Spain,Diversified industrials (24),21,3.9,"1,687",3.2,1.2,2.5,2.4,5.8,9,5.6
327,Seco Tools, Sweden,Engineering & machinery (26),21,-8.3,480,10.6,4.3,5.0,4.6,18.7,4,-1.3
328,RM, UK  ,Software & computer services (97),21,24.0,372,22.4,5.5,4.3,2.3,2.2,2,21.4
329,AMS (now BAE Systems Integrated System), UK  ,Aerospace & defence (21),20,54.3,671,-3.3,3.1,3.0,3.6,5.2,4,-6.3
330,Clarins, France,Personal care & household (47),20,1.8,939,5.6,2.2,2.4,3.7,13.0,5,4.0
331,Q-Med, Sweden,Pharma & biotech (48),20,19.6,91,35.8,22.2,14.3,16.4,-3.8,0,18.1
332,Dynea International, Finland,Chemicals (11),20,1.0,"1,065",8.8,1.9,2.1,3.1,3.4,3,-0.6
333,Enodis, UK  ,Engineering & machinery (26),20,8.3,927,-3.4,2.2,2.2,1.5,6.4,6,-0.4
334,Xenova, UK  ,Pharma & biotech (48),20,-5.3,6,-45.5,336.2,16.7,9.1,-324.8,0,-11.4
335,CSR, UK  ,IT hardware (93),20,64.5,186,272.0,10.8,3.2,8.0,23.3,0,33.3
336,Compagnie Industriali Riunite, Italy,Diversified industrials (24),20,11.1,"3,061",7.8,0.7,5.2,4.7,12.8,10,-0.5
337,Enel, Italy,Electricity (72),20,-52.4,"34,329",18.6,0.1,10.2,12.5,13.1,62,-7.4
338,Recticel, Belgium,Chemicals (11),20,9.2,"1,276",3.1,1.6,6.3,7.4,2.6,11,38.5
339,Pohjolan Voima, Finland,Electricity (72),20,59.7,667,1.2,3.0,78.7,17.9,-0.3,1,1.0
340,Same Deutz-Fahr, Italy,Engineering & machinery (26),20,..,905,..,2.2,0.9,..,3.6,3,..
341,British Energy, UK  ,Electricity (72),20,-6.7,"2,141",-20.3,0.9,..,15.4,23.9,5,-34.6
342,Egis Pharmaceuticals, Hungary,Pharma & biotech (48),20,-1.7,354,8.3,5.6,..,..,8.1,#VALUE!,..
343,GW Pharmaceuticals, UK  ,Pharma & biotech (48),20,9.9,0,-100.0,..,..,..,..,0,8.5
344,Telelogic, Sweden,Software & computer services (97),20,-16.8,115,10.6,17.0,1.7,1.0,15.8,1,-1.2
345,FAES Farma, Spain,Pharma & biotech (48),20,..,163,..,12.0,2.5,..,12.3,1,..
346,RHI, Austria,Construction & building (13),20,21.9,"1,297",5.2,1.5,5.5,4.5,10.4,8,-0.4
347,Finland Post, Finland,Support services (58),20,-12.9,"1,235",7.8,1.6,4.4,6.6,6.8,24,-0.2
348,FLS Industries (now FLSmidth), Denmark,Engineering & machinery (26),19,29.4,"1,979",-1.3,1.0,2.7,4.4,0.3,6,-44.6
349,Thrane & Thrane, Denmark,Electronic & Electrical  (25),19,85.2,123,43.0,15.7,2.4,2.3,11.5,1,60.3
350,Tenaris, Luxembourg,Oil & gas (7),19,331.0,"3,043",30.1,0.6,3.9,4.3,24.3,16,14.3
351,SGL Carbon, Germany,Electronic & Electrical  (25),19,-8.1,926,-11.5,2.1,4.0,3.2,4.8,5,-26.1
352,Biacore International, Sweden,Health (44),19,40.4,55,-3.5,34.9,1.8,3.5,-1.1,0,1.8
353,Hexagon, Sweden,Engineering & machinery (26),19,22.8,914,16.3,2.1,3.0,2.3,7.2,6,9.9
354,Boliden, Sweden,Mining (4),19,89.9,"1,985",87.8,0.9,8.6,6.4,9.4,4,15.0
355,WEB DE, Germany,Software & computer services (97),19,36.3,43,30.3,43.5,20.9,9.1,-15.1,0,38.6
356,OMV, Austria,Oil & gas (7),19,-17.7,"9,880",29.3,0.2,5.7,8.7,9.0,6,2.3
357,Urenco, UK  ,Support services (58),19,-9.6,707,2.8,2.6,35.4,39.0,35.4,2,3.5
358,Biotest, Germany,Pharma & biotech (48),19,0.9,218,-1.8,8.5,6.4,8.6,8.4,1,-5.8
359,Oxford Instruments, UK  ,Electronic & Electrical  (25),19,4.8,257,0.0,7.2,1.9,1.2,0.2,2,2.9
360,Oberthur Card Systems, France,Electronic & Electrical  (25),18,4.6,451,4.9,4.1,4.7,3.3,7.4,3,2.0
361,Rexam, UK  ,Support services (58),18,-18.8,"4,352",-1.0,0.4,5.9,5.4,9.0,22,2.3
362,Beta Systems Software, Germany,Software & computer services (97),18,60.7,101,80.4,18.2,8.9,3.6,3.9,1,134.8
363,Transgene, France,Pharma & biotech (48),18,2.7,3,0.0,608.0,..,33.3,-862.4,0,1.2
364,ML Laboratories (now Innovata), UK  ,Pharma & biotech (48),18,18.2,11,22.2,165.7,27.3,11.1,-152.4,0,-25.8
365,YIT, Finland,Support services (58),18,12.5,"3,033",26.9,0.6,0.7,1.2,4.4,22,35.0
366,Huhtamaki, Finland,Support services (58),18,27.9,"2,092",-0.8,0.9,4.4,5.5,4.8,16,-1.3
367,Cardo, Sweden,Engineering & machinery (26),18,20.1,851,0.0,2.1,3.5,3.2,4.1,6,-4.1
368,London Bridge Software, UK  ,Software & computer services (97),18,-6.9,82,-6.8,21.7,2.4,2.3,0.6,1,-6.9
369,Aixtron, Germany,IT hardware (93),18,23.8,140,53.8,12.6,2.9,4.4,5.8,0,1.5
370,Ardana Bioscience (now Ardana), UK  ,Pharma & biotech (48),18,..,0,-100.0,..,..,..,"-17,352.4",0,33.3
371,Psion, UK  ,IT hardware (93),18,-1.7,191,4.9,9.2,3.1,2.7,-14.1,1,4.9
372,Funkwerk, Germany,Support services (58),17,43.3,249,39.1,7.0,3.2,3.9,9.1,1,34.7
373,JoWooD Productions Software, Austria,Software & computer services (97),17,91.8,17,-26.1,101.3,..,..,-95.1,0,17.9
374,Heraeus, Germany,Steel & other metals (18),17,-61.0,"8,338",12.5,0.2,0.8,0.9,2.0,10,2.9
375,IMA Industria Macchine Automatiche, Italy,Engineering & machinery (26),17,-5.9,363,4.9,4.7,2.2,5.2,8.8,2,3.3
376,ESI, France,Software & computer services (97),17,34.7,58,18.4,29.5,1.7,..,-3.3,0,..
377,Lenzing, Austria,Chemicals (11),17,11.4,871,40.0,2.0,6.9,18.8,12.3,5,62.5
378,Rautaruukki, Finland,Steel & other metals (18),17,0.0,"3,569",20.9,0.5,2.9,3.3,13.1,12,-4.0
379,Hunter Douglas, The Netherlands,Household goods & textiles (34),17,0.0,"1,720",3.9,1.0,2.8,3.3,10.5,16,1.0
380,Elisa, Finland,Telecommunication services (67),17,-29.2,"1,356",-11.8,1.3,10.8,11.0,14.7,6,-22.1
381,Melexis, Belgium,IT hardware (93),17,42.6,153,14.2,11.1,7.2,8.2,18.9,1,16.9
382,Rio Tinto, UK  ,Mining (4),17,0.0,"8,346",22.9,0.2,23.7,17.6,25.6,33,13.8
383,Anoto, Sweden,IT hardware (93),17,-12.6,16,-23.8,105.4,..,..,-75.6,0,-27.5
384,BBA, UK  ,Transport (59),17,26.6,"1,942",3.4,0.9,4.2,5.2,6.8,13,-0.4
385,Ilog, France,Software & computer services (97),17,20.7,76,11.8,22.1,1.3,1.5,1.5,1,5.0
386,Torex Retail, UK  ,Software & computer services (97),17,..,105,..,16.0,1.0,..,13.2,1,..
387,Telekomunikacja Polska, Poland,Telecommunication services (67),17,15.3,"4,560",1.5,0.4,13.0,19.0,18.6,37,-17.9
388,Halma, UK  ,Engineering & machinery (26),17,4.7,423,2.4,3.9,3.1,3.4,15.0,3,2.6
389,Morgan Crucible, UK  ,Engineering & machinery (26),17,-25.5,"1,124",-6.3,1.5,5.1,3.7,-1.5,13,-8.8
390,Bavarian Nordic, Denmark,Pharma & biotech (48),16,92.6,22,-67.6,74.9,118.2,5.9,-52.2,0,42.7
391,Spector Photo, Belgium,Media & entertainment (54),16,-7.5,358,-5.0,4.6,1.7,2.1,0.7,2,5.1
392,Aliaxis, Belgium,Construction & building (13),16,2.0,"1,680",4.2,1.0,4.3,3.5,9.5,12,-3.6
393,WET Automotive Systems, Germany,Automobiles & parts (31),16,25.1,177,21.2,9.2,10.2,11.0,16.0,3,33.8
394,NSB, UK  ,Software & computer services (97),16,-21.6,64,-29.7,25.5,..,..,-19.6,1,-22.5
395,Intec Telecom Systems, UK  ,Software & computer services (97),16,14.1,97,34.7,16.7,5.2,4.2,-1.9,1,29.9
396,Astex Technology (now Astex Therapeutics), UK  ,Pharma & biotech (48),16,31.2,4,0.0,401.8,25.0,75.0,-365.2,0,12.0
397,Bohler-Uddeholm, Austria,Steel & other metals (18),16,4.2,"1,934",28.9,0.8,3.8,5.2,9.7,12,15.3
398,Uponor, Finland,Engineering & machinery (26),16,0.0,"1,073",5.1,1.5,3.3,3.3,8.8,5,-5.6
399,Crucell, The Netherlands,Pharma & biotech (48),16,-20.3,18,260.0,88.8,11.1,60.0,-150.0,0,15.4
400,James Hardie Industries, The Netherlands,Construction & building (13),16,-4.4,891,23.4,1.8,..,7.6,16.1,3,1.6
401,AVEVA, UK  ,Software & computer services (97),16,63.6,81,50.0,19.6,2.5,3.7,10.0,0,45.4
402,Simcorp, Denmark,Software & computer services (97),16,24.3,82,22.4,19.3,1.2,1.5,20.2,1,-1.3
403,Intercell, Austria,Pharma & biotech (48),16,17.9,3,200.0,524.0,33.3,..,-601.5,0,16.7
404,Wagon, UK  ,Automobiles & parts (31),16,-22.9,688,9.9,2.3,5.2,5.9,2.8,5,-5.6
405,Diageo, UK  ,Beverages (41),16,-26.7,"12,559",-5.8,0.1,3.6,4.2,25.4,24,-39.1
406,Gerling-Konzern Versicherungs, Germany,Insurance (83),16,14.0,"4,172",-15.4,0.4,..,..,7.6,8,-23.6
407,TT electronics, UK  ,Electronic & Electrical  (25),15,25.6,844,11.9,1.8,4.1,4.4,4.9,9,7.7
408,Cez, Czech Republic,Electricity (72),15,..,"3,300",18.1,0.5,10.5,65.5,22.8,18,-1.4
409,Lectra, France,Software & computer services (97),15,4.9,208,12.4,7.2,1.4,1.1,3.5,2,15.8
410,Dynaction, France,Chemicals (11),15,0.0,259,0.8,5.8,4.2,5.8,4.3,2,-4.2
411,Yule Catto, UK  ,Chemicals (11),15,-6.3,776,1.8,1.9,2.8,4.5,5.2,3,-5.8
412,Aviagen, UK  ,Food producers (43),15,-29.5,199,-11.2,7.4,3.5,3.6,23.1,2,1.4
413,Carlsberg, Denmark,Beverages (41),15,142.1,"4,838",3.9,0.3,8.5,10.7,4.6,24,-25.1
414,Gewiss, Italy,Electronic & Electrical  (25),15,4.9,312,4.0,4.7,3.2,2.0,19.0,2,-6.6
415,Medigene, Germany,Pharma & biotech (48),14,-28.8,13,550.0,110.9,7.7,..,-110.3,0,-5.6
416,AEA Technology, UK  ,Support services (58),14,6.3,334,-5.9,4.3,2.4,2.8,-5.2,3,-12.8
417,Wanderer-Werke, Germany,Engineering & machinery (26),14,125.0,410,-7.9,3.5,2.2,2.0,8.1,3,-3.6
418,Anite, UK  ,Software & computer services (97),14,-13.9,268,-3.2,5.4,5.2,2.5,0.3,2,-11.3
419,Option, Belgium,IT hardware (93),14,59.7,103,80.7,13.9,1.9,3.5,18.0,0,25.6
420,Brembo, Italy,Automobiles & parts (31),14,24.5,678,6.9,2.1,10.9,7.4,8.1,4,1.4
421,Raisio, Finland,Food producers (43),14,-32.7,627,-27.2,2.3,4.3,6.9,32.4,2,-29.0
422,Axis-Shield, UK  ,Pharma & biotech (48),14,-22.2,74,4.2,19.1,6.8,7.0,-4.3,0,-3.3
423,Augusta Technologie, Germany,IT hardware (93),14,9.8,234,-0.8,6.0,1.3,1.3,-2.8,1,-8.6
424,Randox Laboratories, UK  ,Pharma & biotech (48),14,2.0,44,15.8,32.0,4.5,5.3,-11.6,1,32.1
425,Axis, Sweden,IT hardware (93),14,2.3,77,11.6,18.3,..,..,7.1,0,-3.7
426,Muhlbauer, Germany,Engineering & machinery (26),14,23.0,128,34.7,10.9,11.7,6.3,18.7,1,6.0
427,InBev, Belgium,Beverages (41),14,0.0,"8,568",21.6,0.2,9.5,7.7,9.7,75,95.4
428,BHP Billiton, UK  ,Mining (4),14,-52.5,"16,838",46.6,0.1,13.0,20.4,23.3,35,0.8
429,Bioinvent, Sweden,Pharma & biotech (48),14,-3.8,7,0.0,199.4,..,..,-166.8,0,-15.1
430,ProStrakan, UK  ,Pharma & biotech (48),14,92.8,30,150.0,46.5,36.7,..,-84.8,0,79.5
431,Steag Hamatech, Germany,Engineering & machinery (26),14,62.4,149,1.4,9.3,1.3,..,0.6,0,-24.4
432,Vossloh, Germany,Engineering & machinery (26),14,87.8,922,0.2,1.5,3.1,2.5,10.8,5,4.0
433,Hoganas, Sweden,Mining (4),14,-8.8,461,11.1,3.0,6.3,13.0,14.7,#VALUE!,..
434,SCI Entertainment, UK  ,Software & computer services (97),14,19.6,44,10.0,31.4,2.3,..,14.6,0,135.6
435,Sanitec, Finland,Construction & building (13),14,-13.8,899,-5.5,1.5,..,..,-3.6,7,-11.8
436,Evotec OAI, Germany,Pharma & biotech (48),14,-10.9,73,-5.2,18.9,4.1,18.2,-126.3,1,-1.1
437,Omega Pharma, Belgium,Pharma & biotech (48),14,102.8,833,14.9,1.7,2.2,1.7,5.4,3,16.9
438,Microscience, UK  ,Pharma & biotech (48),14,-6.3,0,..,..,..,..,"-26,250.8",0,-2.8
439,Autonomy, UK  ,Software & computer services (97),14,16.7,50,6.4,27.1,6.0,2.1,0.1,0,3.8
440,Domino Printing Sciences, UK  ,Electronic & Electrical  (25),13,12.4,252,8.6,5.4,2.8,1.7,13.7,2,11.4
441,SAES Getters, Italy,Electronic & Electrical  (25),13,5.0,142,12.7,9.5,5.6,6.3,18.8,1,-11.1
442,Gamma, The Netherlands,Household goods & textiles (34),13,-16.4,861,-4.8,1.6,3.9,4.0,5.4,9,-0.2
443,OMX, Sweden,Other financials (87),13,-45.7,322,8.4,4.1,..,..,18.8,2,-9.8
444,Union Electrica Fenosa, Spain,Electricity (72),13,-28.1,"5,717",3.8,0.2,17.6,26.7,12.7,21,-2.2
445,Radiall, France,IT hardware (93),13,4.8,163,12.4,8.0,3.7,2.8,1.8,2,6.8
446,Latecoere, France,Aerospace & defence (21),13,225.0,260,32.7,5.0,4.6,1.5,4.5,2,21.6
447,Oxford Biomedica, UK  ,Pharma & biotech (48),13,-14.7,1,0.0,"1,298.0",..,..,"-2,423.7",0,-13.9
448,Ark Therapeutics, UK  ,Pharma & biotech (48),13,70.4,0,..,..,..,..,"-10,420.2",0,68.6
449,Channel Four Television, UK  ,Media & entertainment (54),13,21.3,"1,188",9.3,1.1,0.6,0.5,7.3,1,6.0
450,K+S, Germany,Chemicals (11),13,-2.4,"2,582",12.8,0.5,4.5,5.2,6.4,11,4.3
451,Lucite International, UK  ,Chemicals (11),13,0.0,999,1.9,1.3,5.9,4.8,9.5,2,5.5
452,National Grid Transco, UK  ,Utilities - other (77),13,-10.0,"12,036",-5.7,0.1,16.8,16.4,21.6,24,-4.9
453,Arakis, UK  ,Pharma & biotech (48),13,..,0,..,..,..,..,..,0,..
454,EYBL International, Austria,Automobiles & parts (31),13,53.3,342,-0.9,3.7,4.7,7.5,3.3,4,10.5
455,IONA Technologies, Ireland,Software & computer services (97),13,-37.0,50,-9.1,25.3,2.0,1.8,0.3,0,-2.0
456,Genus, UK  ,Support services (58),13,11.4,259,6.1,4.9,2.3,3.7,4.9,1,-2.0
457,Bacou-Dalloz, France,Household goods & textiles (34),13,3.3,706,-11.3,1.8,2.4,2.0,1.6,6,-3.3
458,Swedish Match, Sweden,Tobacco (49),13,13.0,"1,440",-0.2,0.9,3.8,4.2,25.9,15,-0.5
459,CODASciSys, UK  ,Software & computer services (97),12,-1.2,96,0.0,13.0,9.4,2.1,5.3,1,-4.8
460,ADVA, Germany,IT hardware (93),12,0.8,102,13.3,12.2,2.9,3.3,7.2,0,12.8
461,Morphosys, Germany,Pharma & biotech (48),12,37.7,22,46.7,56.3,9.1,6.7,0.6,0,23.2
462,Vectura, UK  ,Pharma & biotech (48),12,23.8,4,-20.0,308.3,25.0,100.0,-311.7,0,3.1
463,Exact, The Netherlands,Software & computer services (97),12,-22.9,212,2.9,5.8,2.4,1.9,20.2,2,6.3
464,Tarkett, Germany,Household goods & textiles (34),12,12.8,"1,437",6.5,0.9,3.6,3.5,6.2,7,-1.3
