eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,capex_int_%,profits_losses_eur_million,profits_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
43,L'OREAL,France,Personal Goods,790.5,9.7,3.5,22462.7,10.4,955.0,10.3,4.3,3709.0,15.2,16.5,72637,5.4
44,UCB,Belgium,Pharmaceuticals & Biotechnology,782.0,0.3,25.5,3070.0,6.7,160.0,95.1,5.2,389.0,11.8,12.7,9048,6.4
45,SCHNEIDER,France,Electronic & Electrical Equipment,750.0,-10.5,3.1,23946.0,7.2,472.0,-8.3,2.0,2868.0,2.0,12.0,152384,8.5
46,ROLLS-ROYCE,UK,Aerospace & Defence,749.9,20.6,5.2,14544.5,9.3,520.3,5.6,3.6,1642.1,15.8,11.3,42800,5.9
47,VIVENDI,France,Media,718.0,-28.1,2.5,28994.0,0.6,4516.0,34.1,15.6,3823.0,-32.7,13.2,58050,-0.5
48,VALEO,France,Automobiles & Parts,705.0,14.3,6.0,11759.0,8.2,603.0,23.1,5.1,672.0,-4.5,5.7,72600,6.9
49,DEUTSCHE BANK,Germany,Banks,705.0,48.1,2.1,33369.0,0.1,,  ,0.0,784.0,-85.5,2.3,98219,-2.7
50,THALES,France,Aerospace & Defence,699.5,19.3,4.9,14158.1,8.7,437.3,65.6,3.1,790.9,19.0,5.6,65992,-3.4
51,SHIRE,UK,Pharmaceuticals & Biotechnology,660.8,19.5,18.6,3548.0,9.8,113.4,-23.0,3.2,705.7,-16.5,19.9,5300,0.9
52,MICHELIN,France,Automobiles & Parts,622.0,5.1,2.9,21474.0,3.6,1894.0,18.2,8.8,2478.0,28.3,11.5,113443,-0.3
53,ASML HOLDING,The Netherlands,Technology Hardware & Equipment,612.5,-1.3,12.9,4731.6,-16.3,171.9,-42.9,3.6,1341.3,-18.4,28.3,8497,6.8
54,TELECOM ITALIA,Italy,Fixed Line Telecommunications,602.0,-1.5,2.0,29503.0,-1.5,3201.0,5.7,10.8,1506.0,-234.0,5.1,78503,0.3
55,HSBC,UK,Banks,579.8,-32.2,1.1,51125.5,-1.3,,  ,0.0,15650.3,-5.6,30.6,270000,-9.4
56,BARCLAYS,UK,Banks,533.4,18.9,1.5,34735.4,-1.8,,  ,0.0,294.2,-95.8,0.8,139200,-1.3
57,ELECTRICITE DE FRANCE,France,Electricity,527.0,1.7,0.7,72729.0,11.4,13386.0,20.2,18.4,8808.0,-1.9,12.1,154730,1.9
58,BP,UK,Oil & Gas Producers,510.8,6.0,0.2,285000.0,0.0,17491.3,29.3,6.1,14389.1,-49.3,5.0,85700,2.8
59,CNH GLOBAL,The Netherlands,Industrial Engineering,494.2,24.0,3.4,14724.1,7.6,421.4,36.3,2.9,839.0,36.5,5.7,33800,3.4
60,SAINT-GOBAIN,France,Construction & Materials,479.0,11.4,1.1,43198.0,2.6,1883.0,-7.1,4.4,2075.0,-25.7,4.8,194447,2.3
61,COVIDIEN,Ireland,Health Care Equipment & Services,472.2,12.5,5.3,8982.9,2.4,398.7,12.6,4.4,1848.6,1.8,20.6,43400,5.1
62,NXP SEMICONDUCTORS,The Netherlands,Technology Hardware & Equipment,459.3,0.2,13.9,3303.0,3.9,190.2,13.6,5.8,311.5,12.0,9.4,25358,7.2
63,INFINEON TECHNOLOGIES,Germany,Technology Hardware & Equipment,455.0,-8.8,11.7,3904.0,-2.3,832.0,-1.5,21.3,456.0,-38.0,11.7,26658,3.6
64,UBISOFT ENTERTAINMENT,France,Software & Computer Services,450.7,27.0,35.9,1256.2,18.4,25.2,-3.8,2.0,87.9,92.7,7.0,8268,19.4
65,AMADEUS,Spain,Software & Computer Services,440.3,26.7,15.1,2910.3,5.5,55.8,26.0,1.9,831.2,-0.7,28.6,9163,12.3
66,HENKEL,Germany,Household Goods & Home Construction,430.0,8.6,2.6,16510.0,5.8,422.0,7.4,2.6,2159.0,25.4,13.1,46610,-1.4
67,ACCENTURE,Ireland,Support Services,424.1,11.2,1.9,22569.3,8.9,281.9,-7.9,1.2,2938.9,11.2,13.0,257000,8.9
68,HELLA,Germany,Automobiles & Parts,416.5,11.5,8.7,4810.2,10.0,,  ,0.0,333.1,28.0,6.9,26574,9.6
69,AREVA,France,Electricity,399.0,-8.1,4.3,9342.0,5.3,2103.0,3.2,22.5,-171.0,-90.8,-1.8,46513,-2.2
70,EVONIK INDUSTRIES,Germany,Chemicals,384.0,10.0,2.8,13629.0,-6.3,1021.0,15.4,7.5,1915.0,4.7,14.1,33298,-0.8
71,DSM,The Netherlands,Chemicals,383.0,0.5,4.2,9131.0,-0.7,604.0,42.8,6.6,443.0,-52.4,4.9,23498,5.7
72,AKZO NOBEL,The Netherlands,Chemicals,379.0,8.3,2.5,15390.0,5.4,826.0,25.5,5.4,-1300.0,-219.4,-8.4,50610,-2.7
73,CARL ZEISS,Germany,Health Care Equipment & Services,376.7,6.2,9.0,4163.0,-1.7,,  ,0.0,419.6,-31.3,10.1,23736,4.9
74,SOCIETE GENERALE,France,Banks,376.0,10.3,1.5,24363.0,-0.4,,  ,0.0,1542.0,-62.5,6.3,154009,-3.1
75,DASSAULT SYSTEMES,France,Software & Computer Services,368.1,11.8,18.1,2028.3,13.8,40.6,-43.1,2.0,501.0,16.9,24.7,10122,6.0
76,VODAFONE,UK,Mobile Telecommunications,367.2,1.0,0.7,53156.1,-4.2,5580.5,-2.0,10.5,5791.0,-57.0,10.9,91272,5.7
77,DASSAULT AVIATION,France,Aerospace & Defence,359.1,31.3,9.1,3941.2,19.2,60.5,17.8,1.5,1468.2,20.0,37.3,11552,0.9
78,SANDVIK,Sweden,Industrial Engineering,357.0,6.8,3.1,11480.8,4.7,561.6,-3.5,4.9,1630.1,35.5,14.2,49385,1.7
79,BAT,UK,Tobacco,344.4,4.3,1.9,18167.2,-1.4,794.1,30.2,4.4,6532.5,10.3,36.0,87485,-0.4
80,H LUNDBECK,Denmark,Pharmaceuticals & Biotechnology,338.4,-12.9,17.1,1982.4,-7.5,40.3,-28.2,2.0,203.7,-55.2,10.3,5541,-3.4
81,EATON CORPORATION,Ireland,Electronic & Electrical Equipment,332.7,5.3,2.7,12362.4,1.6,449.4,4.4,3.6,1159.6,-8.4,9.4,,-100.0
82,UNICREDIT,Italy,Banks,327.0,51.8,1.4,24184.5,-3.2,,  ,0.0,-327.1,-95.4,-1.4,156354,-2.5
83,BSH BOSCH UND SIEMENS HAUSGERATE,Germany,Household Goods & Home Construction,321.0,9.6,6.5,4965.3,-4.8,,  ,0.0,153.9,24.0,3.1,12604,1.0
84,REED ELSEVIER,UK,Media,312.2,-3.3,  ,,  ,,  ,  ,651.8,40.1,  ,30400,-0.3
85,FRESENIUS,Germany,Health Care Equipment & Services,305.0,14.2,1.6,19290.0,16.8,970.0,23.9,5.0,2983.0,16.4,15.5,169324,13.4
86,DIEHL,Germany,General Industrials,303.3,5.6,10.4,2929.3,7.5,,  ,0.0,173.6,3.5,5.9,13455,5.3
87,MAHLE,Germany,Automobiles & Parts,289.4,-10.3,4.7,6159.5,2.6,,  ,0.0,404.0,-4.9,6.6,47153,-1.0
88,INTESA SANPAOLO,Italy,Banks,287.0,-0.3,1.6,17992.0,6.6,,  ,0.0,2967.0,-131.1,16.5,96170,-3.9
89,SOLVAY,Belgium,Chemicals,285.0,77.0,2.1,13373.0,64.9,785.0,30.4,5.9,1384.0,168.7,10.3,29103,-0.1
90,LLOYDS BANKING,UK,Banks,282.3,-36.0,1.2,24496.4,-1.4,,  ,0.0,-681.7,-83.9,-2.8,113617,10.3
91,IPSEN,France,Pharmaceuticals & Biotechnology,275.3,33.5,22.6,1219.5,5.1,49.0,10.5,4.0,114.8,58.2,9.4,4835,5.6
92,DANONE,France,Food Producers,257.0,10.3,1.2,20869.0,8.0,976.0,10.3,4.7,2731.0,-0.7,13.1,102401,1.4
93,HEXAGON,Sweden,Industrial Engineering,254.7,13.9,10.7,2380.0,9.7,46.8,20.3,2.0,489.5,13.5,20.6,13203,5.8
94,GRUNENTHAL,Germany,Pharmaceuticals & Biotechnology,251.0,7.7,26.5,946.6,4.0,,  ,0.0,123.4,-65.0,13.0,4718,-5.0
95,KNORR-BREMSE,Germany,Industrial Engineering,249.7,19.6,5.8,4300.1,1.4,,  ,0.0,467.7,-6.9,10.9,17693,2.3
96,ELECTROLUX,Sweden,Household Goods & Home Construction,248.0,4.2,1.9,12816.8,8.3,476.6,29.3,3.7,477.3,43.3,3.7,59478,12.4
97,RWE,Germany,"Gas, Water & Multi-utilities",246.0,4.7,0.5,50771.0,3.3,5081.0,-20.0,10.0,3927.0,-6.1,7.7,70208,-2.6
98,THYSSENKRUPP,Germany,Industrial Metals & Mining,242.0,-2.4,0.6,40124.0,-6.1,1051.0,10.1,2.6,988.0,-64.8,2.5,167961,-6.7
99,GDF SUEZ,France,"Gas, Water & Multi-utilities",236.0,2.2,0.2,97038.0,7.0,9177.0,3.1,9.5,7024.0,-28.7,7.2,236156,-1.7
100,ATLAS COPCO,Sweden,Industrial Engineering,235.7,16.2,2.2,10549.1,11.5,194.8,-3.2,1.8,2245.9,9.8,21.3,39113,11.3
101,RHEINMETALL,Germany,Automobiles & Parts,229.0,10.1,4.9,4704.0,5.6,234.0,18.8,5.0,232.0,-36.6,4.9,21767,1.2
102,ZODIAC AEROSPACE,France,Aerospace & Defence,222.7,23.0,6.5,3440.6,25.8,82.7,34.8,2.4,498.5,24.4,14.5,23080,18.0
103,VESTAS WIND SYSTEMS,Denmark,Alternative Energy,221.0,-47.1,3.1,7216.0,23.6,167.0,-60.7,2.3,-523.0,946.0,-7.2,17778,-21.8
104,BIOMERIEUX,France,Pharmaceuticals & Biotechnology,218.6,6.9,  ,,  ,,  ,  ,0.0,3.4,  ,,  
105,BEHR,Germany,Automobiles & Parts,216.6,3.6,5.8,3727.9,0.6,,  ,0.0,31.5,-81.4,0.8,,  
106,ARCELORMITTAL,Luxembourg,Industrial Metals & Mining,216.0,-6.9,0.3,63826.7,-10.4,3549.3,-3.2,5.6,-2445.1,-165.9,-3.8,245000,-6.1
107,GKN,UK,Automobiles & Parts,215.3,25.0,2.8,7785.9,13.3,332.5,17.8,4.3,588.4,23.0,7.6,40335,9.2
108,WARTSILA,Finland,Industrial Engineering,212.0,23.3,4.5,4725.0,12.3,112.0,24.4,2.4,470.0,7.6,9.9,18887,5.4
109,ENI,Italy,Oil & Gas Producers,211.0,10.5,0.2,127000.0,15.5,11222.0,-3.7,8.8,15894.0,-10.8,12.5,75206,-5.2
110,CSR UK,UK,Technology Hardware & Equipment,209.1,16.7,26.9,777.1,21.3,9.1,-17.5,1.2,83.7,-342.9,10.8,2474,20.9
111,LEGRAND,France,Electronic & Electrical Equipment,207.6,3.5,4.6,4466.7,5.1,92.5,-13.6,2.1,848.0,4.4,19.0,33079,6.5
112,INGERSOLL-RAND,Ireland,Industrial Engineering,207.4,6.3,1.9,10637.3,-5.1,199.0,8.1,1.9,1149.5,75.4,10.8,49000,-5.8
113,RECKITT BENCKISER,UK,Household Goods & Home Construction,204.5,10.3,1.8,11442.1,0.9,198.5,1.2,1.7,2858.4,0.2,25.0,35900,-5.0
114,B BRAUN MELSUNGEN,Germany,Health Care Equipment & Services,202.5,5.4,4.0,5047.8,9.5,,  ,0.0,510.0,15.2,10.1,46559,6.6
115,UMICORE,Belgium,Industrial Metals & Mining,201.0,28.2,1.6,12548.0,-13.3,227.8,21.1,1.8,334.5,-24.0,2.7,14438,-0.9
116,TOGNUM,Germany,Industrial Engineering,200.8,6.4,6.7,3014.5,1.4,,  ,0.0,296.5,-0.3,9.8,10479,6.7
117,SNCF,France,Industrial Transportation,200.0,49.3,0.6,33820.0,3.6,,  ,0.0,990.0,54.4,2.9,249343,1.7
118,CHIESI FARMACEUTICI,Italy,Pharmaceuticals & Biotechnology,198.0,16.9,17.9,1106.8,4.7,,  ,0.0,182.4,1.4,16.5,3822,1.2
119,ZF LENKSYSTEME,Germany,Automobiles & Parts,195.2,14.7,4.9,3977.0,11.5,,  ,0.0,159.9,-9.7,4.0,12717,8.5
120,NOVOZYMES,Denmark,Pharmaceuticals & Biotechnology,193.7,12.4,12.9,1504.6,6.9,151.1,-12.6,10.0,365.4,15.5,24.3,5950,3.5
121,TRUMPF,Germany,General Industrials,193.4,22.4,9.6,2023.8,51.0,,  ,0.0,202.8,-517.4,10.0,7862,3.9
122,INDRA SISTEMAS,Spain,Software & Computer Services,193.0,2.0,6.6,2941.0,9.4,24.1,-42.7,0.8,221.9,-17.7,7.5,36935,18.8
123,TESCO,UK,General Retailers,192.6,-38.3,0.2,77531.8,0.4,3132.3,-22.4,4.0,3022.3,-27.2,3.9,537784,3.5
124,SAGE,UK,Software & Computer Services,192.6,-2.9,12.0,1602.9,0.5,23.1,-16.1,1.4,411.3,-0.3,25.7,13193,-2.7
125,LANXESS,Germany,Chemicals,192.0,33.3,2.1,9094.0,3.6,696.0,2.5,7.7,769.0,3.2,8.5,17177,4.8
126,ARM HOLDINGS,UK,Electronic & Electrical Equipment,191.1,4.0,27.7,690.0,17.3,24.2,66.4,3.5,245.7,40.6,35.6,2261,13.3
127,BAE SYSTEMS,UK,Aerospace & Defence,189.0,-31.0,0.9,19962.4,-6.1,429.4,0.0,2.2,1974.6,4.5,9.9,81000,-6.9
128,L'AIR LIQUIDE,France,Chemicals,187.8,-6.8,1.2,15326.3,6.0,2007.9,14.4,13.1,2523.7,9.1,16.5,49500,7.1
129,SKF,Sweden,Industrial Engineering,187.4,8.6,2.5,7524.4,-2.5,229.3,7.0,3.0,856.2,-23.8,11.4,,  
130,KERRY,Ireland,Food Producers,185.9,11.3,3.2,5848.3,10.3,140.9,-2.4,2.4,543.2,14.6,9.3,24182,0.6
131,VOITH,Germany,General Industrials,185.9,8.1,3.2,5723.6,2.3,,  ,0.0,356.6,-10.1,6.2,43533,3.8
132,FREUDENBERG,Germany,General Industrials,184.1,8.9,2.9,6321.7,5.5,,  ,0.0,538.0,4.1,8.5,37684,4.4
133,DANFOSS,Denmark,Industrial Engineering,183.8,10.6,4.0,4554.5,0.3,,  ,0.0,498.9,-11.7,11.0,23092,-4.3
134,AMDOCS,UK,Software & Computer Services,183.5,9.1,7.5,2460.9,2.2,92.5,11.2,3.8,335.4,9.4,13.6,20105,1.4
135,CLAAS,Germany,Industrial Engineering,181.2,25.6,5.3,3435.6,4.0,,  ,0.0,316.6,10.8,9.2,9077,0.2
136,PIRELLI,Italy,Automobiles & Parts,178.9,5.4,2.9,6071.5,7.4,455.5,-26.3,7.5,802.3,34.6,13.2,36384,16.4
137,WACKER CHEMIE,Germany,Chemicals,174.5,0.9,3.8,4634.9,-5.6,942.9,20.7,20.3,263.8,-56.4,5.7,16292,-5.1
138,GEMALTO,The Netherlands,Electronic & Electrical Equipment,173.7,14.5,7.7,2245.5,11.4,70.0,31.9,3.1,238.2,45.6,10.6,,-100.0
139,GRUNDFOS,Denmark,Industrial Engineering,170.6,4.4,21.9,779.8,7.3,,  ,0.0,38.1,-3.8,4.9,2776,-3.2
140,TOMTOM,The Netherlands,Electronic & Electrical Equipment,170.0,0.9,16.1,1057.1,-17.0,9.3,-43.6,0.9,70.2,-116.5,6.6,3477,-6.0
141,DEUTSCHE BORSE,Germany,Financial Services,168.6,51.1,7.9,2145.3,-3.9,44.5,7.0,2.1,922.8,-13.9,43.0,3704,3.2
142,PORTUGAL TELECOM,Portugal,Fixed Line Telecommunications,167.0,-23.7,2.6,6392.6,6.5,1510.4,24.1,23.6,932.0,4.6,14.6,70103,-3.1
143,ACCIONA,Spain,Construction & Materials,166.2,77.6,2.4,7016.0,5.6,752.2,-23.4,10.7,1430.6,103.9,20.4,32905,3.3
144,MARKS & SPENCER,UK,General Retailers,163.7,158.8,1.4,11992.0,0.9,768.5,13.9,6.4,904.2,1.3,7.5,81734,0.6
145,AGFA-GEVAERT,Belgium,Electronic & Electrical Equipment,163.0,-0.6,5.3,3091.0,2.2,41.0,-25.5,1.3,105.0,191.7,3.4,11408,-2.7
146,ALMIRALL,Spain,Pharmaceuticals & Biotechnology,162.1,12.2,23.7,682.9,-11.1,28.8,53.8,4.2,56.0,-30.2,8.2,2804,0.4
147,DRAGERWERK,Germany,Health Care Equipment & Services,161.2,21.8,6.8,2373.5,5.2,58.4,-1.9,2.5,231.8,8.5,9.8,12516,5.0
148,MTU AERO ENGINES,Germany,Aerospace & Defence,160.7,-1.4,4.8,3378.6,15.2,99.1,-12.8,2.9,300.2,4.2,8.9,8541,4.1
149,TECHNICOLOR,France,Media,160.0,5.3,4.5,3580.0,3.8,80.0,-24.5,2.2,264.0,-900.0,7.4,14639,-13.6
150,MAXINGVEST,Germany,Beverages,159.0,-2.5,1.7,9608.0,4.7,,  ,0.0,856.0,54.2,8.9,29280,-3.3
151,JOHNSON MATTHEY,UK,Chemicals,158.0,8.1,1.2,12831.6,-10.8,208.3,26.7,1.6,455.0,-12.4,3.5,10995,9.3
152,ASSA ABLOY,Sweden,Construction & Materials,156.6,11.8,2.9,5432.2,11.6,126.5,20.9,2.3,875.7,43.6,16.1,42762,4.1
153,WM MORRISON SUPERMARKETS,UK,Food & Drug Retailers,155.5,85.7,0.7,21666.7,2.6,1011.8,16.9,4.7,1136.2,-2.5,5.2,128705,-1.9
154,RSA INSURANCE,UK,Nonlife Insurance,153.1,-12.9,1.5,9990.2,2.6,,  ,0.0,203.3,-4.5,2.0,,-100.0
155,COMMERZBANK,Germany,Banks,152.0,26.7,1.5,10296.0,-12.9,,  ,0.0,905.0,78.5,8.8,53798,-3.8
156,ASM INTERNATIONAL,The Netherlands,Technology Hardware & Equipment,149.2,12.3,10.5,1418.1,-13.2,68.2,-23.6,4.8,99.0,-63.3,7.0,17332,-1.1
157,KRONES,Germany,Industrial Engineering,149.1,21.2,5.6,2664.2,7.4,71.7,0.4,2.7,91.6,32.8,3.4,11963,5.0
158,ESSILOR INTERNATIONAL,France,Health Care Equipment & Services,149.0,6.5,3.0,4988.8,19.1,241.2,17.8,4.8,893.6,17.7,17.9,50668,4.0
159,ELAN,Ireland,Pharmaceuticals & Biotechnology,148.5,-14.9,97950.0,0.2,-100.0,7.8,-62.3,5150.0,-278.1,-665.3,-183450.1,364,-59.6
160,GETINGE,Sweden,Health Care Equipment & Services,148.2,14.5,5.2,2825.4,11.0,146.2,34.2,5.2,466.8,2.1,16.5,13617,9.6
161,ARKEMA,France,Chemicals,148.0,12.1,2.3,6395.0,8.4,479.0,13.0,7.5,672.0,-14.0,10.5,13759,-12.8
162,IBERDROLA,Spain,Electricity,145.2,6.5,0.4,34201.2,8.1,3896.5,-3.6,11.4,4552.5,2.0,13.3,31338,-1.7
163,DEUTSCHE TELEKOM,Germany,Fixed Line Telecommunications,143.9,-41.0,0.2,58169.0,-0.8,6312.0,-3.9,10.9,-5068.0,-186.7,-8.7,229686,-2.3
164,E.ON,Germany,"Gas, Water & Multi-utilities",143.0,16.3,0.1,132000.0,16.8,6379.0,2.6,4.8,4344.0,-2902.6,3.3,72083,-8.6
165,ING,The Netherlands,Banks,143.0,10.9,0.9,15342.0,-7.6,,  ,0.0,4330.0,-18.3,28.2,66879,-6.0
166,ENEL,Italy,Electricity,139.0,40.4,0.2,82699.0,6.6,6522.0,-6.3,7.9,8165.0,-26.9,9.9,73702,-3.4
167,ANHEUSER-BUSCH INBEV,Belgium,Beverages,137.9,4.0,0.5,30133.4,1.8,2473.9,-3.3,8.2,10106.9,0.8,33.5,117632,1.4
168,METRO,Germany,General Retailers,134.0,-5.6,0.2,66739.0,1.2,1304.0,-4.1,2.0,1229.0,-36.5,1.8,288107,-0.9
169,EBERSPAECHER,Germany,Automobiles & Parts,134.0,11.6,5.2,2590.5,34.0,,  ,0.0,131.9,100.3,5.1,6134,11.6
170,RICHTER GEDEON,Hungary,Pharmaceuticals & Biotechnology,133.3,35.3,11.9,1120.8,6.1,81.7,-10.6,7.3,168.3,-13.5,15.0,10982,2.1
171,SERCO,UK,Support Services,132.8,25.9,2.3,5875.9,5.7,63.0,6.0,1.1,333.9,1.7,5.7,96113,25.4
172,BOLLORE,France,Industrial Transportation,131.6,173.0,1.3,10185.8,20.0,430.8,52.9,4.2,503.4,47.3,4.9,55555,46.6
173,SAAB,Sweden,Aerospace & Defence,130.9,63.0,4.7,2797.7,2.2,38.2,0.9,1.4,206.4,5.4,7.4,13834,8.0
174,GIESECKE & DEVRIENT,Germany,Support Services,130.8,11.1,8.0,1635.4,-3.1,,  ,0.0,100.1,-21.5,6.1,10507,2.0
175,SMITH & NEPHEW,UK,Health Care Equipment & Services,129.6,2.4,4.1,3135.5,-3.1,200.8,-17.4,6.4,650.3,-1.5,20.7,10477,-2.5
176,ADIDAS,Germany,Personal Goods,128.0,11.3,0.9,14883.0,11.7,376.0,18.2,2.5,919.0,-3.6,6.2,46306,-1.1
177,SMITHS,UK,Electronic & Electrical Equipment,127.4,8.1,3.5,3624.0,6.6,59.9,1.6,1.7,449.5,-13.3,12.4,23200,1.3
178,KWS SAAT,Germany,Food Producers,126.6,11.5,12.8,986.3,15.3,46.2,37.3,4.7,128.3,6.0,13.0,3851,8.2
179,METSO,Finland,Industrial Engineering,126.0,6.8,1.7,7504.0,12.9,156.0,-4.9,2.1,604.0,6.7,8.0,30212,-0.4
180,VOESTALPINE,Austria,Industrial Metals & Mining,125.6,19.3,1.1,11524.4,-4.4,740.1,33.9,6.4,844.2,20.5,7.3,43429,1.2
181,MERZ,Germany,Pharmaceuticals & Biotechnology,125.0,-6.5,12.9,966.2,15.4,,  ,0.0,263.1,57.5,27.2,,  
182,GRIFOLS,Spain,Pharmaceuticals & Biotechnology,124.6,47.5,4.8,2620.9,46.0,146.0,6.4,5.6,662.2,135.3,25.3,11259,0.0
183,MISYS,UK,Software & Computer Services,124.1,49.8,26.1,474.8,7.3,,  ,0.0,-3.2,-107.4,-0.7,4064,-7.8
184,BRITISH SKY BROADCASTING,UK,Media,120.8,60.3,1.5,8122.0,2.9,272.7,15.7,3.4,1484.2,15.5,18.3,17937,12.1
185,PACE,UK,Technology Hardware & Equipment,120.1,-6.6,6.6,1821.6,4.1,17.1,-45.5,0.9,71.1,24.6,3.9,1864,14.4
186,INVENSYS,UK,Electronic & Electrical Equipment,118.4,-16.8,5.5,2143.2,-29.4,41.9,  ,2.0,51.4,-71.9,2.4,20818,0.9
187,HEIDELBERGER DRUCKMASCHINEN,Germany,Industrial Engineering,118.2,-8.3,4.3,2734.6,5.4,80.4,21.9,2.9,29.6,689.0,1.1,14215,-7.8
188,MEGGITT,UK,Aerospace & Defence,116.1,16.7,6.0,1920.5,10.3,42.5,31.5,2.2,384.5,23.1,20.0,10831,15.8
189,LAFARGE,France,Construction & Materials,116.0,-10.1,0.7,15816.0,3.5,775.0,-27.6,4.9,1894.0,15.6,12.0,58031,-4.8
190,KION,Germany,Industrial Engineering,115.4,5.2,2.4,4726.7,8.2,,  ,0.0,531.5,165.7,11.2,22232,6.9
191,JOHN LEWIS,UK,General Retailers,114.9,8.7,1.1,10124.7,9.1,,  ,0.0,548.4,15.4,5.4,81900,4.1
192,LYONDELLBASELL INDUSTRIES,The Netherlands,Chemicals,114.4,-13.7,0.3,34557.4,-10.7,803.4,1.0,2.3,3238.6,-1.8,9.4,13400,-2.2
193,SYMRISE,Germany,Chemicals,113.8,7.6,6.6,1734.9,9.6,51.6,8.2,3.0,249.4,7.2,14.4,5799,4.4
194,WEBASTO,Germany,Automobiles & Parts,112.8,18.8,4.6,2440.6,5.9,,  ,0.0,124.4,-17.0,5.1,10094,9.6
195,GAMESA,Spain,Industrial Engineering,112.4,10.1,4.2,2664.8,-12.0,139.7,-1.6,5.2,-209.1,-182.9,-7.8,6656,-20.4
196,PRADA,Italy,Personal Goods,111.4,8.0,3.4,3256.4,29.1,350.2,40.9,10.8,889.8,41.5,27.3,9427,16.9
197,HUSQVARNA,Sweden,Industrial Engineering,109.6,-4.8,3.1,3592.9,1.6,60.1,-26.5,1.7,187.3,3.9,5.2,15429,-1.7
198,AHOLD,The Netherlands,Food & Drug Retailers,109.0,28.2,0.3,32841.0,8.5,911.0,20.7,2.8,1268.0,-14.8,3.9,156000,-28.4
199,LOTUS CARS,UK,Automobiles & Parts,108.1,91.1,117.4,92.1,-37.4,,  ,0.0,-132.8,459.2,-144.2,1084,-6.6
200,BENTELER INTERNATIONAL,Austria,Automobiles & Parts,107.6,0.7,1.4,7452.0,4.9,,  ,0.0,154.7,-13.6,2.1,,  
201,VATTENFALL,Sweden,Electricity,106.7,-22.2,0.5,19495.7,-7.6,,  ,0.0,2975.2,11.8,15.3,32794,-5.5
202,YANDEX,The Netherlands,Software & Computer Services,105.1,28.3,14.6,717.8,52.2,99.4,-24.1,13.9,238.8,43.0,33.3,3761,13.6
203,VEOLIA ENVIRONNEMENT,France,"Gas, Water & Multi-utilities",103.9,-23.0,0.4,29438.5,-0.7,2302.0,1.9,7.8,1123.7,16.0,3.8,248805,-3.7
204,SMA SOLAR TECHNOLOGY,Germany,Alternative Energy,103.2,3.3,7.1,1463.4,-12.7,72.9,-45.7,5.0,103.4,-56.8,7.1,6223,-3.9
205,ALTANA,Germany,Chemicals,102.3,16.7,6.0,1705.3,5.5,,  ,0.0,226.9,4.6,13.3,5345,4.3
206,SPECTRIS,UK,Electronic & Electrical Equipment,102.3,12.8,6.9,1472.0,11.3,34.4,-1.4,2.3,237.5,13.0,16.1,7361,14.2
207,ALKERMES,Ireland,Pharmaceuticals & Biotechnology,101.2,11.7,23.2,436.2,47.6,16.8,30.8,3.9,62.0,-192.7,14.2,1230,2.5
208,KRKA,Slovenia,Pharmaceuticals & Biotechnology,101.1,8.8,8.8,1143.3,6.3,145.1,45.1,12.7,192.3,-10.1,16.8,9461,5.7
209,SOFTWARE,Germany,Software & Computer Services,101.1,14.8,9.7,1047.3,-4.6,13.3,-7.9,1.3,243.8,-9.7,23.3,5419,-2.1
210,LINDE,Germany,Chemicals,101.0,-30.3,0.7,15280.0,10.8,1788.0,32.9,11.7,1972.0,5.9,12.9,56302,13.6
211,DIALOG SEMICONDUCTOR,UK,Technology Hardware & Equipment,101.0,53.6,17.2,586.3,46.7,26.5,65.5,4.5,69.0,47.7,11.8,806,26.9
212,INGENICO,France,Electronic & Electrical Equipment,100.6,21.6,8.3,1206.4,20.5,49.8,43.3,4.1,155.0,38.7,12.8,3942,10.4
213,GEA,Germany,Industrial Engineering,100.5,19.3,1.8,5720.1,5.6,161.0,3.8,2.8,456.1,1.8,8.0,24498,2.8
214,IMAGINATION TECHNOLOGIES,UK,Technology Hardware & Equipment,100.4,40.8,55.4,181.2,18.8,27.4,158.7,15.1,13.3,-52.6,7.3,1249,29.2
215,ORION OYJ,Finland,Pharmaceuticals & Biotechnology,100.0,21.8,10.2,980.4,6.8,42.4,66.3,4.3,280.9,-0.3,28.7,3495,5.0
216,GAMELOFT,France,Software & Computer Services,98.8,13.9,47.4,208.3,26.7,6.1,17.5,2.9,15.5,-23.5,7.4,6221,13.9
217,SCA,Sweden,Forestry & Paper,98.5,1.6,1.0,9951.9,5.0,661.0,-4.0,6.6,615.0,214.9,6.2,33775,-22.7
218,RIO TINTO,UK,Mining,97.8,-12.8,0.3,38628.9,-15.8,13231.8,41.5,34.3,7438.2,-57.6,19.3,71219,4.8
219,BURELLE,France,General Industrials,97.5,-43.7,2.0,4808.2,13.9,215.2,25.1,4.5,299.4,5.1,6.2,21043,6.4
220,BARCO,Belgium,Electronic & Electrical Equipment,97.3,16.8,8.4,1156.0,11.0,24.9,22.4,2.1,98.1,66.2,8.5,3725,5.6
221,KORBER,Germany,General Industrials,97.0,-8.6,4.8,2003.7,3.1,,  ,0.0,221.6,-2.2,11.1,,-100.0
