eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
970,Silicon Sensor International,Germany,Electrical components & equipment (2733),3.53,263.9,33,106.3,10.7,15.2,6.3,12.1,0,79.4
971,AGI Therapeutics,Ireland,Pharmaceuticals (4577),3.52,-19.5,0,,880.0,100.0,,"-1,250.0",0,40.0
972,Jeyes  ,UK,Household goods (372),3.50,22.8,256,-1.5,1.4,2.3,2.7,-3.9,1,-3.5
972,Surteco,Germany,Household goods (372),3.50,9.4,403,1.8,0.9,6.0,5.6,13.4,2,-3.4
974,Grindeks,Latvia,Pharmaceuticals (4577),3.48,80.3,60,30.4,5.8,16.7,6.5,20.0,1,29.6
975,Sava,Slovenia,Chemicals (135),3.47,7.4,169,-30.7,2.1,23.1,15.6,13.6,2,-18.4
975,OMG  ,UK,Software (9537),3.47,45.2,24,14.3,14.5,4.2,4.8,8.3,0,11.6
977,GeneMedix  ,UK,Biotechnology (4573),3.46,5.5,0,,,,,,0,-11.5
978,Fininfo,France,Media (555),3.45,12.7,138,-2.1,2.5,2.9,2.1,10.9,1,-2.3
978,Volantis Systems  ,UK,Software (9537),3.45,59.7,12,100.0,28.8,3.3,6.7,-33.3,0,50.0
980,PA  ,UK,Support services (279),3.43,58.1,556,15.6,0.6,2.9,2.7,8.5,3,13.8
981,Chanel  ,UK,General retailers (537),3.41,-6.6,224,5.2,1.5,2.7,2.3,20.1,1,14.7
981,Sondagsavisen,Denmark,Media (555),3.41,-34.2,224,17.9,1.5,7.6,2.6,10.7,1,22.2
981,IBS (now part of Siemens),Germany,Software (9537),3.41,9.3,20,11.1,17.1,2.0,2.2,10.0,0,0.0
984,Gevelot,France,Automobiles & parts (335),3.40,4.0,197,-1.5,1.7,7.1,9.5,4.1,2,0.0
984,Kemira Growhow,Finland,Chemicals (135),3.40,-40.4,"1,166",-4.5,0.3,3.0,4.5,-0.1,3,-9.6
986,Biotica Technology  ,UK,Biotechnology (4573),3.39,33.5,0,,,,,,0,5.9
987,Softing,Germany,Computer hardware (9572),3.38,-18.2,24,9.1,14.1,1.7,1.8,-8.3,0,9.4
987,De'Longhi,Italy,Household goods (372),3.38,-14.4,"1,363",8.3,0.2,3.0,4.1,6.2,8,
987,Innovation,UK,Software (9537),3.38,-16.3,118,31.1,2.9,2.5,2.2,10.2,1,23.3
990,Tissue Science Laboratories  ,UK,Health care equipment & services (453),3.37,74.6,16,6.7,21.1,6.3,26.7,-37.5,0,22.3
991,Snia,Italy,Health care equipment & services (453),3.36,40.0,124,1.6,2.7,8.9,5.7,-88.7,1,-4.8
991,SSH Communications Security,Finland,Software (9537),3.36,-3.4,9,0.0,37.3,4.4,4.4,-11.1,0,-2.4
993,BETonSports  ,UK,Travel & leisure (575),3.34,221.2,958,2.0,0.3,0.3,0.3,1.3,2,9.6
994,Vistec Lithograpghy  ,UK,Electronic equipment (2737),3.33,20.7,9,-25.0,37.0,11.1,25.0,-88.9,0,-25.0
994,Funda  ,The Netherlands,Internet (9535),3.33,,11,,30.3,9.1,,18.2,0,
996,IPGL  ,UK,Other financials (877),3.32,222.3,54,42.1,6.1,13.0,7.9,175.9,0,56.9
996,Nexus,Germany,Software (9537),3.32,-2.1,26,23.8,12.8,1.5,1.9,1.5,0,25.1
998,Nordkalk  ,Finland,Chemicals (135),3.30,3.1,304,12.6,1.1,6.6,4.8,12.2,1,2.8
999,TTP  ,UK,Computer services (9533),3.29,-33.9,41,24.2,8.0,1.0,1.2,12.2,0,-6.1
999,Bernard Matthews  ,UK,Food producers (357),3.29,-14.5,712,4.6,0.5,3.1,5.1,5.5,7,0.0
