eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
1,DaimlerChrysler,Germany,Automobiles & parts (335),"5,234.00",-7.3,"152,809",2.0,3.4,20.1,4.4,3.3,366,-5.4
2,GlaxoSmithKline,UK,Pharmaceuticals (4577),"5,130.88",10.2,"34,471",7.2,14.9,6.4,4.6,33.9,102,2.3
3,Siemens  ,Germany,Electrical components & equipment (2733),"5,024.00",-2.5,"87,325",15.7,5.8,4.7,7.0,4.1,473,7.5
4,Sanofi-Aventis,France,Pharmaceuticals (4577),"4,404.00",8.9,"28,373",3.9,15.5,4.4,,16.7,100,3.2
5,Volkswagen,Germany,Automobiles & parts (335),"4,240.00",4.0,"105,466",10.7,4.0,8.0,13.0,2.1,308,-4.8
6,Nokia,Finland,Telecommunications equipment (9578),"3,712.00",2.3,"41,121",20.3,9.0,2.0,1.8,13.4,65,14.8
7,Robert Bosch,Germany,Automobiles & parts (335),"3,398.00",15.9,"43,684",4.0,7.8,6.1,7.0,5.3,258,2.7
8,BMW,Germany,Automobiles & parts (335),"3,208.00",3.0,"48,999",5.0,6.5,22.8,20.6,8.6,97,-6.1
9,Ericsson,Sweden,Telecommunications equipment (9578),"2,976.09",4.8,"19,702",17.1,15.1,2.2,2.2,18.6,64,19.0
10,AstraZeneca,UK,Pharmaceuticals (4577),"2,959.00",15.5,"20,077",10.5,14.7,3.0,3.5,31.0,67,2.6
11,EADS,The Netherlands,Aerospace & defence (271),"2,869.00",21.2,"39,434",15.3,7.3,5.8,6.9,0.3,117,3.2
12,Bayer,Germany,Chemicals (135),"2,457.00",30.3,"31,801",16.1,7.7,5.0,4.7,9.0,97,3.7
13,Renault,France,Automobiles & parts (335),"2,400.00",6.0,"40,543",0.3,5.9,8.8,8.0,7.6,134,6.0
14,Peugeot (PSA),France,Automobiles & parts (335),"2,175.00",1.1,"56,594",0.6,3.8,4.7,5.2,0.4,212,1.6
15,Alcatel-Lucent,France,Telecommunications equipment (9578),"1,988.00",10.9,"14,381",9.5,13.8,2.0,2.0,-0.9,89,54.9
16,Philips Electronics,The Netherlands,Leisure goods (374),"1,948.00",-16.6,"30,851",1.5,6.3,2.3,3.2,3.6,161,16.9
17,Finmeccanica,Italy,Aerospace & defence (271),"1,869.00",7.0,"11,624",4.1,16.1,4.9,3.2,6.8,57,7.2
18,BAE Systems,UK,Aerospace & defence (271),"1,852.28",-13.9,"18,305",11.9,10.1,4.1,2.9,7.9,79,6.8
19,BT,UK,Fixed line telecommunications (653),"1,660.82",53.9,"30,015",3.6,5.5,12.2,13.9,12.6,105,2.1
20,Boehringer Ingelheim  ,Germany,Pharmaceuticals (4577),"1,574.00",15.7,"10,574",10.9,14.9,5.6,5.6,20.4,38,2.7
21,BASF,Germany,Chemicals (135),"1,301.30",19.8,"52,610",23.1,2.5,7.7,5.1,12.8,89,10.4
22,SAP  ,Germany,Software (9537),"1,298.12",19.2,"9,402",10.5,13.8,3.3,2.8,27.2,38,10.1
23,Volvo,Sweden,Commercial vehicles & trucks (2753),"1,249.06",6.7,"28,684",7.6,4.4,4.2,4.7,7.7,82,1.4
24,STMicroelectronics  ,The Netherlands,Semiconductors (9576),"1,223.18",3.8,"7,460",10.8,16.4,15.6,16.2,5.7,52,3.5
25,Fiat,Italy,Automobiles & parts (335),"1,184.00",-10.2,"50,935",11.2,2.3,6.5,5.9,2.8,174,2.1
26,Infineon Technologies  ,Germany,Semiconductors (9576),"1,182.00",-4.9,"7,929",17.3,14.9,15.3,20.7,-2.7,41,13.6
27,Unilever,UK,Food producers (357),906.00,-4.9,"40,675",2.5,2.2,2.6,2.4,13.6,189,-10.8
28,AKZO Nobel,The Netherlands,Chemicals (135),886.00,5.9,"13,737",5.7,6.4,3.9,4.0,9.7,62,0.8
29,France Telecom,France,Fixed line telecommunications (653),856.00,19.6,"52,524",7.1,1.6,10.1,9.5,13.8,189,-3.8
30,Novo Nordisk,Denmark,Pharmaceuticals (4577),847.26,24.2,"5,197",14.7,16.3,7.5,11.5,22.9,23,6.8
31,Valeo,France,Automobiles & parts (335),789.00,1.3,"9,970",0.4,7.9,4.9,4.5,2.5,70,-1.0
32,Merck,Germany,Pharmaceuticals (4577),731.50,2.6,"6,259",6.6,11.7,4.0,4.6,15.0,30,2.9
33,Continental,Germany,Automobiles & parts (335),677.80,14.8,"14,887",7.6,4.6,5.2,6.1,10.6,82,0.6
34,Royal Dutch Shell,UK,Oil & gas producers (53),671.12,50.5,"241,789",3.9,0.3,7.1,5.1,13.9,108,-0.9
35,UCB,Belgium,Pharmaceuticals (4577),615.00,20.4,"2,523",-0.4,24.4,2.6,3.6,17.8,8,-0.6
36,Rolls-Royce,UK,Aerospace & defence (271),610.01,16.8,"10,621",8.4,5.7,4.2,3.8,9.7,37,4.8
37,ZF,Germany,Automobiles & parts (335),610.00,9.1,"11,659",7.6,5.2,4.0,4.8,5.6,55,2.1
38,Schneider,France,Electrical components & equipment (2733),595.00,9.8,"13,730",17.6,4.3,2.6,2.6,14.3,100,12.9
39,Michelin,France,Automobiles & parts (335),591.00,4.6,"16,384",5.1,3.6,8.4,8.1,6.5,127,-0.5
40,Telefonica,Spain,Fixed line telecommunications (653),588.00,8.1,"53,171",40.4,1.1,12.7,11.6,17.6,227,16.4
41,Solvay,Belgium,Chemicals (135),574.00,20.3,"9,401",3.8,6.1,6.4,6.1,9.9,29,1.8
42,TOTAL,France,Oil & gas producers (53),569.00,-15.8,"134,186",9.4,0.4,6.9,6.7,20.1,95,-15.8
43,Royal Bank of Scotland,UK,Banks (835),566.96,16.1,"41,561",8.1,1.4,13.2,17.0,32.8,143,-1.6
44,L'Oreal,France,Personal goods (376),532.50,7.3,"15,790",8.6,3.4,4.4,4.1,15.6,61,16.1
45,Thales,France,Aerospace & defence (271),517.00,2.7,"10,264",0.0,5.0,2.2,2.2,5.5,52,-2.3
46,Lagardere,France,Media (555),499.00,31.7,"13,999",7.6,3.6,3.4,3.8,3.9,51,4.7
47,ALTANA,Germany,Pharmaceuticals (4577),494.68,6.4,"3,867",18.2,12.8,4.0,4.6,21.2,13,1.3
48,Deutsche Telekom,Germany,Fixed line telecommunications (653),487.00,12.5,"61,347",2.9,0.8,11.9,13.9,8.5,248,1.8
49,AREVA,France,Electricity (753),467.00,14.5,"10,863",7.3,4.3,5.4,4.1,5.3,61,4.0
50,Porsche,Germany,Automobiles & parts (335),448.50,26.9,"7,273",10.6,6.2,12.0,12.9,29.1,11,3.3
51,HSBC,UK,Banks (835),446.66,40.2,"53,136",13.6,0.8,3.4,4.7,30.4,296,11.7
52,SAFRAN,France,Aerospace & defence (271),445.00,-5.3,"10,841",24.7,4.1,3.6,3.5,-2.0,58,11.1
53,ALSTOM,France,Electrical components & equipment (2733),440.00,26.1,"14,625",5.6,3.0,1.8,1.5,5.4,67,2.0
54,Electricite de France,France,Electricity (753),389.00,-3.2,"58,932",15.4,0.7,10.5,11.4,14.4,156,-0.5
55,ASML,The Netherlands,Semiconductors (9576),383.98,16.7,"3,597",42.2,10.7,2.8,3.1,25.5,5,5.2
56,Saint-Gobain,France,Construction & materials (235),373.00,12.7,"41,596",18.5,0.9,5.3,5.1,7.6,207,11.0
57,Vivendi,France,Media (555),369.00,8.5,"20,044",2.9,1.8,6.1,6.0,22.4,37,-0.4
58,MAN,Germany,Industrial machinery (2757),362.00,-13.4,"15,313",4.4,2.4,8.6,2.0,7.6,50,-15.1
59,Scania,Sweden,Commercial vehicles & trucks (2753),355.62,15.6,"7,839",10.1,4.5,12.3,12.0,12.2,31,4.4
60,Henkel,Germany,Household goods (372),340.00,4.9,"12,740",6.4,2.7,3.4,3.3,10.1,52,0.0
61,Thomson,France,Media (555),331.00,20.4,"6,709",-5.2,4.9,2.6,3.4,3.5,30,-8.8
62,Vodafone,UK,Mobile telecommunications (657),329.49,7.8,"46,936",-13.6,0.7,10.8,9.3,-4.9,67,8.0
63,DSM,The Netherlands,Chemicals (135),327.00,12.8,"8,380",2.3,3.9,5.0,4.6,8.3,21,-6.1
64,RAG,Germany,General industrials (272),309.10,0.8,"18,388",-17.7,1.7,5.6,6.0,3.5,43,-56.7
65,Autoliv  ,Sweden,Automobiles & parts (335),301.51,3.1,"4,693",-0.3,6.4,5.3,5.1,8.5,42,22.6
66,BP,UK,Oil & gas producers (53),299.54,-21.3,"201,644",6.6,0.1,5.9,5.1,11.8,97,-5.5
67,Hella  ,Germany,Automobiles & parts (335),285.60,8.1,"3,395",10.6,8.4,8.2,7.2,0.8,24,2.3
68,Dassault Aviation,France,Aerospace & defence (271),282.43,-0.7,"3,302",-3.7,8.6,3.3,2.3,11.3,12,-0.4
69,Dassault Systemes  ,France,Software (9537),281.04,8.5,"1,158",23.9,24.3,1.6,2.6,20.8,7,20.1
70,TeliaSonera,Sweden,Fixed line telecommunications (653),276.05,-13.4,"10,091",3.9,2.7,10.9,11.8,27.9,27,-1.6
71,Smiths,UK,General industrials (272),266.12,37.4,"5,229",17.2,5.1,3.2,3.3,4.1,31,9.9
72,Heidelberger Druckmaschinen,Germany,Industrial machinery (2757),264.29,11.8,"3,803",6.1,6.9,3.9,3.8,8.6,19,0.9
73,Lundbeck,Denmark,Pharmaceuticals (4577),262.62,12.9,"1,237",1.6,21.2,7.8,6.4,18.4,5,1.8
74,Reuters,UK,Media (555),261.22,45.5,"3,808",6.5,6.9,5.1,5.7,9.6,16,2.8
75,Linde,Germany,Chemicals (135),254.00,11.9,"12,439",30.9,2.0,9.0,7.5,6.9,59,39.8
76,Carl Zeiss,Germany,Health care equipment & services (453),248.74,8.1,"2,433",9.5,10.2,5.4,4.3,11.7,11,-7.5
77,ThyssenKrupp,Germany,Industrial metals (175),242.00,19.8,"47,125",8.4,0.5,3.1,3.4,6.4,187,-0.3
78,MAHLE  ,Germany,Automobiles & parts (335),241.62,10.6,"4,314",4.7,5.6,6.1,7.0,7.4,38,2.0
79,BSH Bosch und Siemens Hausgerate,Germany,Household goods (372),235.00,25.0,"8,308",13.2,2.8,4.2,4.3,6.9,37,4.9
80,Shire,UK,Pharmaceuticals (4577),229.17,5.2,"1,362",12.3,16.8,4.3,4.5,2.2,3,37.2
81,Behr,Germany,Automobiles & parts (335),229.00,6.5,"3,188",4.5,7.2,4.7,5.8,3.9,19,2.7
82,ICI,UK,Chemicals (135),227.08,4.1,"8,709",1.0,2.6,2.6,2.6,7.3,31,-4.5
83,Eni,Italy,Oil & gas producers (53),222.00,9.9,"86,105",16.8,0.3,7.1,8.9,23.2,73,2.3
84,Oce,The Netherlands,Electronic office equipment (9574),221.14,14.8,"3,110",16.2,7.1,6.8,7.8,3.2,24,9.8
85,Societe Generale,France,Banks (835),214.00,1.9,"22,417",16.9,1.0,19.2,19.0,36.0,115,14.9
86,Telent,UK,Computer services (9533),206.30,-22.3,"1,452",-26.8,14.2,3.0,2.6,-2.1,9,-18.2
87,Electrolux,Sweden,Household goods (372),203.02,-16.2,"13,391",-6.7,1.5,2.6,3.7,4.7,55,-20.2
88,Agfa-Gevaert,Belgium,Electronic equipment (2737),202.00,0.0,"3,401",2.8,5.9,2.3,2.4,-0.1,14,-3.8
89,Sandvik,Sweden,Industrial machinery (2757),201.47,18.1,"8,011",14.1,2.5,6.2,5.2,16.5,41,4.2
90,JM Voith,Germany,General industrials (272),193.50,8.1,"3,739",5.3,5.2,4.0,4.9,7.0,34,21.7
91,Tesco,UK,Food & drug retailers (533),191.46,12.2,"63,356",7.8,0.3,6.5,6.7,6.2,413,12.2
92,!! ## Amadeus Global Travel (now Amadeus IT Group),Spain,Travel & leisure (575),182.19,18.9,"2,411",17.2,7.6,3.7,3.8,17.3,7,16.6
93,Rabobank,The Netherlands,Banks (835),178.00,109.4,"9,493",1.4,1.9,8.4,3.7,28.6,48,0.4
94,Legrand,France,Electrical components & equipment (2733),175.60,8.1,"3,737",15.1,4.7,3.2,3.2,14.2,31,1.6
95,Freudenberg,Germany,General industrials (272),175.10,5.8,"5,053",4.5,3.5,5.6,7.1,7.0,34,0.4
96,Pirelli,Italy,Automobiles & parts (335),171.00,-1.7,"4,841",-23.6,3.5,5.3,3.7,-29.0,29,20.6
97,Elan,Ireland,Pharmaceuticals (4577),170.32,-3.9,377,16.4,45.2,6.6,9.9,-58.6,2,-5.7
98,Rheinmetall,Germany,Automobiles & parts (335),169.00,8.3,"3,629",5.1,4.7,4.5,5.4,5.6,19,2.6
99,Arkema,France,Chemicals (135),168.00,,"5,866",,2.9,5.5,,1.9,17,
100,Ipsen,France,Pharmaceuticals (4577),167.80,16.2,945,9.4,17.8,4.3,4.2,19.7,4,3.0
101,Fresenius  ,Germany,Health care equipment & services (453),167.00,12.1,"10,777",36.6,1.5,5.5,4.4,13.4,100,39.2
102,Reed Elsevier,UK,Media (555),160.29,5.9,"8,012",4.5,2.0,1.8,2.0,16.3,37,1.9
103,Atlas Copco,Sweden,Industrial machinery (2757),159.14,13.9,"6,788",16.1,2.3,3.7,14.6,21.1,24,-7.2
104,Diehl Stiftung  ,Germany,General industrials (272),156.00,-2.5,"2,127",29.1,7.3,3.0,3.2,3.4,10,0.3
105,L'Air Liquide,France,Chemicals (135),154.30,9.4,"10,949",4.9,1.4,10.4,8.9,15.1,37,2.8
106,Wacker-Chemie,Germany,Chemicals (135),152.30,3.7,"3,337",21.1,4.6,12.7,10.4,12.9,15,1.6
107,Banca Intesa (now Intesa-Sanpaolo),Italy,Banks (835),150.00,6.4,"9,714",5.0,1.5,3.7,3.4,39.9,57,-3.7
108,Business Objects  ,France,Software (9537),147.91,20.0,951,16.4,15.6,3.5,3.8,9.5,5,22.3
109,Fujitsu Siemens Computers  ,The Netherlands,Computer services (9533),145.10,9.6,"6,952",4.6,2.1,0.9,0.6,1.0,11,57.8
110,BAT,UK,Tobacco (378),143.97,4.3,"14,489",4.7,1.0,4.6,4.5,30.9,55,-0.4
111,Amdocs  ,UK,Software (9537),141.63,29.3,"1,881",21.7,7.5,3.2,3.5,13.4,16,24.9
112,Barclays,UK,Banks (835),141.00,39.7,"32,905",23.3,0.4,3.0,3.3,28.8,119,27.8
113,Sage,UK,Software (9537),140.85,16.3,"1,389",20.5,10.1,2.5,1.9,25.0,11,21.0
114,Knorr-Bremse  ,Germany,Industrial machinery (2757),140.80,6.2,"3,121",13.8,4.5,3.3,4.4,9.8,12,9.3
115,Royal & Sun Alliance,UK,Nonlife insurance (853),139.52,-22.9,"9,109",-2.6,1.5,0.6,1.0,2.7,24,-6.2
116,Kerry,Ireland,Food producers (357),139.02,11.4,"4,646",4.9,3.0,2.1,3.3,6.8,23,0.1
117,Deutsche Post,Germany,Industrial transportation (277),137.00,-21.7,"60,545",35.8,0.2,2.1,3.1,5.6,508,30.5
118,RWE,Germany,"Gas, water & multiutilities (757)",135.00,6.3,"45,149",11.4,0.3,10.0,9.5,13.0,73,-15.8
119,Telecom Italia,Italy,Fixed line telecommunications (653),133.00,-26.1,"31,396",0.3,0.4,9.3,10.8,23.2,78,0.3
120,Invensys,UK,Electronic equipment (2737),132.09,-19.1,"3,838",-4.7,3.4,1.9,1.7,7.6,28,-10.0
121,Sanpaolo IMI (now part of Intesa-Sanpaolo),Italy,Banks (835),132.00,26.9,"12,599",-0.4,1.0,4.5,1.9,24.4,46,6.4
122,Misys,UK,Software (9537),131.50,-14.9,"1,343",-8.1,9.8,0.9,0.7,3.6,6,-5.8
123,UBIsoft Entertainment,France,Software (9537),130.66,26.8,547,1.7,23.9,2.6,1.7,-2.4,3,19.8
124,BioMerieux,France,Health care equipment & services (453),129.60,-0.8,"1,037",4.3,12.5,7.7,7.9,13.6,6,3.0
125,Rhodia,France,Chemicals (135),129.00,-3.7,"5,915",9.6,2.2,4.7,4.8,5.6,17,-12.2
126,Essilor International,France,Health care equipment & services (453),127.63,12.5,"2,690",11.0,4.7,6.7,6.6,18.1,27,9.4
127,Bouygues,France,Construction & materials (235),126.00,-8.0,"26,675",9.2,0.5,5.7,4.9,6.9,124,3.7
127,Danone,France,Food producers (357),126.00,0.8,"14,073",6.3,0.9,4.8,4.6,13.0,88,-0.1
129,ARM,UK,Semiconductors (9576),125.41,5.3,391,13.3,32.1,2.8,2.3,16.9,1,19.3
130,Reckitt Benckiser,UK,Household goods (372),121.70,30.1,"7,305",17.8,1.7,1.7,1.7,18.5,22,7.9
131,Schwarz Pharma,Germany,Pharmaceuticals (4577),120.81,-53.3,"1,000",0.9,12.1,5.4,3.0,5.9,4,6.3
132,Trumpf  ,Germany,General industrials (272),119.80,12.0,"1,645",17.8,7.3,5.2,3.4,12.8,6,6.8
133,Tchibo,Germany,Food & drug retailers (533),119.00,9.2,"9,038",2.8,1.3,1.9,2.3,8.1,30,1.2
134,Novozymes,Denmark,Biotechnology (4573),118.32,11.2,912,8.2,13.0,7.2,5.7,19.6,4,6.2
135,Dragerwerk,Germany,Health care equipment & services (453),118.00,8.9,"1,801",10.4,6.6,3.4,2.9,8.2,10,1.8
136,Danisco,Denmark,Food producers (357),117.24,-7.3,"2,731",-2.6,4.3,6.0,5.2,9.9,10,-2.0
137,Serco,UK,Support services (279),114.73,70.7,"3,782",12.7,3.0,1.2,1.2,4.9,40,7.6
138,"Corus (now part of Tata Iron & Steel, India)",UK,Industrial metals (175),112.80,15.1,"15,465",2.8,0.7,4.3,4.2,4.5,45,-7.7
139,Metro,Germany,General retailers (537),112.00,10.9,"59,882",2.3,0.2,3.1,3.2,3.3,274,6.8
140,GKN,UK,Automobiles & parts (335),111.32,-14.8,"5,394",-0.4,2.1,5.3,5.9,6.0,36,-2.5
141,Zodiac,France,Aerospace & defence (271),110.88,,"2,340",27.7,4.7,2.1,2.6,13.1,17,4.0
142,Merial  ,UK,Biotechnology (4573),110.79,-3.6,"1,547",3.1,7.2,5.4,5.5,20.2,5,-9.2
143,SAAB,Sweden,Aerospace & defence (271),108.72,33.1,"2,334",9.1,4.7,2.1,1.7,7.2,13,7.1
144,Benteler  ,Germany,General industrials (272),107.00,-7.8,"5,598",5.3,1.9,3.3,4.8,3.8,22,3.6
145,B Braun Melsungen,Germany,Health care equipment & services (453),105.75,8.7,"3,321",9.7,3.2,8.3,6.6,9.4,33,5.3
146,Burelle,France,Automobiles & parts (335),105.34,-0.1,"2,564",11.9,4.1,3.7,4.9,3.6,13,21.0
147,Basell AF SCA,Luxembourg,Chemicals (135),105.00,60.7,"10,495",110.9,1.0,1.9,2.9,6.7,7,0.2
147,Deutsche Borse,Germany,Other financials (877),105.00,45.2,"2,091",14.7,5.0,1.8,1.8,47.9,3,-7.7
149,Umicore,Belgium,Chemicals (135),102.70,3.7,"8,815",23.5,1.2,1.5,2.0,3.2,11,6.5
150,Cadbury Schweppes,UK,Food producers (357),102.41,19.0,"11,127",4.8,0.9,5.0,4.0,11.8,67,14.4
151,Metso,Finland,Industrial machinery (2757),102.00,15.9,"4,955",16.7,2.1,2.0,2.1,8.7,23,4.3
152,SKF,Sweden,Industrial machinery (2757),100.07,6.4,"5,885",7.7,1.7,3.6,3.3,12.6,40,6.2
153,Danfoss,Denmark,Industrial machinery (2757),99.13,14.4,"2,670",21.3,3.7,5.0,6.3,7.3,20,9.6
154,Hexagon,Sweden,Industrial machinery (2757),99.07,140.9,"1,493",39.8,6.6,3.8,3.6,12.9,8,28.7
155,Krones,Germany,Industrial machinery (2757),98.96,19.8,"1,911",12.7,5.2,3.1,3.1,5.7,9,1.0
156,adidas,Germany,Personal goods (376),98.00,55.6,"10,084",52.0,1.0,2.2,2.8,8.7,26,52.8
157,FastWeb,Italy,Fixed line telecommunications (653),97.54,3.3,"1,260",30.2,7.7,34.3,60.8,-7.8,3,29.9
158,Vattenfall,Sweden,Electricity (753),96.97,-18.8,"16,159",12.9,0.6,19.2,9.4,18.5,32,0.2
159,Indra Sistemas,Spain,Computer services (9533),96.44,12.3,"1,407",17.1,6.9,1.5,1.2,11.3,11,39.9
160,Johnson Matthey,UK,Chemicals (135),94.25,8.0,"9,368",32.7,1.0,1.7,2.4,4.2,8,10.0
161,ZF Lenksysteme,Germany,Automobiles & parts (335),92.40,34.7,"2,349",5.4,3.9,4.4,3.4,2.9,9,0.7
162,Grundfos  ,Denmark,Industrial machinery (2757),91.19,15.3,"2,063",14.6,4.4,9.7,9.2,9.8,14,8.5
163,TDC,Denmark,Fixed line telecommunications (653),91.09,66.4,"6,362",-0.5,1.4,8.8,9.6,14.9,20,-2.4
164,Smith & Nephew,UK,Health care equipment & services (453),91.00,-8.5,"2,107",0.9,4.3,6.1,7.8,19.4,9,2.5
165,ASM International  ,The Netherlands,Semiconductors (9576),90.61,-10.0,877,20.8,10.3,4.4,6.3,12.3,10,13.8
166,Italtel,Italy,Telecommunications equipment (9578),89.81,33.0,546,0.0,16.4,1.6,1.8,9.9,2,3.7
167,Gemalto,The Netherlands,Electronic equipment (2737),89.36,70.7,"1,319",75.2,6.8,3.8,3.3,-2.7,11,108.7
168,Vestas Wind Systems,Denmark,Electrical components & equipment (2733),88.60,2.7,"3,854",7.6,2.3,4.0,2.7,4.8,11,10.0
169,Wincor Nixdorf,Germany,Computer services (9533),87.44,12.1,"1,948",11.7,4.5,2.1,1.8,7.1,7,13.0
170,Lanxess,Germany,Chemicals (135),87.00,-13.9,"6,944",-2.9,1.3,3.7,3.4,5.2,16,-9.9
171,Spirent Communications,UK,Telecommunications equipment (9578),86.08,-7.6,445,-35.5,19.3,4.3,7.1,96.2,2,-44.4
172,Suez,France,"Gas, water & multiutilities (757)",86.00,1.4,"44,289",6.7,0.2,4.7,5.2,10.5,217,4.0
173,SCI Entertainment,UK,Software (9537),85.19,172.4,266,638.9,32.0,0.8,2.8,4.1,1,275.0
174,Wartsila,Finland,Commercial vehicles & trucks (2753),84.80,21.0,"3,190",20.9,2.7,2.6,2.3,13.8,13,10.1
175,Gaz De France,France,"Gas, water & multiutilities (757)",84.00,15.1,"27,642",23.4,0.3,6.6,8.9,13.1,50,-5.1
176,Old Mutual,UK,Life insurance (857),83.12,40.0,"26,334",39.6,0.3,0.6,0.7,9.2,53,23.8
177,CSR,UK,Semiconductors (9576),82.90,81.2,534,44.7,15.5,4.9,3.5,21.2,1,66.9
178,Bank of Ireland,Ireland,Banks (835),82.00,-8.9,"6,389",21.3,1.3,0.9,0.9,25.0,16,-1.5
179,Stora Enso,Finland,Forestry & paper (173),81.70,-7.2,"14,594",10.7,0.6,3.9,8.5,3.5,46,-1.2
180,Symbian  ,UK,Software (9537),80.86,19.5,170,71.7,47.6,4.1,9.1,6.5,1,25.4
181,MTU Aero Engines,Germany,Aerospace & defence (271),80.60,-3.8,"2,416",12.4,3.3,3.2,3.6,7.2,7,1.5
182,Assa Abloy,Sweden,Industrial machinery (2757),79.68,22.3,"3,451",12.0,2.3,1.9,2.4,5.1,31,5.6
183,!! Orion,Finland,Food & drug retailers (533),78.60,,622,,12.6,3.4,,26.0,3,
184,Tomkins,UK,General industrials (272),78.37,13.1,"4,929",4.4,1.6,3.2,4.0,8.2,38,2.6
185,KBC,Belgium,Banks (835),78.00,178.6,"12,556",9.2,0.6,3.8,3.5,31.4,50,-2.8
186,Giesecke & Devrient,Germany,Support services (279),76.90,13.7,"1,297",5.0,5.9,5.6,4.3,7.0,8,5.9
187,EPCOS  ,Germany,Electronic equipment (2737),76.68,9.1,"1,399",13.0,5.5,8.3,12.0,1.6,18,11.6
188,IMMSI,Italy,Automobiles & parts (335),75.72,-11.7,"1,709",10.4,4.4,2.8,4.3,4.4,7,4.5
189,Barco,Belgium,Electronic equipment (2737),75.42,2.9,751,5.5,10.0,1.6,1.5,5.7,4,-2.7
190,KWS SAAT,Germany,Food producers (357),75.35,5.6,505,2.0,14.9,4.0,5.3,9.1,3,4.0
191,Veolia Environnement,France,"Gas, water & multiutilities (757)",75.20,19.6,"28,729",13.8,0.3,5.0,6.6,7.1,260,7.6
192,Cobham,UK,Aerospace & defence (271),73.17,14.9,"1,508",-6.8,4.9,5.2,3.5,18.4,10,-11.3
193,Mittal Steel,The Netherlands,Industrial metals (175),72.80,146.1,"44,643",109.3,0.2,5.0,4.2,13.3,320,42.5
194,TietoEnator,Finland,Computer services (9533),72.50,24.4,"1,782",5.9,4.1,2.7,4.2,7.1,14,1.3
195,Repsol YPF,Spain,Oil & gas producers (53),72.00,14.3,"51,355",4.0,0.1,10.5,6.4,11.3,37,5.0
196,Dexia,Belgium,Banks (835),71.00,47.9,"7,012",17.3,1.0,3.6,8.7,48.6,21,8.0
197,Industria de Turbo Propulsores  ,Spain,Aerospace & defence (271),69.88,37.8,439,16.4,15.9,,,5.9,2,4.2
198,Chiesi Farmaceutici  ,Italy,Pharmaceuticals (4577),69.56,5.6,565,8.0,12.3,2.7,2.1,8.3,3,2.8
199,Genmab,Denmark,Biotechnology (4573),68.83,16.2,18,38.5,382.4,5.6,7.7,-350.0,0,11.3
200,Marks & Spencer,UK,General retailers (537),68.57,331.8,"12,766",7.2,0.5,8.7,4.1,12.1,76,7.9
201,Crucell,The Netherlands,Biotechnology (4573),67.61,143.7,132,300.0,51.2,15.2,51.5,-81.1,1,325.8
202,Trelleborg,Sweden,General industrials (272),67.60,-7.4,"3,024",12.9,2.2,3.6,2.9,5.8,23,3.7
203,UniCredito Italiano,Italy,Banks (835),66.86,"31,738.1","23,450",112.4,0.3,28.9,,33.4,139,92.0
204,Deutz,Germany,Industrial machinery (2757),66.50,5.6,"1,490",12.6,4.5,4.8,4.1,5.2,5,1.6
205,SCA,Sweden,Forestry & paper (173),66.49,-2.8,"11,242",5.3,0.6,6.8,7.6,8.1,51,0.2
206,Spectris,UK,Electrical components & equipment (2733),66.34,-0.5,"1,016",4.4,6.5,1.5,1.8,13.6,6,-1.6
207,Voest-Alpine,Austria,Industrial metals (175),66.00,7.3,"7,291",11.9,0.9,8.7,7.4,13.7,25,1.7
207,SNCF  ,France,Industrial transportation (277),66.00,20.0,"21,874",4.2,0.3,12.0,12.0,1.1,202,-2.0
209,Infogrames Entertainment,France,Software (9537),65.50,-23.6,391,-35.0,16.8,0.5,0.5,50.4,1,-22.6
210,Fortis,Belgium,Banks (835),65.00,"3,150.0","29,559",3.4,0.2,2.0,1.3,18.4,57,4.9
211,Claas,Germany,Commercial vehicles & trucks (2753),64.93,8.3,"2,351",8.1,2.8,2.0,1.9,6.5,8,0.6
212,Avio,Italy,Aerospace & defence (271),64.30,20.5,"1,401",9.4,4.6,2.9,2.8,10.3,5,0.4
213,Cognis Deutschland,Germany,Chemicals (135),64.00,-30.4,"3,372",6.2,1.9,2.7,3.8,6.0,8,-2.6
214,Eberspaecher  ,Germany,Automobiles & parts (335),63.50,-4.4,"2,023",23.4,3.1,,3.6,2.2,6,-1.7
215,Koenig & Bauer,Germany,Industrial machinery (2757),63.20,14.1,"1,742",7.5,3.6,2.6,1.8,2.5,8,4.9
216,William Demant,Denmark,Health care equipment & services (453),61.68,20.2,682,7.7,9.0,4.0,7.4,24.9,5,1.4
217,Alliance & Leicester,UK,Banks (835),61.00,236.8,"2,189",6.4,2.8,2.4,1.9,38.6,8,-2.1
218,Nycomed,Luxembourg,Pharmaceuticals (4577),60.73,97.6,870,71.3,7.0,3.4,3.3,5.3,4,17.5
219,Danske Bank,Denmark,Banks (835),60.37,8.4,"8,255",-14.2,0.7,2.9,2.4,29.8,19,3.6
220,LogicaCMG,UK,Computer services (9533),59.66,29.2,"3,956",45.2,1.5,1.3,1.7,5.9,32,57.6
221,Patria,Finland,Aerospace & defence (271),59.00,23.9,448,41.3,13.2,2.2,5.4,5.4,2,32.4
222,Amer Sports,Finland,Leisure goods (374),58.50,48.5,"1,793",31.5,3.3,2.0,1.7,6.7,7,36.6
