eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
31,France Telecom,France,Fixed line telecommunications (653),716.00,27.0,"49,038",4.0,1.5,9.5,10.8,20.0,196,-4.1
32,Merck,Germany,Pharmaceuticals (4577),713.00,19.0,"5,870",0.2,12.1,4.6,4.0,13.6,29,0.2
33,Novo Nordisk,Denmark,Pharmaceuticals (4577),681.73,16.8,"4,526",16.3,15.1,11.6,10.8,24.9,21,8.3
34,TOTAL,France,Oil & gas producers (53),676.00,6.5,"122,618",-0.1,0.6,6.7,5.6,20.0,113,1.3
35,Continental,Germany,Automobiles & parts (335),590.40,11.4,"13,837",9.8,4.3,6.1,5.3,11.3,81,9.9
36,Michelin,France,Automobiles & parts (335),565.00,-16.1,"15,590",-0.6,3.6,8.1,6.8,10.1,127,0.7
37,ZF,Germany,Automobiles & parts (335),559.00,7.4,"10,833",9.4,5.2,4.8,5.7,4.6,54,-1.1
38,MAN,Germany,Industrial machinery (2757),547.00,36.8,"14,671",-1.8,3.7,2.0,4.0,5.0,59,-6.2
39,Telefonica,Spain,Fixed line telecommunications (653),544.00,18.0,"37,882",24.9,1.4,11.6,10.5,21.5,195,24.4
40,Schneider,France,Electrical components & equipment (2733),542.10,1.3,"11,679",12.7,4.6,2.6,2.7,13.3,89,4.5
41,Rolls-Royce,UK,Aerospace & defence (271),512.30,24.8,"9,610",11.2,5.3,3.8,3.2,13.3,36,1.1
42,UCB,Belgium,Pharmaceuticals (4577),511.00,41.6,"2,533",-22.5,20.2,3.6,3.4,13.6,9,-0.8
43,Thales,France,Aerospace & defence (271),503.60,15.5,"10,263",-0.2,4.9,2.2,3.2,3.6,53,-3.8
44,Royal Dutch Shell,UK,Oil & gas producers (53),498.47,6.3,"260,028",15.7,0.2,5.1,4.7,14.5,109,-4.4
45,L'Oreal,France,Personal goods (376),496.20,-2.1,"14,533",0.0,3.4,4.1,3.0,15.6,52,0.6
46,Royal Bank of Scotland,UK,Banks (835),478.83,8.6,"37,698",10.7,1.3,,,31.0,145,8.7
47,Solvay,Belgium,Chemicals (135),477.00,11.7,"9,053",14.9,5.3,6.1,5.8,6.1,29,-1.9
48,SAFRAN,France,Aerospace & defence (271),470.00,,"8,692",143.7,5.4,3.5,3.0,-3.6,52,
49,ALTANA,Germany,Pharmaceuticals (4577),464.96,4.5,"3,272",10.4,14.2,4.6,6.2,20.4,13,23.7
50,Deutsche Telekom,Germany,Fixed line telecommunications (653),433.00,-0.2,"59,604",3.9,0.7,13.9,9.2,13.2,244,-1.4
51,BP,UK,Oil & gas producers (53),425.57,14.4,"211,481",-11.8,0.2,5.1,4.6,12.4,103,-1.4
52,AREVA,France,Electricity (753),408.00,1.5,"10,125",-8.9,4.0,4.1,5.2,7.0,59,-16.1
53,Electricite de France,France,Electricity (753),402.00,-5.4,"51,051",8.8,0.8,11.4,12.3,15.6,157,0.4
54,Lagardere,France,Media (555),379.00,18.1,"13,013",-2.8,2.9,3.8,5.1,6.9,48,2.0
55,HSBC,UK,Banks (835),356.05,33.8,"48,861",12.2,0.7,,,35.2,265,8.4
56,Vivendi Universal (now Vivendi),France,Media (555),340.00,75.3,"19,484",3.0,1.7,6.0,5.6,20.9,37,-4.4
57,ASML,The Netherlands,Semiconductors (9576),329.01,-0.6,"2,529",2.6,13.0,3.1,3.6,20.2,5,0.3
58,Autoliv,Sweden,Automobiles & parts (335),327.06,4.7,"5,260",1.0,6.2,5.1,5.3,8.4,34,-1.2
59,Henkel,Germany,Household goods (372),324.00,19.1,"11,974",13.0,2.7,3.3,3.2,10.2,52,3.6
60,TeliaSonera,Sweden,Fixed line telecommunications (653),306.25,3.3,"9,338",7.0,3.3,11.8,12.7,20.1,27,8.0
61,Saint-Gobain,France,Construction & materials (235),305.00,0.3,"35,110",9.6,0.9,5.1,4.8,7.1,186,6.9
62,Vodafone,UK,Mobile telecommunications (657),299.81,-5.9,"53,291",7.3,0.6,9.3,14.8,-50.4,62,7.5
63,Scania,Sweden,Commercial vehicles & trucks (2753),295.60,20.5,"6,846",11.5,4.3,12.0,11.4,10.6,30,2.8
64,DSM,The Netherlands,Chemicals (135),290.00,1.4,"8,195",5.7,3.5,4.6,4.2,8.7,23,-6.7
65,Dassault Aviation,France,Aerospace & defence (271),284.56,0.6,"3,428",-0.9,8.3,2.3,0.0,12.0,12,0.5
66,Marconi (now Telent),UK,Telecommunications equipment (9578),270.70,-5.6,"1,946",-14.2,13.9,2.6,2.1,-7.4,11,-26.7
67,Hella,Germany,Automobiles & parts (335),264.10,53.8,"3,071",-2.2,8.6,7.2,7.8,3.5,24,1.8
68,ALSTOM,France,Electrical components & equipment (2733),262.00,-22.0,"13,852",1.4,1.9,1.5,1.3,2.8,65,-6.3
69,Dassault Systemes,France,Software (9537),258.96,16.7,935,17.3,27.7,2.6,2.5,24.6,6,27.8
70,Schwarz Pharma,Germany,Pharmaceuticals (4577),258.93,30.6,991,4.6,26.1,3.0,2.0,-1.5,4,7.5
71,Thomson,France,Media (555),251.00,-9.4,"7,079",-11.4,3.5,3.4,4.4,-3.1,32,-33.8
72,Heidelberger Druckmaschinen,Germany,Industrial machinery (2757),246.79,1.2,"3,586",6.7,6.9,3.8,3.8,6.7,19,-3.9
73,Shire,UK,Pharmaceuticals (4577),243.43,48.6,"1,356",23.5,18.0,4.5,4.5,-10.3,2,10.5
74,Legrand,France,Electrical components & equipment (2733),238.60,2.0,"3,248",11.0,7.3,3.2,3.0,12.5,30,22.0
75,Electrolux,Sweden,Household goods (372),232.96,6.6,"13,791",7.3,1.7,3.7,3.7,3.2,70,-3.9
76,Lundbeck,Denmark,Pharmaceuticals (4577),232.46,34.9,"1,216",-6.8,19.1,6.4,11.9,23.5,5,-2.6
77,Carl Zeiss,Germany,Health care equipment & services (453),230.00,10.0,"2,222",4.1,10.4,4.3,4.1,9.5,12,-8.7
78,Linde,Germany,Chemicals (135),227.00,20.7,"9,501",0.8,2.4,7.5,9.1,9.6,42,-7.6
79,Behr,Germany,Automobiles & parts (335),215.00,10.3,"3,052",0.1,7.0,5.8,5.4,4.1,18,6.6
80,ICI,UK,Chemicals (135),213.94,0.0,"8,459",3.8,2.5,2.6,2.9,10.0,33,-3.8
81,Smiths,UK,Aerospace & defence (271),209.00,5.0,"4,391",10.4,4.8,3.8,2.9,10.3,29,6.7
82,Agfa-Gevaert,Belgium,Electronic equipment (2737),202.00,5.8,"3,308",-12.1,6.1,2.4,2.7,3.7,15,-9.3
82,ENI,Italy,Oil & gas producers (53),202.00,-21.4,"73,728",26.3,0.3,8.9,11.6,23.7,71,-0.3
84,Elan,Ireland,Pharmaceuticals (4577),198.20,26.4,362,-7.9,54.8,9.9,14.0,-113.5,2,0.2
85,Oce,The Netherlands,Electronic office equipment (9574),192.71,-6.7,"2,677",0.9,7.2,7.8,7.7,4.1,22,-0.5
86,ThyssenKrupp,Germany,Industrial metals (175),186.00,-2.6,"42,064",6.9,0.4,3.6,3.4,4.7,187,-0.2
87,Amadeus Global Travel,Spain,Travel & leisure (575),182.19,18.9,"2,411",17.2,7.6,3.7,3.8,17.3,7,16.6
88,Telecom Italia,Italy,Fixed line telecommunications (653),180.00,29.5,"31,306",0.2,0.6,10.8,10.6,23.3,77,-12.9
89,JM Voith,Germany,General industrials (272),179.00,20.1,"3,551",8.9,5.0,4.9,3.2,6.1,28,12.6
90,Royal & Sun Alliance,UK,Nonlife insurance (853),177.56,4.3,"9,344",-14.9,1.9,,,11.4,25,-10.8
91,Reuters,UK,Media (555),176.10,-5.5,"3,506",-16.5,5.0,5.7,3.9,12.3,16,-0.7
92,Deutsche Post,Germany,Industrial transportation (277),175.00,-39.7,"44,594",3.3,0.4,3.1,2.9,7.9,389,1.9
93,Pirelli,Italy,Automobiles & parts (335),174.00,-12.1,"6,337",-10.9,2.7,3.7,3.9,9.8,24,-29.6
94,Sandvik,Sweden,Industrial machinery (2757),169.69,-4.7,"6,750",16.0,2.5,5.2,4.7,15.0,39,3.6
95,Tesco,UK,Food & drug retailers (533),167.37,35.3,"57,616",16.5,0.3,6.7,6.6,5.7,368,9.7
96,Freudenberg,Germany,General industrials (272),165.50,11.5,"4,837",9.5,3.4,7.1,7.2,6.8,33,4.3
97,Invensys,UK,Electronic equipment (2737),160.09,-11.3,"3,949",-7.2,4.1,1.7,2.0,6.0,31,-15.1
98,Diehl Stiftung,Germany,General industrials (272),160.00,-1.2,"1,648",3.3,9.7,3.2,3.8,2.7,10,-3.5
99,Rheinmetall,Germany,Automobiles & parts (335),156.00,2.6,"3,454",1.2,4.5,5.4,4.4,6.3,18,-3.3
100,Pierre Fabre,France,Pharmaceuticals (4577),154.30,6.3,"1,471",3.2,10.5,3.6,3.1,5.1,9,-0.5
101,Fresenius,Germany,Health care equipment & services (453),149.00,12.0,"7,889",8.5,1.9,4.4,4.1,12.3,72,5.6
102,Reed Elsevier,UK,Media (555),148.45,-7.3,"7,519",7.4,2.0,2.0,1.9,16.3,36,2.8
103,Wacker-Chemie,Germany,Chemicals (135),146.90,-3.0,"2,756",8.4,5.3,10.4,13.7,8.7,14,-5.6
104,Ipsen,France,Pharmaceuticals (4577),144.42,17.4,789,1.3,18.3,4.6,6.2,20.5,4,2.8
105,L'Air Liquide,France,Chemicals (135),141.10,-5.2,"10,435",10.7,1.4,8.9,9.1,14.0,36,0.0
106,Banca Intesa,Italy,Banks (835),141.00,,"9,251",12.5,1.5,,,45.2,59,-0.3
107,"Arcelor (now part of Arcelor Mittal Steel, The Netherlands)",Luxembourg,Industrial metals (175),138.00,2.2,"32,611",8.1,0.4,6.3,4.5,14.1,98,1.9
108,Business Objects,France,Software (9537),137.79,8.0,913,16.3,15.1,3.8,3.3,12.3,4,15.2
109,Bouygues,France,Construction & materials (235),137.00,0.7,"24,438",15.0,0.6,4.9,5.2,7.0,119,2.4
110,Atlas Copco,Sweden,Industrial machinery (2757),134.33,-1.1,"5,618",8.4,2.4,14.6,10.2,18.1,26,-2.1
111,Rhodia,France,Chemicals (135),134.00,-21.6,"5,399",2.2,2.5,4.8,3.9,5.1,19,-5.5
112,Knorr-Bremse,Germany,Industrial machinery (2757),132.60,6.9,"2,743",13.2,4.8,4.4,2.9,9.2,11,4.3
113,BioMerieux,France,Health care equipment & services (453),130.70,3.1,994,6.8,13.1,7.9,8.1,13.7,5,1.3
114,Misys,UK,Software (9537),130.55,-1.1,"1,433",10.8,9.1,0.7,1.2,5.5,6,-0.8
115,Merial,UK,Biotechnology (4573),128.52,7.0,"1,676",5.8,7.7,5.5,4.9,13.1,6,-4.4
116,GKN,UK,Automobiles & parts (335),128.08,-1.1,"5,309",4.7,2.4,5.9,5.5,2.9,37,1.2
117,RWE,Germany,"Gas, water & multiutilities (757)",127.00,-0.8,"40,518",-1.2,0.3,9.5,8.1,12.4,86,-18.6
118,Danisco,Denmark,Food producers (357),126.43,69.3,"2,804",17.3,4.5,5.2,4.2,6.4,11,15.2
119,Danone,France,Food producers (357),125.00,-4.6,"13,243",-3.3,0.9,4.6,3.7,13.4,88,-1.4
120,Kerry,Ireland,Food producers (357),124.74,12.5,"4,430",7.3,2.8,3.3,2.8,7.9,23,7.3
121,Amdocs,UK,Software (9537),122.46,14.3,"1,728",14.9,7.1,3.5,3.1,16.6,13,22.6
122,Sage,UK,Software (9537),118.78,9.7,"1,130",12.9,10.5,1.9,6.4,27.2,9,13.8
123,ARM,UK,Semiconductors (9576),116.83,46.8,338,51.6,34.6,2.4,1.8,15.1,1,59.4
124,Vattenfall,Sweden,Electricity (753),114.72,32.8,"13,758",13.9,0.8,9.4,8.7,22.0,32,-2.4
125,Essilor International,France,Health care equipment & services (453),113.49,5.9,"2,424",7.3,4.7,6.6,6.4,16.3,25,3.6
126,Umicore,Belgium,Industrial metals (175),112.00,25.8,"7,210",1.3,1.6,2.0,2.2,3.8,10,-13.9
127,Tchibo,Germany,Food & drug retailers (533),109.00,7.9,"8,788",5.5,1.2,2.3,3.2,9.9,30,2.4
128,Dragerwerk,Germany,Health care equipment & services (453),108.35,4.3,"1,631",7.3,6.6,2.9,3.0,8.0,10,-1.0
129,Trumpf,Germany,General industrials (272),107.00,9.3,"1,396",14.3,7.7,3.4,6.6,10.1,6,2.1
130,Novozymes,Denmark,Biotechnology (4573),106.32,-2.0,842,4.2,12.6,5.7,4.7,19.0,4,2.4
131,Burelle,France,Automobiles & parts (335),105.48,152.5,"2,291",12.4,4.6,4.9,,3.3,11,-0.4
132,Sanpaolo IMI,Italy,Banks (835),104.00,,"7,706",33.1,1.3,,,39.2,43,-0.2
133,UBIsoft Entertainment,France,Software (9537),103.08,28.5,538,5.9,19.2,1.7,1.2,3.2,3,15.0
134,Lanxess,Germany,Chemicals (135),101.00,,"7,150",,1.4,3.4,,-0.1,18,
135,ASM International,The Netherlands,Semiconductors (9576),100.67,18.6,726,-3.7,13.9,6.3,7.7,4.0,9,9.0
136,Barclays,UK,Banks (835),98.97,44.7,"25,226",22.9,0.4,,,30.5,93,20.5
137,Smith & Nephew,UK,Health care equipment & services (453),97.51,0.9,"2,048",12.7,4.8,7.8,7.6,18.6,9,9.6
138,B Braun Melsungen,Germany,Health care equipment & services (453),97.32,3.4,"3,026",8.3,3.2,6.6,6.1,8.3,31,3.9
139,Corus,UK,Industrial metals (175),96.06,4.8,"14,758",8.7,0.7,4.2,4.0,6.4,48,-0.8
139,BAT,UK,Tobacco (378),96.06,-1.5,"13,572",-13.4,0.7,4.5,3.4,29.4,55,-9.2
141,SNPE,France,Chemicals (135),94.60,-17.0,779,-1.8,12.1,6.0,6.9,-11.2,5,-7.4
142,FastWeb,Italy,Fixed line telecommunications (653),94.42,,968,34.4,9.8,60.8,49.4,-12.1,3,22.8
143,Cognis Deutschland,Germany,Chemicals (135),92.00,39.4,"3,176",3.4,2.9,3.8,3.8,1.7,8,-1.5
144,Reckitt Benckiser,UK,Household goods (372),91.69,5.0,"6,082",8.0,1.5,1.7,2.0,20.1,20,2.0
145,Spirent (now Spirent Communications),UK,Telecommunications equipment (9578),91.40,-6.7,676,-2.2,13.5,7.1,5.4,1.5,4,-3.2
146,SKF,Sweden,Industrial machinery (2757),90.44,6.7,"5,250",9.9,1.7,3.3,3.1,10.8,37,-2.7
147,SAAB,Sweden,Aerospace & defence (271),89.90,4.6,"2,057",8.2,4.4,1.7,2.0,7.2,12,-0.9
148,Stora Enso,Finland,Forestry & paper (173),88.00,7.2,"13,188",6.4,0.7,8.5,7.8,-0.2,46,5.5
148,Metso,Finland,Industrial machinery (2757),88.00,-14.6,"4,247",6.8,2.1,2.1,2.3,7.3,22,-8.0
150,Danfoss,Denmark,Industrial machinery (2757),86.61,13.9,"2,201",0.5,3.9,6.3,7.4,5.6,18,4.9
151,Vestas Wind Systems,Denmark,Electrical components & equipment (2733),86.30,48.0,"3,583",51.6,2.4,2.7,3.8,-3.2,10,9.0
152,Indra Sistemas,Spain,Computer services (9533),85.90,9.5,"1,202",11.4,7.1,1.2,1.1,11.6,8,16.4
153,Infogrames Entertainment,France,Software (9537),85.70,-22.4,602,-14.1,14.2,0.5,0.6,-1.2,1,-16.1
154,Johnson Matthey,UK,Chemicals (135),85.58,9.1,"6,922",2.5,1.2,2.4,2.1,4.8,7,-1.1
155,Rabobank,The Netherlands,Banks (835),85.00,26.9,"9,363",1.5,0.9,,,28.6,48,-5.3
156,Suez,France,"Gas, water & multiutilities (757)",84.80,-0.2,"41,489",1.8,0.2,5.2,5.3,9.0,158,-1.9
157,Cadbury Schweppes,UK,Food producers (357),84.41,-7.9,"10,416",6.2,0.8,4.1,4.3,15.4,56,-4.5
158,Krones,Germany,Industrial machinery (2757),82.59,,"1,695",12.0,4.9,3.1,2.1,5.3,9,2.8
159,British Nuclear Fuels (now British Nuclear Group Sellafield),UK,Electricity (753),80.05,-6.8,"3,441",1.8,2.3,17.3,21.8,-17.3,23,-0.6
160,Orion,Finland,Food & drug retailers (533),79.50,12.8,"1,902",-2.2,4.2,1.5,1.2,9.2,5,-1.2
161,Symbian,UK,Software (9537),79.29,19.5,167,72.2,47.5,4.2,8.2,6.0,1,25.4
162,Grundfos,Denmark,Industrial machinery (2757),79.06,3.2,"1,799",10.4,4.4,9.2,10.0,9.7,13,3.9
163,Gambro (now part of Investor),Sweden,Health care equipment & services (453),78.93,20.9,"2,707",-4.5,2.9,6.3,5.5,11.7,19,-10.5
164,Wincor Nixdorf,Germany,Computer services (9533),78.01,7.0,"1,744",10.7,4.5,1.8,1.7,6.3,7,18.2
165,Standard Chartered,UK,Banks (835),74.60,6.0,"5,816",27.5,1.3,,,39.1,44,31.7
166,Barco,Belgium,Electronic equipment (2737),73.33,6.3,712,6.0,10.3,1.5,3.4,6.3,4,-1.5
167,Gaz De France,France,"Gas, water & multiutilities (757)",73.00,-18.9,"22,394",23.5,0.3,8.9,8.9,13.3,53,39.3
168,Deutsche Borse,Germany,Other financials (877),72.30,-13.8,"1,823",14.6,4.0,,,37.5,3,3.2
169,EPCOS,Germany,Electronic equipment (2737),70.30,-0.6,"1,238",-9.1,5.7,12.0,8.1,-7.3,16,3.2
170,Trelleborg,Sweden,Automobiles & parts (335),70.20,7.0,"2,575",5.5,2.7,2.9,3.7,6.8,22,0.1
171,Wartsila,Finland,Commercial vehicles & trucks (2753),70.10,18.0,"2,639",6.5,2.7,2.3,1.9,8.0,12,-2.5
172,Chiesi Farmaceutici,Italy,Pharmaceuticals (4577),69.56,5.6,565,8.0,12.3,2.7,2.1,8.3,3,2.8
173,ZF Lenksysteme,Germany,Automobiles & parts (335),68.60,5.4,"2,229",7.5,3.1,3.4,5.0,2.7,9,
174,Tomkins,UK,General industrials (272),67.97,-9.0,"4,632",6.8,1.5,4.0,5.3,9.0,37,1.6
175,Giesecke & Devrient,Germany,Support services (279),67.61,7.9,"1,235",6.7,5.5,4.3,3.8,6.6,7,1.2
176,Italtel,Italy,Telecommunications equipment (9578),67.52,7.8,546,3.0,12.4,1.8,2.8,9.7,2,-0.3
177,Bang & Olufsen,Denmark,Leisure goods (374),67.27,10.0,502,3.7,13.4,3.2,3.9,10.2,2,-14.9
178,Eberspaecher,Germany,Automobiles & parts (335),66.40,1.1,"1,639",11.6,4.1,3.6,3.9,1.6,6,15.7
179,Avecia,UK,Chemicals (135),66.08,-21.3,593,-16.0,11.1,3.7,10.2,-15.0,3,-18.5
180,Serco,UK,Support services (279),65.93,18.0,"3,290",38.1,2.0,1.2,1.7,4.3,37,22.7
181,SCA,Sweden,Forestry & paper (173),65.73,-5.9,"10,267",7.1,0.6,7.6,7.8,1.9,51,2.0
182,Spectris,UK,Electrical components & equipment (2733),65.35,3.5,955,6.8,6.8,1.9,2.7,9.9,6,0.8
183,Basell AF SCA,Luxembourg,Chemicals (135),65.33,,"4,976",,1.3,2.9,,4.7,7,
184,Deutz,Germany,Industrial machinery (2757),63.00,-9.4,"1,323",6.5,4.8,4.1,2.1,3.8,5,-5.6
184,Repsol YPF,Spain,Oil & gas producers (53),63.00,10.5,"49,368",21.6,0.1,6.4,5.9,12.3,35,8.8
184,Adidas-Salomon,Germany,Personal goods (376),63.00,-28.4,"6,636",2.4,0.9,2.8,1.8,10.1,17,5.6
187,Veolia Environnement,France,"Gas, water & multiutilities (757)",62.90,0.3,"25,245",2.3,0.2,6.6,8.0,7.3,242,2.6
188,BOC,UK,Chemicals (135),62.87,3.8,"5,465",-3.4,1.2,10.6,6.6,13.7,36,-17.8
189,Assa Abloy,Sweden,Industrial machinery (2757),62.64,17.6,"2,962",8.9,2.1,2.4,2.9,14.6,30,1.4
190,Cobham,UK,Aerospace & defence (271),62.44,-11.9,"1,587",10.9,3.9,3.5,5.9,13.1,11,8.6
191,Voest-Alpine,Austria,Industrial metals (175),61.50,2.5,"6,513",12.7,0.9,7.4,8.4,11.3,24,2.0
192,Biovitrum,Sweden,Biotechnology (4573),61.36,7.6,100,19.0,61.4,15.0,19.0,-12.0,1,4.3
193,Claas,Germany,Commercial vehicles & trucks (2753),59.93,-17.4,"2,175",12.8,2.8,1.9,2.1,4.9,8,-0.4
194,Chr Hansen (now ALK-Abello),Denmark,Pharmaceuticals (4577),59.26,-2.4,587,-2.2,10.1,8.2,10.8,7.5,4,1.2
195,Genmab,Denmark,Biotechnology (4573),59.22,18.3,13,"1,200.0",455.5,7.7,300.0,-438.5,0,3.4
196,GEA,Germany,Industrial machinery (2757),58.96,0.7,"5,451",34.3,1.1,1.5,2.4,4.6,21,-20.0
197,Axalto (now Gemalto),The Netherlands,Electronic equipment (2737),58.53,5.3,841,3.3,7.0,3.3,3.8,8.2,0,
198,TietoEnator,Finland,Computer services (9533),58.30,32.8,"1,682",10.3,3.5,4.2,5.2,10.0,14,13.6
199,Old Mutual,UK,Life insurance (857),58.22,699.7,"18,497",30.1,0.3,,,12.2,43,3.9
200,Salzgitter,Germany,Industrial metals (175),57.50,0.9,"7,152",20.4,0.8,3.6,3.7,12.2,18,-0.2
201,Cambridge Antibody (now part of AstraZeneca),UK,Biotechnology (4573),57.01,-11.2,282,"1,126.1",20.2,1.1,4.3,-4.6,0,0.4
202,"Gemplus International (now part of Gemalto, The Netherlands)",Luxembourg,Electronic equipment (2737),55.86,-22.6,939,8.6,5.9,2.7,2.7,6.5,6,15.9
203,Abengoa,Spain,General industrials (272),55.79,139.4,"2,024",15.9,2.8,14.4,10.2,8.2,11,18.9
204,Danske Bank,Denmark,Banks (835),55.64,52.6,"4,803",18.8,1.2,,,48.1,19,12.0
205,Koenig & Bauer,Germany,Industrial machinery (2757),55.40,-4.6,"1,621",13.9,3.4,1.8,3.4,1.8,8,6.9
206,Lafarge,France,Construction & materials (235),55.00,1.9,"15,969",10.6,0.3,8.6,7.3,14.0,80,4.0
206,SNCF,France,Industrial transportation (277),55.00,,"20,994",-4.8,0.3,12.0,9.4,3.1,206,-10.5
208,TDC (now part of Nordic Telephone),Denmark,Fixed line telecommunications (653),54.70,-15.0,"6,392",9.4,0.9,9.6,9.7,12.1,20,4.9
209,Heraeus,Germany,Industrial metals (175),54.00,,"9,311",12.7,0.6,0.7,1.2,1.9,11,9.8
210,Nexans,France,Electrical components & equipment (2733),52.00,10.6,"5,595",14.2,0.9,2.2,1.9,2.8,20,10.9
211,William Demant,Denmark,Health care equipment & services (453),51.29,18.0,632,9.5,8.1,7.4,7.1,23.3,5,5.3
212,CSR,UK,Semiconductors (9576),51.15,118.8,412,91.6,12.4,3.6,2.3,23.1,0,97.2
213,IWKA,Germany,Industrial machinery (2757),51.08,-13.9,"2,070",-4.6,2.5,1.3,1.9,-3.9,12,-13.3
214,Bull,France,Computer hardware (9572),51.00,-5.6,"1,173",3.0,4.3,1.0,1.2,0.4,7,-1.0
215,Industria de Turbo Propulsores,Spain,Aerospace & defence (271),50.70,-38.0,377,-0.5,13.4,,,4.2,2,6.2
216,Acambis,UK,Biotechnology (4573),50.21,19.4,60,-51.6,83.7,13.3,4.0,-75.0,0,-4.8
217,UPM-Kymmene,Finland,Forestry & paper (173),50.00,6.4,"9,348",-4.8,0.5,7.2,5.8,4.0,33,-5.4
218,Gedeon Richter,Hungary,Pharmaceuticals (4577),49.99,19.0,680,15.4,7.4,18.4,,23.5,8,
219,Sorin,Italy,Health care equipment & services (453),49.65,-8.1,753,4.7,6.6,2.5,5.0,2.1,5,-0.8
220,Neopost,France,Electronic office equipment (9574),48.90,25.1,827,9.4,5.9,5.9,6.5,24.9,5,2.6
221,Ingenico,France,Electronic equipment (2737),48.64,50.0,437,2.3,11.1,1.1,1.6,-8.9,1,-12.4
