eu_rank,company, country,industrial_sector,rnd_eur_million, rnd_1_year_growth_%,sales_eur_million,sales_1_year_growth_%,rnd_intensity_%,capex_eur_million,capex_1_year_growth_%,profitability_%,employees,employees_1_year_growth_%
222,Dexia,Belgium,Banks (835),48.00,585.7,"5,976",6.3,0.8,,,45.1,20,1.2
223,Intentia International,Sweden,Computer services (9533),47.83,-3.4,318,0.0,15.0,0.3,0.6,2.8,2,-17.1
224,Alfa Laval,Sweden,Industrial machinery (2757),47.70,10.9,"1,740",9.0,2.7,2.0,2.3,8.2,10,1.3
225,Patria,Finland,Aerospace & defence (271),47.60,20.8,317,-8.4,15.0,5.4,4.9,4.1,2,-7.0
226,GPC Biotech,Germany,Biotechnology (4573),46.34,67.8,9,-30.8,514.9,0.0,7.7,-722.2,0,29.8
227,Zeltia,Spain,Pharmaceuticals (4577),45.68,24.4,72,-8.9,63.4,2.8,3.8,-55.6,1,11.3
228,Filtronic,UK,Telecommunications equipment (9578),45.24,11.4,383,11.0,11.8,5.0,4.9,2.3,4,16.3
229,Grammer,Germany,Automobiles & parts (335),45.13,38.1,859,4.1,5.3,3.7,2.9,3.6,8,4.6
230,Numico,The Netherlands,Food producers (357),45.00,36.4,"1,988",15.4,2.3,4.3,5.2,18.1,11,-1.5
231,Bekaert,Belgium,Industrial metals (175),44.98,-16.6,"1,914",-11.9,2.4,7.4,7.6,9.7,11,-10.3
232,Recordati,Italy,Pharmaceuticals (4577),44.96,20.5,583,19.5,7.7,1.7,3.9,18.9,2,8.4
233,Meggitt,UK,Aerospace & defence (271),44.78,11.3,897,28.7,5.0,2.7,3.0,16.6,6,28.4
234,Leoni,Germany,Electrical components & equipment (2733),44.59,1.0,"1,548",24.1,2.9,3.8,5.9,6.7,32,21.5
235,Belgacom,Belgium,Fixed line telecommunications (653),44.00,-17.0,"5,384",-0.6,0.8,8.2,8.3,20.6,16,-4.2
236,Getinge,Sweden,Health care equipment & services (453),43.93,3.9,"1,266",9.1,3.5,2.3,3.2,15.2,7,7.1
237,Software,Germany,Software (9537),43.19,-11.9,438,6.6,9.9,1.8,1.5,21.9,3,8.2
238,Kemira,Finland,Chemicals (135),43.10,-5.3,"1,994",-21.3,2.2,5.7,5.9,5.8,8,-20.6
239,Telekom Austria,Austria,Fixed line telecommunications (653),43.03,1.5,"4,377",7.9,1.0,14.3,13.5,14.4,14,5.6
240,HeidelbergCement,Germany,Construction & materials (235),43.00,-2.3,"7,803",12.6,0.6,6.8,6.6,12.9,41,-1.9
241,TTP Communications,UK,Telecommunications equipment (9578),42.93,31.3,90,25.0,47.7,8.9,4.2,-1.1,1,13.8
242,IMI,UK,Industrial machinery (2757),42.79,10.5,"2,297",-2.0,1.9,3.1,3.2,10.9,17,0.2
243,Renishaw,UK,Electronic equipment (2737),42.64,70.9,256,13.8,16.7,7.4,9.8,20.3,2,10.7
244,Voca,UK,Support services (279),42.57,256.5,130,15.0,32.7,2.3,,3.8,0,1.5
245,Kone,Finland,Industrial machinery (2757),42.34,-37.1,"3,602",-19.1,1.2,1.3,2.1,9.3,27,-12.1
246,PUMA,Germany,Personal goods (376),42.00,13.8,"1,778",16.2,2.4,3.1,2.6,22.4,4,27.3
247,Groupe SEB,France,Household goods (372),41.50,-1.7,"2,463",5.3,1.7,3.2,3.6,7.4,15,1.0
248,Borealis,Denmark,Chemicals (135),41.00,0.0,"4,814",4.0,0.9,4.6,4.1,6.6,5,-8.0
249,Gildemeister,Germany,Industrial machinery (2757),40.60,6.4,"1,126",7.0,3.6,1.6,1.2,5.0,5,2.7
250,Jungheinrich,Germany,Commercial vehicles & trucks (2753),40.22,5.6,"1,645",7.4,2.4,10.7,9.5,6.4,9,-0.9
251,Haldex,Sweden,Automobiles & parts (335),40.16,13.9,797,10.7,5.0,4.4,4.0,5.3,5,6.7
252,Krka,Slovenia,Pharmaceuticals (4577),40.12,14.8,554,17.1,7.2,14.4,16.9,21.3,5,11.7
253,Flamel Technologies,France,Biotechnology (4573),40.10,33.8,20,-57.4,200.5,50.0,25.5,-155.0,0,15.6
254,Hexagon,Sweden,Industrial machinery (2757),39.52,115.7,"1,027",16.8,3.8,3.5,3.0,4.0,6,3.0
255,Amer Sports,Finland,Leisure goods (374),39.40,25.9,"1,364",28.8,2.9,1.7,1.4,5.6,5,19.0
256,BAA (now part of Airport Development and Investment),UK,Industrial transportation (277),39.30,,"3,311",7.6,1.2,64.3,65.6,38.6,15,23.0
256,Compagnie Generale de Geophysique,France,"Oil equipment, services & distribution (57)",39.30,17.3,870,25.5,4.5,14.4,6.2,7.1,4,7.7
258,NKT,Denmark,Electrical components & equipment (2733),39.12,-4.1,"1,173",13.2,3.3,2.8,2.8,4.8,6,-1.1
259,JCB Service,UK,Commercial vehicles & trucks (2753),39.00,18.5,"1,601",21.9,2.4,3.7,4.4,5.0,5,9.4
260,Seton House,UK,General industrials (272),38.86,38.3,668,7.9,5.8,2.1,1.6,6.1,4,-1.6
261,Vernalis,UK,Biotechnology (4573),38.56,23.7,21,-4.5,183.6,4.8,4.5,-228.6,0,11.5
262,Novar (now part of Honeywell Acquisitions),UK,Construction & materials (235),38.13,-12.4,"2,153",3.4,1.8,2.7,2.9,2.8,13,-0.5
263,Christian Dior,France,Personal goods (376),38.00,-7.3,"14,556",10.3,0.3,4.7,5.1,17.7,58,-1.5
264,SkyePharma,UK,Pharmaceuticals (4577),37.84,-7.0,89,-1.1,42.5,5.6,6.7,-62.9,0,4.3
265,Metsaliitto,Finland,Forestry & paper (173),37.30,0.8,"8,643",1.0,0.4,11.6,12.1,0.3,30,1.2
266,LogicaCMG,UK,Computer services (9533),37.11,-32.4,"2,672",10.0,1.4,1.7,1.5,5.9,21,4.7
267,Arla Foods,Denmark,Food producers (357),37.00,-20.0,"6,214",-2.6,0.6,5.4,6.3,3.1,20,-3.7
268,WCM,Germany,Other financials (877),36.46,-1.4,931,2.4,3.9,,,-2.4,7,-4.0
269,IBS,Sweden,Software (9537),36.10,8.4,253,0.4,14.3,1.6,1.2,3.2,2,-2.1
270,Beru,Germany,Automobiles & parts (335),36.08,15.3,408,5.7,8.8,8.1,9.6,11.8,3,2.1
271,Stork,The Netherlands,Industrial machinery (2757),35.79,18.9,"1,818",5.1,2.0,2.7,2.7,6.5,13,-1.4
272,Sartorius,Germany,Biotechnology (4573),35.78,20.6,484,3.4,7.4,1.9,1.9,8.3,4,-2.4
273,Gamesa,Spain,Industrial machinery (2757),35.73,-28.5,"2,268",30.6,1.6,4.5,6.0,10.5,8,13.4
274,Vilmorin Clause,France,Food producers (357),35.60,2.6,498,1.2,7.1,2.4,2.4,9.0,3,1.2
275,GN Store Nord,Denmark,Telecommunications equipment (9578),34.99,-24.1,891,19.8,3.9,2.8,3.9,12.3,5,11.9
276,Pace Micro Technology,UK,Leisure goods (374),34.90,12.4,369,5.7,9.5,1.4,1.1,2.7,1,-0.5
277,CSM,The Netherlands,Food producers (357),34.70,-13.3,"2,740",-21.2,1.3,3.5,3.5,4.4,9,-34.3
278,Stada Arzneimittel,Germany,Pharmaceuticals (4577),34.48,32.2,"1,022",25.6,3.4,1.5,0.9,12.4,4,50.5
279,Jenoptik,Germany,Industrial machinery (2757),34.45,8.4,"1,914",-24.1,1.8,1.9,1.4,-1.5,9,-5.6
280,Sud-Chemie,Germany,Chemicals (135),34.40,11.3,976,13.2,3.5,5.4,5.5,7.4,5,1.3
281,Anglo American,UK,Mining (177),33.91,-11.1,"24,952",18.1,0.1,11.5,14.4,18.9,195,-6.7
282,Porsche,Germany,Automobiles & parts (335),33.66,-29.1,"6,574",6.9,0.5,12.9,14.1,18.5,12,2.0
283,Qiagen,The Netherlands,Biotechnology (4573),33.15,14.5,338,4.6,9.8,3.6,3.4,23.7,2,20.2
284,Outokumpu,Finland,Industrial metals (175),33.00,-19.5,"6,473",-9.3,0.5,2.4,4.7,0.8,12,-41.7
285,Industrial and Financial Systems,Sweden,Software (9537),32.81,20.3,229,-1.3,14.3,0.9,0.9,4.4,2,-7.8
286,Eureko,The Netherlands,Life insurance (857),32.80,,"10,774",21.7,0.3,,,7.7,20,38.6
287,ProStrakan,UK,Pharmaceuticals (4577),32.64,118.6,46,48.4,71.0,4.3,6.5,-117.4,0,87.3
288,Cookson,UK,General industrials (272),32.46,-8.2,"2,379",-1.1,1.4,2.6,2.6,7.0,16,-3.0
289,Pilkington (now part of NSG UK Enterprises),UK,Construction & materials (235),32.02,-24.1,"3,758",6.4,0.9,5.4,5.2,8.7,24,1.3
289,GUS,UK,General retailers (537),32.02,46.7,"11,519",1.6,0.3,3.6,4.0,10.3,64,3.8
291,Eramet,France,Industrial metals (175),32.00,-8.6,"2,712",7.6,1.2,8.4,9.0,24.2,12,-4.2
292,Zumtobel,Austria,Electronic equipment (2737),31.51,-1.7,"1,184",4.9,2.7,3.4,2.7,6.8,7,1.6
293,Zambon,Italy,Pharmaceuticals (4577),31.00,-3.4,433,-5.7,7.2,5.5,5.4,6.2,2,-2.9
294,IMMSI,Italy,Automobiles & parts (335),30.83,-20.3,"1,548",36.1,2.0,4.3,5.8,2.7,7,8.0
295,Nyco,Denmark,Pharmaceuticals (4577),30.74,19.6,508,-21.2,6.1,3.3,4.2,-7.3,3,7.7
296,Tate & Lyle,UK,Food producers (357),30.56,10.5,"5,414",23.9,0.6,7.4,4.0,2.0,9,36.5
296,Rexam,UK,General industrials (272),30.56,61.5,"4,711",5.1,0.6,4.9,5.1,13.0,22,-2.7
298,Cargotec,Finland,Industrial machinery (2757),30.34,,"2,432",,1.2,2.6,,8.1,7,
299,Imagination Technologies,UK,Semiconductors (9576),30.05,7.3,51,13.3,58.9,3.9,6.7,-19.6,0,10.9
300,Barilla GeR Fratelli,Italy,Food producers (357),30.00,,"2,534",0.9,1.2,,4.8,7.2,7,1.6
300,Sudzucker,Germany,Food producers (357),30.00,8.7,"5,347",10.8,0.6,7.7,10.2,7.6,20,13.8
302,ELMOS Semiconductor,Germany,Semiconductors (9576),29.71,15.3,147,2.8,20.2,15.6,18.2,-118.4,1,10.8
303,Finland Post,Finland,Industrial transportation (277),29.50,51.3,"1,348",9.1,2.2,6.7,4.4,9.7,24,1.7
304,Tenaris,Luxembourg,"Oil equipment, services & distribution (57)",29.42,31.9,"5,711",62.9,0.5,3.9,3.9,30.7,18,7.6
305,Technip,France,"Oil equipment, services & distribution (57)",29.40,-11.4,"5,377",4.6,0.5,3.1,2.3,4.0,21,10.0
306,Intracom,Greece,Telecommunications equipment (9578),29.08,-46.1,620,-3.3,4.7,0.0,1.9,9.5,0,
307,Brembo,Italy,Automobiles & parts (335),28.72,,712,5.0,4.0,11.5,11.2,10.0,4,9.0
308,Coloplast,Denmark,Health care equipment & services (453),28.69,5.4,875,7.5,3.3,6.1,9.0,15.4,6,1.2
309,Indesit,Italy,Household goods (372),28.50,60.1,"3,064",-1.2,0.9,4.0,4.0,3.8,17,-4.6
309,Gameloft,France,Software (9537),28.50,,47,104.3,60.6,6.4,,-2.1,2,147.1
311,BIC,France,Household goods (372),28.29,14.3,"1,381",-0.4,2.0,5.0,4.5,16.9,8,-2.0
312,Dyson James,UK,Household goods (372),28.27,31.4,620,53.8,4.6,6.0,4.2,17.6,1,1.2
313,Austriamicrosystems,Austria,Electrical components & equipment (2733),28.20,0.2,178,10.6,15.8,10.7,14.3,12.4,1,4.5
314,Dialog Semiconductor,UK,Semiconductors (9576),28.10,-3.3,131,12.9,21.5,3.1,10.3,5.3,0,-14.2
315,OMX,Sweden,Other financials (877),28.02,119.2,334,7.7,8.4,,,26.9,1,-9.7
316,KBC,Belgium,Banks (835),28.00,,"11,498",81.9,0.2,,,29.3,52,9.6
316,La Poste,France,Industrial transportation (277),28.00,21.7,"19,329",3.5,0.1,3.8,3.5,4.4,303,-1.9
318,BHP Billiton,UK,Mining (177),27.98,73.7,"25,082",29.3,0.1,15.7,13.0,30.6,36,4.0
319,Crucell,The Netherlands,Biotechnology (4573),27.74,73.5,33,83.3,84.1,51.5,11.1,-54.5,0,20.0
320,Aixtron,Germany,Semiconductors (9576),27.63,57.0,139,-0.7,19.9,5.8,2.9,-38.1,1,36.5
321,Andritz,Austria,Industrial machinery (2757),27.15,28.6,"1,744",17.8,1.6,1.4,1.8,6.0,6,11.8
322,Ahlstrom,Finland,Chemicals (135),27.10,-1.8,"1,553",-1.0,1.7,4.1,7.3,4.2,6,-8.4
323,Elekta,Sweden,Health care equipment & services (453),27.06,12.4,336,8.7,8.1,2.1,2.9,11.3,1,9.9
324,Sopra,France,Computer services (9533),26.70,-14.7,757,20.3,3.5,1.2,1.7,7.4,9,21.3
325,ISOFT,UK,Software (9537),26.61,44.1,381,75.6,7.0,1.3,1.8,18.4,3,90.3
326,Nolato,Sweden,Chemicals (135),26.42,16.4,240,-6.3,11.0,7.9,5.1,10.0,3,3.3
327,RAG,Germany,General industrials (272),26.40,-23.0,"22,343",41.4,0.1,6.0,7.2,-9.4,100,6.5
328,Intercell,Austria,Biotechnology (4573),26.34,68.0,8,60.0,329.3,25.0,20.0,-325.0,0,10.8
329,Innogenetics,Belgium,Biotechnology (4573),26.31,-6.2,49,-31.0,53.7,14.3,4.2,-46.9,1,-10.5
330,Tessenderlo,Belgium,Chemicals (135),26.00,-7.8,"2,150",3.5,1.2,8.0,8.5,3.1,8,-2.5
330,Istituto Finanziario Industriale,Italy,Other financials (877),26.00,52.9,"5,429",-2.4,0.5,,,5.5,18,0.2
332,Kontron,Germany,Computer hardware (9572),25.60,-10.0,300,14.5,8.5,2.3,2.7,7.3,2,11.6
332,Paul Hartmann,Germany,Health care equipment & services (453),25.60,-18.2,"1,215",-2.4,2.1,2.9,4.6,4.6,9,-2.2
332,Guerbet,France,Pharmaceuticals (4577),25.60,6.7,271,9.3,9.4,7.7,7.7,12.5,1,4.8
335,Duerr,Germany,Industrial machinery (2757),25.51,-21.5,"1,787",-16.3,1.4,1.0,0.9,-2.8,10,-24.0
336,Ultra Electronics,UK,Aerospace & defence (271),25.16,11.7,498,7.1,5.1,2.2,1.7,14.1,3,7.5
337,Nutreco,The Netherlands,Food producers (357),25.10,0.0,"3,002",-22.2,0.8,1.3,2.2,5.6,9,-28.8
338,Unit 4 Agresso,The Netherlands,Software (9537),24.93,5.3,356,29.0,7.0,1.1,1.1,6.2,2,21.6
339,KSB,Germany,Industrial machinery (2757),24.73,0.9,"1,390",9.7,1.8,2.9,2.1,3.2,13,3.1
340,Campina,The Netherlands,Food producers (357),24.70,-5.7,"3,569",0.3,0.7,4.2,3.9,1.1,7,-4.1
341,MGI Coutier,France,Automobiles & parts (335),24.65,6.7,461,-1.7,5.3,2.4,1.7,5.2,4,1.7
342,ElringKlinger,Germany,Automobiles & parts (335),24.54,10.5,475,4.6,5.2,11.2,9.0,16.2,3,-1.4
343,RM,UK,Software (9537),24.47,15.6,382,-0.3,6.4,6.0,4.2,1.6,2,14.0
344,Valentino Fashion,Italy,Personal goods (376),24.46,,915,,2.7,4.4,,12.8,10,
345,James Hardie Industries,The Netherlands,Construction & materials (235),24.33,32.9,"1,262",23.0,1.9,10.9,12.7,-29.2,3,5.8
346,Wavecom,France,Telecommunications equipment (9578),24.07,-48.9,129,-15.1,18.7,1.6,2.0,3.1,0,-36.7
347,Intec Telecom Systems,UK,Software (9537),24.03,43.6,169,69.0,14.2,5.3,5.0,-4.1,1,109.3
348,Energie Baden,Germany,Electricity (753),24.00,220.0,"10,817",9.9,0.2,5.4,4.7,11.7,18,-12.8
348,E.ON,Germany,"Gas, water & multiutilities (757)",24.00,-56.4,"51,854",15.9,0.0,6.1,6.7,13.1,77,5.7
350,BBC,UK,Media (555),23.58,-13.8,"5,829",4.4,0.4,3.6,12.8,-4.4,25,-6.9
351,Bollore Investissement,France,Industrial transportation (277),23.50,4.9,"6,338",13.0,0.4,1.6,2.1,4.5,32,-2.7
352,Boots (now Alliance Boots),UK,General retailers (537),23.43,-28.8,"7,963",0.0,0.3,3.1,4.3,5.6,66,-5.4
353,Diageo,UK,Beverages (353),23.29,45.5,"13,151",1.6,0.2,4.0,3.6,21.2,23,-3.2
353,Laird,UK,Electrical components & equipment (2733),23.29,107.8,740,8.7,3.1,3.5,3.5,9.2,9,55.2
355,Ilog,France,Software (9537),23.08,19.5,106,21.8,21.8,2.8,1.1,4.7,1,5.2
356,Egis Pharmaceuticals,Hungary,Pharmaceuticals (4577),23.06,20.0,372,8.1,6.2,,,11.8,0,
357,ACS,Spain,Construction & materials (235),23.05,,"12,114",12.0,0.2,6.6,2.6,7.3,111,3.0
358,Union Fenosa,Spain,Electricity (753),23.04,73.5,"6,099",6.7,0.4,21.3,17.6,13.0,18,-11.1
359,Deutsche Bahn,Germany,Travel & leisure (575),23.00,-8.0,"25,055",4.6,0.1,25.2,30.0,4.6,228,-3.9
360,Alizyme,UK,Biotechnology (4573),22.93,151.2,0,-100.0,,,0.0,,0,5.6
361,Warner Chilcott (now Chilcott) (now part of Warner Acquisition),UK,Pharmaceuticals (4577),22.88,-5.9,443,21.0,5.2,2.0,1.4,1.6,1,-8.3
362,Rockwool International,Denmark,Construction & materials (235),22.66,5.0,"1,344",9.6,1.7,11.4,8.5,9.0,8,1.9
363,Clarins,France,Personal goods (376),22.54,10.1,998,6.3,2.3,4.2,2.4,12.8,6,4.1
364,Societe Generale,France,Banks (835),22.00,,"19,170",17.0,0.1,,,35.1,100,7.3
364,Rautaruukki,Finland,Industrial metals (175),22.00,29.4,"3,654",2.4,0.6,2.5,2.9,17.3,12,-4.8
366,Medivir,Sweden,Pharmaceuticals (4577),21.93,6.1,11,22.2,199.4,18.2,66.7,-109.1,0,8.7
367,Autostrade,Italy,Industrial transportation (277),21.90,,"2,957",3.4,0.7,28.8,0.0,50.5,9,-2.1
368,Oberthur Card Systems,France,Electronic equipment (2737),21.75,18.3,501,11.1,4.3,4.2,4.7,9.8,3,14.4
369,Auriga Industries,Denmark,Chemicals (135),21.69,2.6,704,-1.1,3.1,2.7,2.1,9.2,3,-2.2
370,Option,Belgium,Telecommunications equipment (9578),21.59,50.6,199,93.2,10.8,4.0,1.9,19.6,0,66.3
371,Pohjolan Voima,Finland,Electricity (753),21.50,8.6,601,-9.9,3.6,127.5,78.7,-1.8,1,7.4
372,Q-Med,Sweden,Biotechnology (4573),21.46,10.3,104,18.2,20.6,4.8,14.8,11.5,1,7.9
373,Melexis,Belgium,Semiconductors (9576),21.44,26.1,174,13.7,12.3,5.7,7.2,19.0,1,5.4
374,Simcorp,Denmark,Software (9537),21.41,35.9,102,24.4,21.0,1.0,1.2,21.6,1,14.6
375,Boliden,Sweden,Mining (177),21.20,17.8,"2,177",14.0,1.0,6.5,8.6,14.9,5,1.1
376,AMS (now BAE Systems Integrated System),UK,Aerospace & defence (271),21.09,54.2,692,-3.2,3.0,3.0,3.6,5.2,4,-6.3
377,Royal Friesland Foods,The Netherlands,Food producers (357),21.00,0.0,"4,419",-0.7,0.5,4.1,3.7,4.7,16,-6.5
377,Franz Haniel & Cie,Germany,Pharmaceuticals (4577),21.00,162.5,"25,892",6.5,0.1,1.4,1.2,4.3,45,-15.1
379,Fimalac,France,Support services (279),20.97,67.8,"1,014",-10.7,2.1,1.0,1.5,15.0,5,-23.1
380,Transgene,France,Biotechnology (4573),20.91,14.6,3,0.0,697.0,,0.0,-733.3,0,4.2
381,Xenova (now part of Celtic Pharma Development),UK,Biotechnology (4573),20.78,-5.3,7,-36.4,296.9,14.3,9.1,-314.3,0,-11.4
382,Halma,UK,Industrial machinery (2757),20.67,20.7,491,12.9,4.2,3.5,3.2,17.7,3,6.2
383,Systems Union,UK,Software (9537),20.63,-4.8,165,8.6,12.5,2.4,2.6,7.3,1,10.9
384,Fuchs Petrolub,Germany,Chemicals (135),20.60,-3.7,"1,192",8.8,1.7,2.1,1.9,9.9,4,-1.7
385,AVEVA,UK,Software (9537),20.30,24.2,96,14.3,21.1,1.0,2.4,16.7,0,2.5
386,Ark Therapeutics,UK,Biotechnology (4573),20.29,52.4,3,,676.3,33.3,,-900.0,0,41.9
387,ACTIELEC Technologies,France,Electronic equipment (2737),20.24,-11.3,218,-4.4,9.3,1.8,2.2,0.5,2,13.2
388,Dynea International,Finland,Chemicals (135),20.20,1.0,"1,065",8.8,1.9,2.1,3.1,3.4,3,-0.6
389,Glen Electric,UK,Household goods (372),20.02,6.3,993,1.5,2.0,1.7,3.3,5.9,5,-2.5
390,RHI,Austria,Construction & materials (235),20.00,2.6,"1,455",12.2,1.4,4.7,5.5,9.7,9,10.2
390,Enel,Italy,Electricity (753),20.00,0.0,"35,525",3.5,0.1,8.5,10.2,16.4,60,-3.4
390,KPN,The Netherlands,Fixed line telecommunications (653),20.00,-16.7,"11,811",0.7,0.2,10.2,14.6,18.8,27,-5.5
393,De La Rue,UK,Support services (279),19.94,-18.4,889,-5.0,2.2,2.5,3.2,12.1,6,-7.6
394,Ducati Motor,Italy,Automobiles & parts (335),19.86,250.9,321,-16.2,6.2,3.4,2.9,-10.6,1,-1.5
395,Micro Focus International,UK,Software (9537),19.84,,128,,15.5,0.8,,23.4,0,
396,Vaisala,Finland,Electronic equipment (2737),19.80,-11.2,198,9.4,10.0,2.5,2.2,15.2,1,-2.7
397,Somfy International,France,Electrical components & equipment (2733),19.61,,591,3.9,3.3,6.9,3.3,21.5,3,3.9
398,CEGID,France,Software (9537),19.54,27.5,224,56.6,8.7,1.3,0.7,6.3,2,43.3
399,IMA Industria Macchine Automatiche,Italy,Industrial machinery (2757),19.37,13.1,399,9.9,4.9,1.8,2.2,9.0,3,8.3
400,Singulus Technologies,Germany,Industrial machinery (2757),19.35,-17.8,232,-47.3,8.3,1.7,1.4,0.9,1,-5.8
401,Same Deutz-Fahr,Italy,Commercial vehicles & trucks (2753),19.23,-2.9,937,3.5,2.1,1.7,0.9,4.7,3,6.1
402,Oxford Instruments,UK,Electronic equipment (2737),19.21,0.7,243,-8.3,7.9,2.5,1.9,-1.6,1,-10.7
403,FLSmidth,Denmark,Construction & materials (235),19.17,-1.4,"1,409",-28.6,1.4,1.7,2.7,3.0,6,3.2
404,YIT,Finland,Support services (279),19.15,6.4,"3,024",-0.3,0.6,0.8,0.7,7.4,21,-3.2
405,Bohler-Uddeholm,Austria,Industrial metals (175),19.00,18.8,"2,607",34.8,0.7,5.6,3.8,12.0,13,12.9
406,Huhtamaki,Finland,General industrials (272),18.70,4.5,"2,244",7.3,0.8,4.9,4.4,2.5,15,-2.3
407,Autonomy,UK,Software (9537),18.59,53.8,81,47.3,23.0,0.0,5.5,9.9,0,45.2
408,Northgate Information Solutions,UK,Computer services (9533),18.56,67.1,299,50.3,6.2,2.3,15.1,4.7,2,20.0
409,Funkwerk,Germany,Support services (279),18.51,6.0,242,-2.8,7.6,2.1,3.2,6.6,1,4.5
410,NSB,UK,Software (9537),18.46,9.9,70,6.1,26.4,11.4,0.0,20.0,1,-8.6
411,Torex Retail,UK,Computer services (9533),18.37,6.5,244,125.9,7.5,1.2,0.9,-4.5,2,128.5
412,Astex Therapeutics,UK,Biotechnology (4573),18.32,10.6,6,50.0,305.3,0.0,25.0,-283.3,0,-11.7
413,Muhlbauer,Germany,Electronic equipment (2737),18.31,30.7,148,15.6,12.4,3.4,11.7,22.3,1,7.1
414,Lectra,France,Software (9537),18.28,21.4,211,1.4,8.7,1.4,1.4,-5.2,2,2.1
415,Aliaxis,Belgium,Construction & materials (235),18.27,11.9,"1,834",9.2,1.0,3.8,4.3,9.8,12,-0.7
415,Wanderer-Werke,Germany,Industrial machinery (2757),18.27,26.9,551,34.4,3.3,2.5,2.2,7.1,4,26.6
417,Wolfson Microelectronics,UK,Semiconductors (9576),18.20,30.6,141,39.6,12.9,2.8,7.9,22.7,0,20.1
418,Morgan Crucible,UK,Electrical components & equipment (2733),18.19,6.8,"1,085",-6.3,1.7,5.9,5.1,4.5,12,-9.1
418,Enodis,UK,Industrial machinery (2757),18.19,-12.6,968,1.4,1.9,1.9,2.1,4.5,6,-0.2
420,Active Biotech,Sweden,Biotechnology (4573),18.05,-29.2,1,-85.7,"1,805.0","3,100.0",0.0,"-2,000.0",0,-39.1
420,Jordan Grand Prix (now Midland F1),UK,Travel & leisure (575),18.05,14.0,48,-33.3,37.6,0.0,1.4,-41.7,0,2.5
422,EYBL International,Austria,Automobiles & parts (335),18.03,42.4,332,-2.9,5.4,3.6,4.7,3.0,4,17.9
423,InBev,Belgium,Beverages (353),18.00,28.6,"11,656",36.0,0.2,8.9,9.5,18.2,77,3.6
423,SGL Carbon,Germany,Electrical components & equipment (2733),18.00,-6.3,"1,069",15.4,1.7,3.6,4.0,8.7,5,0.6
423,Hunter Douglas,The Netherlands,Household goods (372),18.00,5.9,"1,920",11.6,0.9,3.6,2.8,12.5,18,12.5
423,Lufthansa,Germany,Travel & leisure (575),18.00,200.0,"18,065",6.5,0.1,5.7,9.4,4.5,91,-2.1
427,Teleca,Sweden,Computer services (9533),17.92,56.9,323,11.0,5.5,1.9,1.7,3.4,3,10.5
428,Seco Tools,Sweden,Industrial machinery (2757),17.90,-10.6,526,13.9,3.4,7.6,5.2,22.2,4,2.6
429,Alliance & Leicester,UK,Banks (835),17.76,144.0,"2,018",-1.0,0.9,,,39.4,8,-2.2
430,Cardo,Sweden,Construction & materials (235),17.68,3.1,839,2.4,2.1,2.9,3.5,3.0,6,-1.7
431,Channel Four Television,UK,Media (555),17.61,33.0,"1,302",6.3,1.4,1.0,0.7,6.4,1,-9.1
432,Miba,Austria,Automobiles & parts (335),17.50,54.9,347,5.8,5.0,12.7,7.3,5.2,3,3.8
433,Psion,UK,Computer hardware (9572),17.46,-3.5,245,24.4,7.1,2.0,3.0,4.5,1,5.3
434,Uponor,Finland,Construction & materials (235),17.40,8.7,"1,031",-3.9,1.7,3.7,3.3,11.4,4,-11.0
435,Gyrus,UK,Health care equipment & services (453),17.24,78.5,219,72.4,7.9,2.7,3.1,6.8,1,76.3
436,BE Semiconductor Industries,The Netherlands,Semiconductors (9576),17.16,41.9,164,30.2,10.5,3.7,2.4,-3.0,1,39.2
437,ESI,France,Software (9537),17.12,34.7,58,18.4,29.5,1.7,,-3.4,0,
437,Telelogic,Sweden,Software (9537),17.12,-9.1,137,23.4,12.5,1.5,1.8,15.3,1,35.8
439,Baxi,UK,Construction & materials (235),17.09,18.5,"1,124",7.1,1.5,2.5,3.2,9.3,5,-0.6
440,Rio Tinto,UK,Mining (177),16.96,-13.0,"16,135",67.8,0.1,13.1,23.7,38.8,28,-15.8
441,LKAB,Sweden,Mining (177),16.94,-32.3,"1,527",59.6,1.1,18.5,10.8,42.5,4,2.3
442,Delft Instruments,The Netherlands,Health care equipment & services (453),16.80,-24.1,243,-12.9,6.9,0.8,0.7,9.1,1,-14.1
443,Biotest,Germany,Pharmaceuticals (4577),16.61,-10.3,238,9.2,7.0,5.0,6.4,10.5,1,2.8
444,Recticel,Belgium,Chemicals (135),16.41,-17.9,"1,392",9.1,1.2,3.3,6.3,0.1,11,1.3
445,Soitec,France,Semiconductors (9576),16.39,44.4,263,89.2,6.2,33.1,24.5,13.7,1,25.6
446,Aldata Solution,Finland,Software (9537),16.37,7.7,76,15.2,21.5,1.3,1.5,6.6,1,4.2
447,SanomaWSOY,Finland,Media (555),16.20,,"2,622",4.7,0.6,2.6,1.9,10.4,14,4.4
447,NicOx,France,Pharmaceuticals (4577),16.20,55.2,7,250.0,231.4,0.0,0.0,-228.6,0,28.6
449,Stallergenes,France,Pharmaceuticals (4577),16.11,31.9,112,17.9,14.4,7.1,3.2,19.6,1,9.4
450,Beta Systems Software,Germany,Software (9537),16.04,-12.5,103,2.0,15.6,1.9,8.9,-6.8,1,-12.7
451,Wittington Investments,UK,Food producers (357),16.01,37.5,"8,280",8.7,0.2,7.3,4.4,7.5,43,18.6
